iter,tier,score,best_so_far
1,full,1.0e6,1.0e6
1,full,0.5435338124050987,0.5435338124050987
2,full,0.5431647098255366,0.5431647098255366
3,full,0.5434662576829465,0.5431647098255366
4,full,0.5451774767364314,0.5431647098255366
5,full,0.5540683944022079,0.5431647098255366
6,full,0.5435476791767032,0.5431647098255366
7,full,0.5491054007876702,0.5431647098255366
8,full,0.5423054258317295,0.5423054258317295
9,full,0.5425400879485419,0.5423054258317295
10,full,0.5427425462220401,0.5423054258317295
11,full,0.5420138922322613,0.5420138922322613
12,full,0.5417623884872852,0.5417623884872852
13,full,0.5419882428472369,0.5417623884872852
14,full,0.5415461892396733,0.5415461892396733
15,full,0.5419911589734511,0.5415461892396733
16,full,0.5418034979539699,0.5415461892396733
17,full,0.5418320643750729,0.5415461892396733
18,full,0.5418698356747609,0.5415461892396733
19,full,0.5418890808159498,0.5415461892396733
20,full,0.5419350238739898,0.5415461892396733
21,full,0.5418564886138567,0.5415461892396733
22,full,0.5415918708358888,0.5415461892396733
23,full,0.5419206602634925,0.5415461892396733
24,full,0.541953473679185,0.5415461892396733
25,full,0.5418434307536196,0.5415461892396733
26,full,0.5415530687865351,0.5415461892396733
27,full,0.5418347875494067,0.5415461892396733
28,full,0.5419561063749387,0.5415461892396733
29,full,0.5418319491195444,0.5415461892396733
30,full,0.5418499803368295,0.5415461892396733
31,full,0.5417456544000847,0.5415461892396733
