controller,score_mean,score_std,tracking_mean,chatter_mean,ce_mean,est_pos_mean,n
ASMC ct(s2),0.36423290936517405,0.04829450874706381,0.03658429942004699,0.5543655369802524,37.528376785926596,0.003247837560186602,70
ASMC nt(s4),0.36319962181818405,0.0551658180371617,0.04128453476340236,0.5415660909999307,37.54096613031007,0.003249024626567767,70
PID-CT ct(s5),0.3412718604664162,0.031740365830326314,0.0239309897299789,0.5323083433595605,37.34501578782496,0.0032498652549329443,70
PID-CT nt(s4),0.34340927512676317,0.03340156233772278,0.026243307185566573,0.5321843723628209,37.28784018140502,0.003250305795132588,70
PID-FB ct(s3),0.3605356204238618,0.039356080783837295,0.03314734984788894,0.5543135554613461,37.414641896816164,0.003244499394326896,70
PID-FB nt(s4),0.36297656173267207,0.0377668975815697,0.031488490163471036,0.5633773875006862,37.42475865306824,0.003244538225575108,70
