model,window,regime,split,wheel,state,bin_kind,bin_center,n,rmse_norm,rmse_phys,batch,fold
ssm,32,S2_train,same_subset,2,omega_z_derived,wz,24.0,780,0.11314269274904665,1.019043536049932,b4096_ep100,S2
ssm,32,S2_train,same_subset,3,gamma,wz,0.5,69004,0.036894541126620294,3.05510737908025,b4096_ep100,S2
ssm,32,S2_train,same_subset,3,gamma,wz,1.5,21527,0.056926882734270816,4.713915246974301,b4096_ep100,S2
ssm,32,S2_train,same_subset,3,gamma,wz,3.0,19029,0.07550550929982108,6.252346061576197,b4096_ep100,S2
ssm,32,S2_train,same_subset,3,gamma,wz,6.0,15339,0.08391974201356961,6.949099124096593,b4096_ep100,S2
ssm,32,S2_train,same_subset,3,gamma,wz,12.0,7144,0.10313734517671404,8.540441365004009,b4096_ep100,S2
ssm,32,S2_train,same_subset,3,gamma,wz,24.0,592,0.08975941471203697,7.432661843666901,b4096_ep100,S2
ssm,32,S2_train,same_subset,3,zx,wz,0.5,69004,0.045545412842067784,1.3949340500212949e-05,b4096_ep100,S2
ssm,32,S2_train,same_subset,3,zx,wz,1.5,21527,0.06148739280099138,1.8831942117501346e-05,b4096_ep100,S2
ssm,32,S2_train,same_subset,3,zx,wz,3.0,19029,0.07690604803429228,2.355426340340595e-05,b4096_ep100,S2
ssm,32,S2_train,same_subset,3,zx,wz,6.0,15339,0.09347300296833926,2.862827812569249e-05,b4096_ep100,S2
ssm,32,S2_train,same_subset,3,zx,wz,12.0,7144,0.10631833623895334,3.256245978326421e-05,b4096_ep100,S2
ssm,32,S2_train,same_subset,3,zx,wz,24.0,592,0.09624722562855975,2.9477948246885465e-05,b4096_ep100,S2
ssm,32,S2_train,same_subset,3,zy,wz,0.5,69004,0.08902872421685017,1.8543922747669742e-05,b4096_ep100,S2
ssm,32,S2_train,same_subset,3,zy,wz,1.5,21527,0.10490626805978831,2.185107951249201e-05,b4096_ep100,S2
ssm,32,S2_train,same_subset,3,zy,wz,3.0,19029,0.1130562973187048,2.3548661033713335e-05,b4096_ep100,S2
ssm,32,S2_train,same_subset,3,zy,wz,6.0,15339,0.123450768266089,2.571374049885937e-05,b4096_ep100,S2
ssm,32,S2_train,same_subset,3,zy,wz,12.0,7144,0.14504404598748072,3.0211435832324866e-05,b4096_ep100,S2
ssm,32,S2_train,same_subset,3,zy,wz,24.0,592,0.1543693081407102,3.2153808198825926e-05,b4096_ep100,S2
ssm,32,S2_train,same_subset,3,omega_z_derived,wz,0.5,69004,0.0234357947907929,0.2110794308804463,b4096_ep100,S2
ssm,32,S2_train,same_subset,3,omega_z_derived,wz,1.5,21527,0.048716130626158906,0.4387721098883777,b4096_ep100,S2
ssm,32,S2_train,same_subset,3,omega_z_derived,wz,3.0,19029,0.07109561380914552,0.6403376473848554,b4096_ep100,S2
ssm,32,S2_train,same_subset,3,omega_z_derived,wz,6.0,15339,0.08987080079364029,0.8094403306409035,b4096_ep100,S2
ssm,32,S2_train,same_subset,3,omega_z_derived,wz,12.0,7144,0.14032399953834165,1.2638577110710145,b4096_ep100,S2
ssm,32,S2_train,same_subset,3,omega_z_derived,wz,24.0,592,0.1347257408789036,1.2134358131876934,b4096_ep100,S2
ssm,32,S2_train,same_subset,4,gamma,wz,0.5,69061,0.03785057170911734,3.1342729127572118,b4096_ep100,S2
ssm,32,S2_train,same_subset,4,gamma,wz,1.5,21230,0.058673920089750864,4.858581267603346,b4096_ep100,S2
ssm,32,S2_train,same_subset,4,gamma,wz,3.0,18850,0.0713062144546152,5.904617197764126,b4096_ep100,S2
ssm,32,S2_train,same_subset,4,gamma,wz,6.0,15211,0.09203897521927847,7.621424330702233,b4096_ep100,S2
ssm,32,S2_train,same_subset,4,gamma,wz,12.0,7514,0.09360338665062157,7.750967714158221,b4096_ep100,S2
ssm,32,S2_train,same_subset,4,gamma,wz,24.0,769,0.07854652857330585,6.504162148483726,b4096_ep100,S2
ssm,32,S2_train,same_subset,4,zx,wz,0.5,69061,0.034331226452355035,1.051473546688842e-05,b4096_ep100,S2
ssm,32,S2_train,same_subset,4,zx,wz,1.5,21230,0.041663536184820334,1.2760425613132655e-05,b4096_ep100,S2
ssm,32,S2_train,same_subset,4,zx,wz,3.0,18850,0.049047895539391984,1.5022057173023104e-05,b4096_ep100,S2
ssm,32,S2_train,same_subset,4,zx,wz,6.0,15211,0.05782895322637779,1.7711460037280097e-05,b4096_ep100,S2
ssm,32,S2_train,same_subset,4,zx,wz,12.0,7514,0.06592982315589727,2.0192539589060756e-05,b4096_ep100,S2
ssm,32,S2_train,same_subset,4,zx,wz,24.0,769,0.0729036791322314,2.232844495410369e-05,b4096_ep100,S2
ssm,32,S2_train,same_subset,4,zy,wz,0.5,69061,0.08721048724004604,1.816519955384483e-05,b4096_ep100,S2
ssm,32,S2_train,same_subset,4,zy,wz,1.5,21230,0.10017103654349128,2.0864771264210584e-05,b4096_ep100,S2
ssm,32,S2_train,same_subset,4,zy,wz,3.0,18850,0.10180457133770013,2.1205022625438684e-05,b4096_ep100,S2
ssm,32,S2_train,same_subset,4,zy,wz,6.0,15211,0.11521222602514189,2.3997722552015962e-05,b4096_ep100,S2
ssm,32,S2_train,same_subset,4,zy,wz,12.0,7514,0.1443579147481552,3.006852051655711e-05,b4096_ep100,S2
ssm,32,S2_train,same_subset,4,zy,wz,24.0,769,0.20853325648290705,4.3435695925748615e-05,b4096_ep100,S2
ssm,32,S2_train,same_subset,4,omega_z_derived,wz,0.5,69061,0.02176890133720682,0.19606620326592905,b4096_ep100,S2
ssm,32,S2_train,same_subset,4,omega_z_derived,wz,1.5,21230,0.04496357399716864,0.40497391679679307,b4096_ep100,S2
ssm,32,S2_train,same_subset,4,omega_z_derived,wz,3.0,18850,0.06422837451292755,0.5784864076336425,b4096_ep100,S2
ssm,32,S2_train,same_subset,4,omega_z_derived,wz,6.0,15211,0.09702093310041215,0.8738395059838369,b4096_ep100,S2
ssm,32,S2_train,same_subset,4,omega_z_derived,wz,12.0,7514,0.12290669724967754,1.1069851028500086,b4096_ep100,S2
ssm,32,S2_train,same_subset,4,omega_z_derived,wz,24.0,769,0.121979805473488,1.0986368564878746,b4096_ep100,S2
ssm,32,S2_train,cross_subset,1,gamma,overall,,1394155,0.04645163373331098,3.8464966957652016,b4096_ep100,S2
ssm,32,S2_train,cross_subset,1,zx,overall,,1394155,0.0506657070087981,1.551754943282458e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,1,zy,overall,,1394155,0.09617469514622062,2.0032367714146632e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,1,omega_z_derived,overall,,1394155,0.04759473701395705,0.4286720416991145,b4096_ep100,S2
ssm,32,S2_train,cross_subset,2,gamma,overall,,1394155,0.04988756585336058,4.131014160201459,b4096_ep100,S2
ssm,32,S2_train,cross_subset,2,zx,overall,,1394155,0.06529167247461296,1.9997091307745183e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,2,zy,overall,,1394155,0.10482925992290029,2.1835039515840185e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,2,omega_z_derived,overall,,1394155,0.04923652399688728,0.44345914258804997,b4096_ep100,S2
ssm,32,S2_train,cross_subset,3,gamma,overall,,1394155,0.04909088084114719,4.06504353923557,b4096_ep100,S2
ssm,32,S2_train,cross_subset,3,zx,overall,,1394155,0.07167964842767795,2.1953557651087767e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,3,zy,overall,,1394155,0.10583243828577212,2.2043993222742044e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,3,omega_z_derived,overall,,1394155,0.048167140965743066,0.4338275186716377,b4096_ep100,S2
ssm,32,S2_train,cross_subset,4,gamma,overall,,1394155,0.05317227351315515,4.4030092661684375,b4096_ep100,S2
ssm,32,S2_train,cross_subset,4,zx,overall,,1394155,0.05096507755064905,1.560923888711347e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,4,zy,overall,,1394155,0.09233519614127382,1.9232632669633125e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,4,omega_z_derived,overall,,1394155,0.05124175446045587,0.4615196738741693,b4096_ep100,S2
ssm,32,S2_train,cross_subset,1,gamma,slip,0.005,395162,0.03545351124762621,2.9357807530759246,b4096_ep100,S2
ssm,32,S2_train,cross_subset,1,gamma,slip,0.02,332265,0.034295629816972664,2.839900659208052,b4096_ep100,S2
ssm,32,S2_train,cross_subset,1,gamma,slip,0.065,540929,0.0438307345663437,3.629469195536092,b4096_ep100,S2
ssm,32,S2_train,cross_subset,1,gamma,slip,0.2,102991,0.09009539869394678,7.460483552720156,b4096_ep100,S2
ssm,32,S2_train,cross_subset,1,gamma,slip,0.65,19843,0.10775077469743342,8.922463245184984,b4096_ep100,S2
ssm,32,S2_train,cross_subset,1,gamma,slip,1.5,2965,0.07151130764855035,5.921600243467393,b4096_ep100,S2
ssm,32,S2_train,cross_subset,1,zx,slip,0.005,395162,0.05977734415029817,1.830820000524102e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,1,zx,slip,0.02,332265,0.04411271884738893,1.3510544688851581e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,1,zx,slip,0.065,540929,0.044415287304645744,1.3603213306933503e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,1,zx,slip,0.2,102991,0.05812953178673371,1.7803519201772547e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,1,zx,slip,0.65,19843,0.06630703054783342,2.0308068120635986e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,1,zx,slip,1.5,2965,0.07759484517381866,2.3765223526227743e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,1,zy,slip,0.005,395162,0.10062952795526922,2.0960271113641346e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,1,zy,slip,0.02,332265,0.0954472997791278,1.9880857232836703e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,1,zy,slip,0.065,540929,0.08630903963045168,1.7977435695340277e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,1,zy,slip,0.2,102991,0.11823440967334856,2.4627217576487937e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,1,zy,slip,0.65,19843,0.1281261177364196,2.66875758947829e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,1,zy,slip,1.5,2965,0.1556114497128276,3.241253573851492e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,1,omega_z_derived,slip,0.005,395162,0.03586439539675851,0.3230202447493386,b4096_ep100,S2
ssm,32,S2_train,cross_subset,1,omega_z_derived,slip,0.02,332265,0.03192237426505768,0.28751559963599915,b4096_ep100,S2
ssm,32,S2_train,cross_subset,1,omega_z_derived,slip,0.065,540929,0.04256387788892404,0.383360547447213,b4096_ep100,S2
ssm,32,S2_train,cross_subset,1,omega_z_derived,slip,0.2,102991,0.10250309490970103,0.9232157530891196,b4096_ep100,S2
ssm,32,S2_train,cross_subset,1,omega_z_derived,slip,0.65,19843,0.10896037236822446,0.9813745850446752,b4096_ep100,S2
ssm,32,S2_train,cross_subset,1,omega_z_derived,slip,1.5,2965,0.06763249722974365,0.6091463571735248,b4096_ep100,S2
ssm,32,S2_train,cross_subset,2,gamma,slip,0.005,470819,0.04267715762148846,3.53394554096453,b4096_ep100,S2
ssm,32,S2_train,cross_subset,2,gamma,slip,0.02,340316,0.04865222898757486,4.028720218405671,b4096_ep100,S2
ssm,32,S2_train,cross_subset,2,gamma,slip,0.065,504623,0.05431889487816229,4.497956921365751,b4096_ep100,S2
ssm,32,S2_train,cross_subset,2,gamma,slip,0.2,69003,0.06386058258972085,5.288070571890127,b4096_ep100,S2
ssm,32,S2_train,cross_subset,2,gamma,slip,0.65,9384,0.062236979377917126,5.153625694161009,b4096_ep100,S2
ssm,32,S2_train,cross_subset,2,zx,slip,0.005,470819,0.07223636925180385,2.212406581287567e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,2,zx,slip,0.02,340316,0.06869883042523978,2.1040612387567226e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,2,zx,slip,0.065,504623,0.05369277753491052,1.64446601661468e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,2,zx,slip,0.2,69003,0.06368657373834007,1.9505492364070037e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,2,zx,slip,0.65,9384,0.12456846963087237,3.8151986996631615e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,2,zy,slip,0.005,470819,0.10980972761592532,2.2872428260579987e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,2,zy,slip,0.02,340316,0.10648899638693002,2.2180748317093534e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,2,zy,slip,0.065,504623,0.09833004069055735,2.0481307542106964e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,2,zy,slip,0.2,69003,0.1040865563701856,2.168034058579765e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,2,zy,slip,0.65,9384,0.12956537104022456,2.6987360096795763e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,2,omega_z_derived,slip,0.005,470819,0.042086819819179305,0.3790638232797908,b4096_ep100,S2
ssm,32,S2_train,cross_subset,2,omega_z_derived,slip,0.02,340316,0.04333534394934654,0.39030891930451106,b4096_ep100,S2
ssm,32,S2_train,cross_subset,2,omega_z_derived,slip,0.065,504623,0.05489853269685666,0.49445521866307424,b4096_ep100,S2
ssm,32,S2_train,cross_subset,2,omega_z_derived,slip,0.2,69003,0.0709655996163195,0.6391666471233716,b4096_ep100,S2
ssm,32,S2_train,cross_subset,2,omega_z_derived,slip,0.65,9384,0.06391506037813409,0.5756644777674103,b4096_ep100,S2
ssm,32,S2_train,cross_subset,3,gamma,slip,0.005,430665,0.0358883058358135,2.9717845722455536,b4096_ep100,S2
ssm,32,S2_train,cross_subset,3,gamma,slip,0.02,305220,0.033718717890517814,2.7921286111074086,b4096_ep100,S2
ssm,32,S2_train,cross_subset,3,gamma,slip,0.065,470902,0.040966990074959554,3.3923325718152517,b4096_ep100,S2
ssm,32,S2_train,cross_subset,3,gamma,slip,0.2,122437,0.09215348673489643,7.630906596239753,b4096_ep100,S2
ssm,32,S2_train,cross_subset,3,gamma,slip,0.65,39577,0.11613809986764216,9.616988180636698,b4096_ep100,S2
ssm,32,S2_train,cross_subset,3,gamma,slip,1.5,25354,0.060952016807816284,5.0472224527494705,b4096_ep100,S2
ssm,32,S2_train,cross_subset,3,zx,slip,0.005,430665,0.06687017761502423,2.0480544987267314e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,3,zx,slip,0.02,305220,0.07594996883433855,2.3261441936629148e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,3,zx,slip,0.065,470902,0.06776429082027031,2.0754387927967657e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,3,zx,slip,0.2,122437,0.08951881662189201,2.7417216725063682e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,3,zx,slip,0.65,39577,0.08077352878548143,2.4738769197524807e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,3,zx,slip,1.5,25354,0.05437734293711117,1.6654324217935804e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,3,zy,slip,0.005,430665,0.12011958565733336,2.5019883626542493e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,3,zy,slip,0.02,305220,0.09964542041176323,2.0755289898270398e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,3,zy,slip,0.065,470902,0.09041360371203691,1.8832381335489338e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,3,zy,slip,0.2,122437,0.12591395794994364,2.6226801871411762e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,3,zy,slip,0.65,39577,0.10804021441589082,2.2503853779579148e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,3,zy,slip,1.5,25354,0.06825965052604584,1.4217902129100032e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,3,omega_z_derived,slip,0.005,430665,0.033696102915917146,0.3034910609975524,b4096_ep100,S2
ssm,32,S2_train,cross_subset,3,omega_z_derived,slip,0.02,305220,0.03256474088479081,0.29330121013994603,b4096_ep100,S2
ssm,32,S2_train,cross_subset,3,omega_z_derived,slip,0.065,470902,0.03641305375753743,0.3279618520460715,b4096_ep100,S2
ssm,32,S2_train,cross_subset,3,omega_z_derived,slip,0.2,122437,0.09507659804502516,0.8563274420408076,b4096_ep100,S2
ssm,32,S2_train,cross_subset,3,omega_z_derived,slip,0.65,39577,0.12292138536678095,1.1071173944759825,b4096_ep100,S2
ssm,32,S2_train,cross_subset,3,omega_z_derived,slip,1.5,25354,0.06047756146594106,0.5447039184812841,b4096_ep100,S2
ssm,32,S2_train,cross_subset,4,gamma,slip,0.005,394087,0.05490491005558027,4.5464827784815665,b4096_ep100,S2
ssm,32,S2_train,cross_subset,4,gamma,slip,0.02,339479,0.04451383173737805,3.6860340738875976,b4096_ep100,S2
ssm,32,S2_train,cross_subset,4,gamma,slip,0.065,554798,0.050364614025249464,4.170516809479638,b4096_ep100,S2
ssm,32,S2_train,cross_subset,4,gamma,slip,0.2,77299,0.08220756320491901,6.807319601505146,b4096_ep100,S2
ssm,32,S2_train,cross_subset,4,gamma,slip,0.65,25700,0.07503335791295596,6.213248845943682,b4096_ep100,S2
ssm,32,S2_train,cross_subset,4,gamma,slip,1.5,2792,0.04874466594751476,4.036374605224445,b4096_ep100,S2
ssm,32,S2_train,cross_subset,4,zx,slip,0.005,394087,0.05902100204855077,1.80765526950236e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,4,zx,slip,0.02,339479,0.04760263554930608,1.457941273674314e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,4,zx,slip,0.065,554798,0.044777647030767295,1.3714194389574012e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,4,zx,slip,0.2,77299,0.054652545409956746,1.6738611368862783e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,4,zx,slip,0.65,25700,0.06963497604640205,2.132732872422007e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,4,zx,slip,1.5,2792,0.06356374623337967,1.94678735913299e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,4,zy,slip,0.005,394087,0.09295652084893993,1.936204926294756e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,4,zy,slip,0.02,339479,0.09396217683167675,1.9571518805743862e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,4,zy,slip,0.065,554798,0.08736992812131825,1.81984097087741e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,4,zy,slip,0.2,77299,0.10201518206014773,2.124889099890002e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,4,zy,slip,0.65,25700,0.12174948936632626,2.5359378680932893e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,4,zy,slip,1.5,2792,0.15058959615881518,3.1366526580555816e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,4,omega_z_derived,slip,0.005,394087,0.05008336343333932,0.45108638066090856,b4096_ep100,S2
ssm,32,S2_train,cross_subset,4,omega_z_derived,slip,0.02,339479,0.040266116581073035,0.36266527538625054,b4096_ep100,S2
ssm,32,S2_train,cross_subset,4,omega_z_derived,slip,0.065,554798,0.04916174781153418,0.4427856550964351,b4096_ep100,S2
ssm,32,S2_train,cross_subset,4,omega_z_derived,slip,0.2,77299,0.08958475698228462,0.806864016696915,b4096_ep100,S2
ssm,32,S2_train,cross_subset,4,omega_z_derived,slip,0.65,25700,0.07701792803862834,0.6936782201375079,b4096_ep100,S2
ssm,32,S2_train,cross_subset,4,omega_z_derived,slip,1.5,2792,0.05369975272192083,0.4836581538688379,b4096_ep100,S2
ssm,32,S2_train,cross_subset,1,gamma,wz,0.5,779279,0.028908097536020846,2.3937780321461384,b4096_ep100,S2
ssm,32,S2_train,cross_subset,1,gamma,wz,1.5,174525,0.04702590498080132,3.8940500326678924,b4096_ep100,S2
ssm,32,S2_train,cross_subset,1,gamma,wz,3.0,181871,0.05539648279720891,4.58718819339601,b4096_ep100,S2
ssm,32,S2_train,cross_subset,1,gamma,wz,6.0,168094,0.06894563616407479,5.709145994317934,b4096_ep100,S2
ssm,32,S2_train,cross_subset,1,gamma,wz,12.0,81942,0.08396949262930793,6.953218782719311,b4096_ep100,S2
ssm,32,S2_train,cross_subset,1,gamma,wz,24.0,8444,0.06542922844028644,5.41796462060674,b4096_ep100,S2
ssm,32,S2_train,cross_subset,1,zx,wz,0.5,779279,0.04542875562699695,1.3913611518235416e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,1,zx,wz,1.5,174525,0.054097161264599916,1.6568512066794665e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,1,zx,wz,3.0,181871,0.052447057077249594,1.6063129341601914e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,1,zx,wz,6.0,168094,0.05767957567300372,1.7665709693215305e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,1,zx,wz,12.0,81942,0.06662969248819857,2.0406890834982696e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,1,zx,wz,24.0,8444,0.06576574101981608,2.014228564131422e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,1,zy,wz,0.5,779279,0.08812583470639072,1.8355858605838062e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,1,zy,wz,1.5,174525,0.09809829588954226,2.043303708345816e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,1,zy,wz,3.0,181871,0.09443928121981529,1.967089557651329e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,1,zy,wz,6.0,168094,0.10421567142732467,2.17072341447885e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,1,zy,wz,12.0,81942,0.1341781222300922,2.7948156699117258e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,1,zy,wz,24.0,8444,0.16888557388274356,3.5177422423260554e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,1,omega_z_derived,wz,0.5,779279,0.021387562611556696,0.19263159556852663,b4096_ep100,S2
ssm,32,S2_train,cross_subset,1,omega_z_derived,wz,1.5,174525,0.03924816327292769,0.35349686412202036,b4096_ep100,S2
ssm,32,S2_train,cross_subset,1,omega_z_derived,wz,3.0,181871,0.04962421706145535,0.4469509819797093,b4096_ep100,S2
ssm,32,S2_train,cross_subset,1,omega_z_derived,wz,6.0,168094,0.07473643198647313,0.6731294445340317,b4096_ep100,S2
ssm,32,S2_train,cross_subset,1,omega_z_derived,wz,12.0,81942,0.11378969241170504,1.0248708750325823,b4096_ep100,S2
ssm,32,S2_train,cross_subset,1,omega_z_derived,wz,24.0,8444,0.10036670813465631,0.9039739348089153,b4096_ep100,S2
ssm,32,S2_train,cross_subset,2,gamma,wz,0.5,775014,0.03434239274514181,2.843772932833932,b4096_ep100,S2
ssm,32,S2_train,cross_subset,2,gamma,wz,1.5,176698,0.04950594910558312,4.099413785207809,b4096_ep100,S2
ssm,32,S2_train,cross_subset,2,gamma,wz,3.0,179573,0.057016069039520424,4.721300445372489,b4096_ep100,S2
ssm,32,S2_train,cross_subset,2,gamma,wz,6.0,167850,0.07138273538649624,5.910953625848637,b4096_ep100,S2
ssm,32,S2_train,cross_subset,2,gamma,wz,12.0,85271,0.08505517168100359,7.043120053722003,b4096_ep100,S2
ssm,32,S2_train,cross_subset,2,gamma,wz,24.0,9749,0.08271275001060469,6.849152359187628,b4096_ep100,S2
ssm,32,S2_train,cross_subset,2,zx,wz,0.5,775014,0.04977560345295622,1.5244934623130448e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,2,zx,wz,1.5,176698,0.07166738387399242,2.1949800824906744e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,2,zx,wz,3.0,179573,0.07760170100614877,2.3767323278249827e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,2,zx,wz,6.0,167850,0.08457446280742788,2.5902893527047105e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,2,zx,wz,12.0,85271,0.09497225321597381,2.9087458332026938e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,2,zx,wz,24.0,9749,0.08129268516414412,2.4897772902482703e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,2,zy,wz,0.5,775014,0.09987835402564607,2.0803807977184772e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,2,zy,wz,1.5,176698,0.11317622987378509,2.357364193436284e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,2,zy,wz,3.0,179573,0.10138334574740258,2.111728490583911e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,2,zy,wz,6.0,167850,0.10767837267104842,2.242848524051914e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,2,zy,wz,12.0,85271,0.12612788444951445,2.627136094652493e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,2,zy,wz,24.0,9749,0.13496719647195723,2.8112514139981614e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,2,omega_z_derived,wz,0.5,775014,0.02780816402724812,0.25046009700540334,b4096_ep100,S2
ssm,32,S2_train,cross_subset,2,omega_z_derived,wz,1.5,176698,0.04184053282290562,0.37684558747985497,b4096_ep100,S2
ssm,32,S2_train,cross_subset,2,omega_z_derived,wz,3.0,179573,0.04734525961811098,0.42642507089216025,b4096_ep100,S2
ssm,32,S2_train,cross_subset,2,omega_z_derived,wz,6.0,167850,0.07239368885397915,0.6520290341779806,b4096_ep100,S2
ssm,32,S2_train,cross_subset,2,omega_z_derived,wz,12.0,85271,0.11016967299992735,0.9922664063539923,b4096_ep100,S2
ssm,32,S2_train,cross_subset,2,omega_z_derived,wz,24.0,9749,0.1256622844603334,1.1318038805086668,b4096_ep100,S2
ssm,32,S2_train,cross_subset,3,gamma,wz,0.5,778989,0.03196743455581388,2.64711099008113,b4096_ep100,S2
ssm,32,S2_train,cross_subset,3,gamma,wz,1.5,175705,0.050375222903226095,4.171395297766125,b4096_ep100,S2
ssm,32,S2_train,cross_subset,3,gamma,wz,3.0,183869,0.059557109829920615,4.931715103350171,b4096_ep100,S2
ssm,32,S2_train,cross_subset,3,gamma,wz,6.0,168344,0.07305041657953913,6.049048443689697,b4096_ep100,S2
ssm,32,S2_train,cross_subset,3,gamma,wz,12.0,80312,0.08170946063796179,6.766073471465162,b4096_ep100,S2
ssm,32,S2_train,cross_subset,3,gamma,wz,24.0,6936,0.06698035150576008,5.546407658849134,b4096_ep100,S2
ssm,32,S2_train,cross_subset,3,zx,wz,0.5,778989,0.052775149126125756,1.616361514873626e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,3,zx,wz,1.5,175705,0.07546814057242734,2.3113870843285677e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,3,zx,wz,3.0,183869,0.08548412213400419,2.618149782324408e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,3,zx,wz,6.0,168344,0.09815724386140137,3.0062935689510785e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,3,zx,wz,12.0,80312,0.11000965455338434,3.369301174863383e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,3,zx,wz,24.0,6936,0.08922340340515339,2.7326739556349255e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,3,zy,wz,0.5,778989,0.0969670471550324,2.019740762435322e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,3,zy,wz,1.5,175705,0.12061649080518064,2.512338472610882e-05,b4096_ep100,S2
ssm,32,S2_train,cross_subset,3,zy,wz,3.0,183869,0.10625432761553838,2.213186881858532e-05,b4096_ep100,S2
