iter,tier,score,best_so_far
1,warm,153.47741018234933,153.47741018234933
2,warm,153.4774027732367,153.4774027732367
3,warm,153.46547215355884,153.46547215355884
4,warm,153.4774165432716,153.46547215355884
5,warm,161.5829088796242,153.46547215355884
6,warm,153.4765791889035,153.46547215355884
7,warm,153.47679325261956,153.46547215355884
8,warm,153.47741016984335,153.46547215355884
9,warm,168.41402232393563,153.46547215355884
10,warm,176.2602821014415,153.46547215355884
11,warm,153.47727970965255,153.46547215355884
12,warm,153.477433684909,153.46547215355884
13,warm,161.92233897971516,153.46547215355884
14,warm,153.47740431796325,153.46547215355884
15,warm,155.1053356391126,153.46547215355884
16,warm,153.47824134642465,153.46547215355884
17,warm,161.88665541980825,153.46547215355884
18,warm,153.4774102269624,153.46547215355884
19,warm,187.93225367249107,153.46547215355884
20,warm,201.137731331497,153.46547215355884
21,warm,153.47753981589918,153.46547215355884
22,warm,157.74187782410675,153.46547215355884
23,warm,155.615287588114,153.46547215355884
24,warm,153.46614681123194,153.46547215355884
25,warm,153.8620151407394,153.46547215355884
26,warm,153.46503749928493,153.46503749928493
27,warm,162.11821996450288,153.46503749928493
28,warm,161.90942920654868,153.46503749928493
29,warm,159.89595855516149,153.46503749928493
30,warm,153.4645670385185,153.4645670385185
31,warm,155.23469892989215,153.4645670385185
32,warm,153.46412900584826,153.46412900584826
33,warm,160.97068049986152,153.46412900584826
34,warm,153.46375260491442,153.46375260491442
35,warm,161.78146889935644,153.46375260491442
36,warm,153.46340663267745,153.46340663267745
37,warm,153.7810285326771,153.46340663267745
38,warm,162.05892305399888,153.46340663267745
39,warm,160.73015376711544,153.46340663267745
40,warm,175.41548735845535,153.46340663267745
41,warm,154.3607732693214,153.46340663267745
42,warm,153.46376029949815,153.46340663267745
43,warm,154.26191154729838,153.46340663267745
44,warm,153.46307637932105,153.46307637932105
45,warm,154.93135668102045,153.46307637932105
46,warm,153.3188505394841,153.3188505394841
47,warm,154.29518566170125,153.3188505394841
