label,pkg,status,rc,wall_min,run_dir,val_loss,epochs,model,window,stride,regime,chi_fold_test,physics_loss,physics_variant,norm_method,params,phys_wheel_w1,phys_wheel_w2,phys_wheel_w3,phys_wheel_w4,phys_body_x,phys_body_y,phys_body_yaw,phys_roller_w1_MON,phys_roller_w2_MON,phys_roller_w3_MON,phys_roller_w4_MON
S1_train_w32_phys_residual_b1024,observer_v1_py,ok,0,303.71,observer_v1_py/runs/S1_train_w32_phys_residual_b1024,0.10198079252558696,70,ssm,32,16,S1_train,-1.0,True,residual,max,6277,4.117026215090173,5.502597692466435,3.740470640757796,4.592213391188019,20.426808001939207,16.44677000084514,46.48383694275728,854.2864897277044,1190.6169149072273,729.9736582349608,1089.6294432606387
