label,pkg,status,rc,wall_min,run_dir,val_loss,epochs,model,window,stride,regime,chi_fold_test,physics_loss,physics_variant,norm_method,params,phys_wheel_w1,phys_wheel_w2,phys_wheel_w3,phys_wheel_w4,phys_body_x,phys_body_y,phys_body_yaw,phys_roller_w1_MON,phys_roller_w2_MON,phys_roller_w3_MON,phys_roller_w4_MON
S2_train_w32_phys_residual_b1024,observer_v1_py,ok,0,303.74,observer_v1_py/runs/S2_train_w32_phys_residual_b1024,0.10474585472391201,70,ssm,32,16,S2_train,-1.0,True,residual,max,6277,2.88245618573147,6.543303304534081,5.6094646602295395,4.448778852143838,21.442260541534726,17.206629819283936,55.28235541863124,1061.0377674668596,1266.6311438990676,726.3455195560836,1304.4503210195596
