iteration,score,best_so_far
1,358.1814425681555,358.1814425681555
2,864.9051089249319,358.1814425681555
3,532.7584146982751,358.1814425681555
4,479.18139612790435,358.1814425681555
5,635.2037368220743,358.1814425681555
6,473.58712615857894,358.1814425681555
7,455.64048876205504,358.1814425681555
8,583.5395483423229,358.1814425681555
9,492.39942244076383,358.1814425681555
10,470.9844991556902,358.1814425681555
11,433.5908952064128,358.1814425681555
12,786.5591162446151,358.1814425681555
13,435.44195962554534,358.1814425681555
14,628.2083902222107,358.1814425681555
15,473.7760756516716,358.1814425681555
16,532.5926456104694,358.1814425681555
17,470.13728985758826,358.1814425681555
18,350.3435178690653,350.3435178690653
19,702.1259612917311,350.3435178690653
20,521.9622301541576,350.3435178690653
21,410.9062858764238,350.3435178690653
22,567.8485875213719,350.3435178690653
23,591.4560097103614,350.3435178690653
24,401.24819092587825,350.3435178690653
25,493.1828386017321,350.3435178690653
26,412.3430697296884,350.3435178690653
27,556.7605537237969,350.3435178690653
28,354.99860556733177,350.3435178690653
29,366.30502700234933,350.3435178690653
30,382.8179493457642,350.3435178690653
31,397.70800375655506,350.3435178690653
32,393.8781552109899,350.3435178690653
33,497.1097685528491,350.3435178690653
34,405.68165168008477,350.3435178690653
35,335.70291279610115,335.70291279610115
36,436.9616208937231,335.70291279610115
37,337.85340644769656,335.70291279610115
38,391.014992683453,335.70291279610115
39,353.929019530741,335.70291279610115
40,388.597708972644,335.70291279610115
41,373.0211596251685,335.70291279610115
42,388.07501561226064,335.70291279610115
43,335.9737243320558,335.70291279610115
44,344.47073721351745,335.70291279610115
45,341.63790419436657,335.70291279610115
46,327.6838526015101,327.6838526015101
47,336.00690500658266,327.6838526015101
48,329.30055981561924,327.6838526015101
49,345.8616901234666,327.6838526015101
50,340.4405483340884,327.6838526015101
51,367.71915710771,327.6838526015101
52,351.80274727940423,327.6838526015101
53,376.44171565180267,327.6838526015101
54,356.5873056039619,327.6838526015101
55,430.9117958177467,327.6838526015101
56,359.43723336642756,327.6838526015101
57,437.65750043247556,327.6838526015101
58,334.9744603936211,327.6838526015101
59,325.9929637538959,325.9929637538959
60,340.12287870562443,325.9929637538959
61,369.0876447728891,325.9929637538959
62,351.19373484128243,325.9929637538959
63,366.1858207382313,325.9929637538959
64,410.5718626003654,325.9929637538959
65,314.17896657524113,314.17896657524113
66,335.20459744324535,314.17896657524113
67,311.80659703167294,311.80659703167294
68,365.9222183055724,311.80659703167294
69,308.32317392319965,308.32317392319965
70,315.24347563749177,308.32317392319965
71,374.523302043768,308.32317392319965
72,331.3656543247796,308.32317392319965
73,351.96067854210435,308.32317392319965
74,296.5314235362911,296.5314235362911
75,321.5257878230748,296.5314235362911
76,361.82196731187145,296.5314235362911
77,349.33695019194994,296.5314235362911
78,339.3414072362042,296.5314235362911
79,330.92152410374,296.5314235362911
80,377.37241740582454,296.5314235362911
81,314.6720190767685,296.5314235362911
82,368.75698890393903,296.5314235362911
83,318.36325575608214,296.5314235362911
84,305.67026013255906,296.5314235362911
85,311.7765348195694,296.5314235362911
86,358.7161558804693,296.5314235362911
87,336.5424785881818,296.5314235362911
88,338.77220710240465,296.5314235362911
89,313.6448409991806,296.5314235362911
90,343.6898761702909,296.5314235362911
91,325.8496618748984,296.5314235362911
92,338.25608500542023,296.5314235362911
93,308.93143831359254,296.5314235362911
94,334.23979334522613,296.5314235362911
95,329.04593369062326,296.5314235362911
96,302.53188682367886,296.5314235362911
97,327.5814567000248,296.5314235362911
98,325.37071822485325,296.5314235362911
99,324.6503142276083,296.5314235362911
100,318.3139712643244,296.5314235362911
101,322.3448996565404,296.5314235362911
102,294.4571337974326,294.4571337974326
103,348.05740852120425,294.4571337974326
104,334.64958559206275,294.4571337974326
105,311.3840413098177,294.4571337974326
106,326.1956123418753,294.4571337974326
107,344.76656086076946,294.4571337974326
