model,window,regime,split,wheel,state,bin_kind,bin_center,n,rmse_norm,rmse_phys
ssm,16,S1_train,same_subset,4,zy,wz,24.0,1801,0.15089275643172584,3.142967226265911e-05
ssm,16,S1_train,same_subset,4,omega_z_derived,wz,0.5,154672,0.024551055622323084,0.2211242628865323
ssm,16,S1_train,same_subset,4,omega_z_derived,wz,1.5,32394,0.04735361365838701,0.42650031331866006
ssm,16,S1_train,same_subset,4,omega_z_derived,wz,3.0,33049,0.0627617613177625,0.5652770464269632
ssm,16,S1_train,same_subset,4,omega_z_derived,wz,6.0,30587,0.1016574381874159,0.9155991673810925
ssm,16,S1_train,same_subset,4,omega_z_derived,wz,12.0,15288,0.17118946000955848,1.5418539936074585
ssm,16,S1_train,same_subset,4,omega_z_derived,wz,24.0,1801,0.19432669275771028,1.7502443624524249
ssm,16,S1_train,cross_subset,1,gamma,overall,,2794869,0.06687758759697987,5.537898469397737
ssm,16,S1_train,cross_subset,1,zx,overall,,2794869,0.04795317224574117,1.4686773221051865e-05
ssm,16,S1_train,cross_subset,1,zy,overall,,2794869,0.10095338113982015,2.102772763720838e-05
ssm,16,S1_train,cross_subset,1,omega_z_derived,overall,,2794869,0.06696085093449361,0.6030970330938471
ssm,16,S1_train,cross_subset,2,gamma,overall,,2794869,0.07376138186904203,6.107921267346391
ssm,16,S1_train,cross_subset,2,zx,overall,,2794869,0.06734357744181904,2.062553502579664e-05
ssm,16,S1_train,cross_subset,2,zy,overall,,2794869,0.10390535559406804,2.1642598464571652e-05
ssm,16,S1_train,cross_subset,2,omega_z_derived,overall,,2794869,0.07165759051459833,0.6453992091630657
ssm,16,S1_train,cross_subset,3,gamma,overall,,2794869,0.07305919153804452,6.049775191569992
ssm,16,S1_train,cross_subset,3,zx,overall,,2794869,0.06864164620356618,2.1023099601930926e-05
ssm,16,S1_train,cross_subset,3,zy,overall,,2794869,0.11275378612330049,2.3485650987664954e-05
ssm,16,S1_train,cross_subset,3,omega_z_derived,overall,,2794869,0.07222771807445601,0.6505341833313535
