iter,tier,score,best_so_far
1,screen,11.628512748212358,11.628512748212358
2,screen,8.164310492385656,8.164310492385656
3,screen,5.208073445833757,5.208073445833757
4,screen,3.9341941833030267,3.9341941833030267
5,screen,4.127766604472286,3.9341941833030267
6,screen,4.715396598372305,3.9341941833030267
7,screen,2.0728097656964346,2.0728097656964346
8,screen,4.100616907042381,2.0728097656964346
9,screen,4.135552264976813,2.0728097656964346
10,screen,1.3971275488684773,1.3971275488684773
11,screen,6.3613311758896085,1.3971275488684773
12,screen,2.0275712343019316,1.3971275488684773
13,screen,4.093395020444236,1.3971275488684773
14,screen,5.180722086131414,1.3971275488684773
15,screen,2.9862341000962154,1.3971275488684773
16,screen,11.430522604069893,1.3971275488684773
17,screen,2.6993987433058515,1.3971275488684773
18,screen,1.612294013413082,1.3971275488684773
19,screen,1.27705827420079,1.27705827420079
20,screen,2.3597915415235438,1.27705827420079
21,screen,1.5353524277929904,1.27705827420079
22,screen,5.319735923873289,1.27705827420079
23,screen,3.242314012270482,1.27705827420079
24,screen,1.9524812130368001,1.27705827420079
25,screen,2.880931653275914,1.27705827420079
26,screen,2.242850182634171,1.27705827420079
27,screen,1.5239097669406179,1.27705827420079
28,screen,2.001753248450255,1.27705827420079
29,screen,2.1272660073929113,1.27705827420079
30,screen,2.036771837121751,1.27705827420079
31,screen,2.8008489262090195,1.27705827420079
32,screen,1.7931791422680157,1.27705827420079
33,screen,1.4557681302122056,1.27705827420079
34,screen,1.3418443407875211,1.27705827420079
35,screen,1.264998209321975,1.264998209321975
36,screen,1.4745384304025306,1.264998209321975
37,screen,1.9867439672528695,1.264998209321975
38,screen,1.0813046189041164,1.0813046189041164
39,screen,1.3028815222804013,1.0813046189041164
40,screen,1.1839228075008281,1.0813046189041164
41,screen,1.580155490844472,1.0813046189041164
42,screen,1.2786330200770382,1.0813046189041164
43,screen,1.902703487214948,1.0813046189041164
44,screen,2.1972388922461543,1.0813046189041164
45,screen,1.1070656878582006,1.0813046189041164
46,screen,1.526807143737607,1.0813046189041164
47,screen,1.1782629201709058,1.0813046189041164
48,screen,0.9600448511470517,0.9600448511470517
49,screen,1.4879276403091348,0.9600448511470517
50,screen,0.9480387615148371,0.9480387615148371
51,screen,1.1407417528813442,0.9480387615148371
52,screen,1.4297590640690068,0.9480387615148371
53,screen,0.8821334605229515,0.8821334605229515
54,screen,1.001473599352725,0.8821334605229515
55,screen,2.4624686151010717,0.8821334605229515
56,screen,1.4961457925961166,0.8821334605229515
57,screen,1.0975865422113467,0.8821334605229515
58,screen,1.1794640225213002,0.8821334605229515
