seed,mode,name,combo_idx,mu,role,t_start,t_end,score,vel_rmse,rate_rmse,pos_rmse,heading_rmse,inslip_vel_rmse,smoothness
3,segment,multisine_75percent_cap,55,0.8,broadband,39.64339495996108,54.64339495996108,11.381956109843042,0.0013406511326369223,0.0754463426675137,0.0019664332360304865,0.008751420802425434,0.0012880897755779216,2.735910620624742
3,segment,ellipse,1,0.5,unloaded,0.013279561701541964,8.468013574733124,17.180214616830156,0.0014623752663364157,0.13128581458058747,0.0021812889965513805,0.008547960405308941,0.001470838282418574,0.9098933966077797
3,segment,ellipse,1,0.5,unloaded,24.126523646870723,32.581257659902306,19.014291305015817,0.0020141497325762217,0.13862037030128593,0.0023186824945967133,0.008544866049417538,0.0020207192436686085,0.6206088848192748
3,segment,ellipse,5,0.5,loaded,0.9549420493870019,5.523282466692559,43.597172228333754,0.006128488557734849,0.30380356539250086,0.002549464612854683,0.008859978427764337,0.0059355950979473006,0.235754586792268
3,segment,ellipse,5,0.5,loaded,9.911911447961389,14.480251865266947,45.44756866781406,0.005858479688049102,0.32535909853631356,0.00269414845363303,0.009005317575382282,0.005861576156073382,0.4331273431739398
3,full,octagon,288,0.5,grip,0.0,0.0,11.2928029784638,0.002804590815143528,0.035817152009585906,0.0019994612070140523,0.00890453629668651,0.003792674670353695,0.46845083275864075
3,full,octagon,213,0.3,slip,0.0,0.0,8.450316980182139,0.00149648043085568,0.04044594631594899,0.0019299096004310404,0.008946696049812726,0.0018086736303271423,0.2581544476008268
3,full,coupled_vomega,32,0.8,grip,0.0,0.0,1758.1790984867464,0.7104214282090257,0.2711295517831337,0.16986597496302835,0.04418711672951313,0.9992245029852005,0.2980588990517294
3,full,coupled_vomega,72,0.5,mid,0.0,0.0,32.032719037754816,0.0069633315813205495,0.14444132694648737,0.0024217788288565176,0.008805568598256736,0.009497174896082964,0.10690245982488918
3,full,spin_creep,26,0.3,slip,0.0,0.0,145.30260392169708,0.0008116536263051514,1.362510725070744,0.0023308800198712913,0.011583525378648485,0.0006510349552265808,123.94804586477989
3,full,spin_creep,46,0.3,slip,0.0,0.0,128.5132911364746,0.000795832995320509,1.2489149896802376,0.0021670950890616643,0.01097962095702483,0.0006353612996730881,17.518525376971787
3,full,long_circle,115,0.3,slip,0.0,0.0,730.0855080115992,0.3468107345219462,0.06836480154327321,0.04246792052931341,0.010269010097764184,0.3711529445165743,0.23311512087294145
3,full,spiral_orbit,16,0.8,grip,0.0,0.0,1125.4423187445134,0.5337869290996939,0.10264940790144488,0.7752825801045952,0.1407539411726246,0.4897707341945017,0.32125064902809763
3,full,multisine_75percent_cap,55,0.8,broadband,0.0,0.0,11.471280664566402,0.0014004350211792285,0.07494408115457109,0.001870988220939296,0.00887452833339653,0.0013666453486179697,2.704810477570237
3,full,ellipse,1,0.5,unloaded,0.0,0.0,19.95437781667499,0.0015092501544164243,0.1580390637414758,0.0019048913778476906,0.008938833360339526,0.0015116834411009223,0.9033074638268864
3,full,ellipse,5,0.5,loaded,0.0,0.0,67.37871259729947,0.0034890178959341633,0.5891634614241809,0.0024800948944917363,0.009320050208263963,0.003443560080245017,6.995479368532567
