estimator,score,overall_nrmse,inslip_nrmse,pose_drift,smoothness,velref_overall,velref_inslip,posref_overall,posref_pose_rmse,posref_pose_drift
kalman,0.9217662777403691,0.3053235428721379,0.3143504702240779,0.5042831465191852,0.49950691384560714,0.29823467443028767,0.29615606419167173,0.33367901663953903,4.2411488966352335,0.5042831465191852
smo,2462.258790919262,848.8890686165089,827.822359594708,1571.0648331114282,0.14946152330946288,6.3024384154567406,6.128049921425094,4219.2355894207185,5.228031182534878,1571.0648331114282
