iter,score,best_so_far
1,33.209994818724496,33.209994818724496
2,5.540277294130093,5.540277294130093
3,4.6671657378538205,4.6671657378538205
4,3.5052052041943966,3.5052052041943966
5,4.01782391514877,3.5052052041943966
6,3.9203706232424422,3.5052052041943966
7,4.194010251194595,3.5052052041943966
8,7.774878304697783,3.5052052041943966
9,10.821747267027783,3.5052052041943966
10,4.845763391400997,3.5052052041943966
11,6.540492442095638,3.5052052041943966
12,4.022102983611424,3.5052052041943966
13,3.536989600098507,3.5052052041943966
14,3.5330386170063006,3.5052052041943966
15,3.9523653188696386,3.5052052041943966
16,2.134682362697789,2.134682362697789
17,4.216186284749149,2.134682362697789
18,2.6063843504630055,2.134682362697789
19,5.301320516984782,2.134682362697789
20,2.485291734943409,2.134682362697789
21,5.032241135879571,2.134682362697789
22,2.0895413447177935,2.0895413447177935
23,15.34290829000691,2.0895413447177935
24,7.209826245571977,2.0895413447177935
25,6.779098479444889,2.0895413447177935
26,2.395325919860756,2.0895413447177935
27,5.114834429554894,2.0895413447177935
28,4.3659228438901705,2.0895413447177935
29,10.839272701045784,2.0895413447177935
30,2.8334155297271857,2.0895413447177935
31,3.183329919760764,2.0895413447177935
32,3.913990916441933,2.0895413447177935
33,18.471198026123783,2.0895413447177935
34,10.167285748262758,2.0895413447177935
35,3.716058316756583,2.0895413447177935
36,2.7539063836527284,2.0895413447177935
37,2.053765620331672,2.053765620331672
38,5.19006747541745,2.053765620331672
39,3.7634376123769053,2.053765620331672
40,2.5939780770735275,2.053765620331672
41,13.827994423090072,2.053765620331672
42,2.685026712873853,2.053765620331672
43,2.61618123105003,2.053765620331672
44,11.34416050322206,2.053765620331672
45,5.005236969003021,2.053765620331672
46,4.650828477857373,2.053765620331672
47,2.5334186131800616,2.053765620331672
48,11.002297099945272,2.053765620331672
49,2.602202732955969,2.053765620331672
50,2.0999289059842954,2.053765620331672
51,2.1993583131444105,2.053765620331672
52,9.193084335435142,2.053765620331672
