time,Vx_true,Vy_true,Vpsi_true,Vx_hat,Vy_hat,Vpsi_hat,Xo_true,Yo_true,psi_true,Xo_hat,Yo_hat,psi_hat,dx_hat,dy_hat,dpsi_hat,slip
0.0,0.0,0.0,0.0,6.842697260197282e-5,9.849034531478324e-5,-0.0002485454063125737,0.0,0.0,0.0,1.4514913905224838e-10,1.7676362494562807e-8,-1.6926322348862552e-8,3.021788197546057e-10,3.584509648701679e-8,0.0,0.0
0.001,-1.3502189157069372e-10,2.5039485577255944e-8,2.7233745337326165e-9,-0.00018540052543978023,-5.202906193698499e-6,-0.001255670904415436,-7.261623633850755e-14,9.0249106066822e-12,1.3055926455900326e-12,6.856335033978826e-8,2.0379783324101006e-8,-2.6556793418409566e-7,-2.5045274762666462e-9,-2.4409241533795083e-7,0.0,3.3434529687305938e-6
0.002,-3.067464627445228e-8,7.204739887308806e-8,6.573719479747689e-8,0.00020378506909932056,0.00024323542487148824,0.0020145147376276415,-1.4946179893497878e-11,5.7060226110791533e-11,3.170219860782633e-11,-1.1683211143462365e-7,7.326214997628093e-8,-1.5211053653358348e-6,-8.868808946512117e-10,-2.520153118986488e-8,0.0,5.700195439174802e-6
0.003,-1.1537732760055522e-7,1.6259105427551244e-7,3.7653441004020374e-7,0.00010739755453510923,0.00023726695459473044,0.008656581186268799,-8.143729559718634e-11,1.676012278330301e-10,2.2926449342147677e-10,8.694521430356018e-8,3.0176962368096514e-7,4.944171625917999e-7,-3.509488410255399e-9,-8.066077616391456e-8,0.0,2.7612002002331778e-5
0.004,-3.091752339685535e-7,3.5620740359623495e-7,1.2042686639474997e-6,6.007686099627945e-5,0.00012448367779686125,-0.0032227220399687947,-2.787699425144419e-10,4.1703820644587475e-10,9.705171763357073e-10,1.9434101483935717e-7,5.485743930652264e-7,9.150553595909249e-6,-4.019234175439152e-9,-3.869849830275534e-8,0.0,6.447027150737715e-5
0.005,-3.479376320079795e-7,6.481947794601256e-7,2.1593973215592725e-6,0.00040699096746980715,2.2156479333877423e-5,0.0012705347491803439,-6.120523720668154e-10,9.175774410293054e-10,2.6499532486409238e-9,2.544260516327817e-7,5.925314463805766e-7,5.928096487896193e-6,-1.1560293649321788e-9,-3.513939525025616e-7,0.0,1.689010357217311e-5
0.006,-3.695542470063418e-7,9.311779734992287e-7,3.100520298212168e-6,-5.818012750480252e-5,-0.00015371204093460276,0.0011107976630666755,-9.728522280243097e-10,1.7095610296161142e-9,5.278501344851068e-9,6.613947339786936e-7,5.001931232233467e-7,7.198615741270999e-6,-8.570553973620178e-9,-8.058190857960948e-7,0.0,6.629897837892569e-6
0.007,-2.402776635301657e-7,1.1828577955164627e-6,4.115715264288987e-6,0.00020318649112911373,-9.094029002500368e-5,-0.0065358892574536994,-1.2897982328614378e-9,2.7697061256000665e-9,8.877124926642994e-9,6.032200652544066e-7,3.3303376528116116e-7,8.309041644486788e-6,-7.199018170334414e-9,-8.639923170120598e-7,0.0,1.6669628081363756e-5
0.008,-2.5334537951785068e-8,1.3625000610330883e-6,5.824389393591473e-6,-0.0002639535830400839,2.6526679100408065e-6,0.002854985383338644,-1.439786323798386e-9,4.052348903210816e-9,1.376989574547061e-8,8.063966858698432e-7,2.5538377095338875e-7,1.7735341138265172e-6,-1.0623693262856275e-8,-8.105291227533674e-7,0.0,7.991249044076671e-5
0.009000000000000001,2.4749919393729135e-7,1.3794820248950916e-6,8.852591220237034e-6,3.5644077663650724e-5,-0.0001356469597485393,-0.0033223931585031653,-1.3239125375846332e-9,5.434471225381309e-9,2.097455443945991e-8,5.424792274963089e-7,1.3820792678887457e-7,4.626905237790056e-6,8.6782817130389e-10,-1.2667503837199873e-6,0.0,0.00014573222266537454
0.01,8.864411420983901e-7,1.1560163916077475e-6,1.2764879883142927e-5,0.0002436016659069295,-0.00030123976864062274,0.0010091381019095352,-7.844237300286304e-10,6.734189128233437e-9,3.173801664811998e-8,5.78132917202968e-7,-7.016835714956072e-8,1.304831754526834e-6,3.726177740879435e-9,-1.6029838552269366e-6,0.0,9.08961197879605e-5
