path,status,wall_time,rows,fd_max_residual,error
C:\Users\vishv\OneDrive\Desktop\Vishvesh_Data\VNIT\mecanum_pinn_head\data\Simulation_Data_MecanumSlipSpin_LugreAdamov\lemniscate_flat_c015_mu_0.8_case1_lugre_adamov_chi_0.005.arrow,REBUILT,0.106,71833,"dVx:1.135e-02,dVy:1.130e-02,dpsidot:5.802e-02,dw1:2.743e+01,dw2:2.729e+01,dw3:2.518e+01,dw4:2.638e+01",
C:\Users\vishv\OneDrive\Desktop\Vishvesh_Data\VNIT\mecanum_pinn_head\data\Simulation_Data_MecanumSlipSpin_LugreAdamov\lemniscate_flat_c015_mu_0.5_case1_lugre_adamov_chi_0.005.arrow,REBUILT,0.122,71833,"dVx:8.459e-03,dVy:1.085e-02,dpsidot:4.499e-02,dw1:1.804e+01,dw2:1.724e+01,dw3:1.762e+01,dw4:1.827e+01",
C:\Users\vishv\OneDrive\Desktop\Vishvesh_Data\VNIT\mecanum_pinn_head\data\Simulation_Data_MecanumSlipSpin_LugreAdamov\lemniscate_flat_c016_mu_0.3_case1_lugre_adamov_chi_0.005.arrow,REBUILT,0.121,71833,"dVx:7.689e-03,dVy:9.518e-03,dpsidot:3.281e-02,dw1:9.793e+00,dw2:4.993e+01,dw3:5.954e+01,dw4:1.253e+01",
C:\Users\vishv\OneDrive\Desktop\Vishvesh_Data\VNIT\mecanum_pinn_head\data\Simulation_Data_MecanumSlipSpin_LugreAdamov\lemniscate_flat_c016_mu_0.8_case1_lugre_adamov_chi_0.005.arrow,REBUILT,0.113,71833,"dVx:1.134e-02,dVy:1.083e-02,dpsidot:6.150e-02,dw1:2.597e+01,dw2:2.653e+01,dw3:2.450e+01,dw4:2.543e+01",
C:\Users\vishv\OneDrive\Desktop\Vishvesh_Data\VNIT\mecanum_pinn_head\data\Simulation_Data_MecanumSlipSpin_LugreAdamov\lemniscate_flat_c016_mu_0.5_case1_lugre_adamov_chi_0.005.arrow,REBUILT,0.133,71833,"dVx:7.542e-03,dVy:1.369e-02,dpsidot:4.834e-02,dw1:1.733e+01,dw2:1.685e+01,dw3:1.657e+01,dw4:1.801e+01",
C:\Users\vishv\OneDrive\Desktop\Vishvesh_Data\VNIT\mecanum_pinn_head\data\Simulation_Data_MecanumSlipSpin_LugreAdamov\lemniscate_flat_c017_mu_0.3_case1_lugre_adamov_chi_0.005.arrow,REBUILT,0.131,75352,"dVx:7.531e-03,dVy:7.047e-03,dpsidot:2.386e-02,dw1:8.994e+00,dw2:1.702e+01,dw3:2.392e+01,dw4:9.505e+00",
C:\Users\vishv\OneDrive\Desktop\Vishvesh_Data\VNIT\mecanum_pinn_head\data\Simulation_Data_MecanumSlipSpin_LugreAdamov\lemniscate_flat_c017_mu_0.5_case1_lugre_adamov_chi_0.005.arrow,REBUILT,0.123,75352,"dVx:1.067e-02,dVy:1.045e-02,dpsidot:4.290e-02,dw1:1.645e+01,dw2:1.718e+01,dw3:1.649e+01,dw4:1.651e+01",
C:\Users\vishv\OneDrive\Desktop\Vishvesh_Data\VNIT\mecanum_pinn_head\data\Simulation_Data_MecanumSlipSpin_LugreAdamov\lemniscate_flat_c017_mu_0.8_case1_lugre_adamov_chi_0.005.arrow,REBUILT,0.124,75352,"dVx:1.358e-02,dVy:1.326e-02,dpsidot:5.045e-02,dw1:2.632e+01,dw2:2.777e+01,dw3:2.552e+01,dw4:2.491e+01",
C:\Users\vishv\OneDrive\Desktop\Vishvesh_Data\VNIT\mecanum_pinn_head\data\Simulation_Data_MecanumSlipSpin_LugreAdamov\lemniscate_flat_c018_mu_0.3_case1_lugre_adamov_chi_0.005.arrow,REBUILT,0.138,75352,"dVx:7.777e-03,dVy:8.735e-03,dpsidot:2.931e-02,dw1:1.177e+01,dw2:1.838e+01,dw3:4.614e+01,dw4:2.474e+01",
C:\Users\vishv\OneDrive\Desktop\Vishvesh_Data\VNIT\mecanum_pinn_head\data\Simulation_Data_MecanumSlipSpin_LugreAdamov\lemniscate_flat_c018_mu_0.5_case1_lugre_adamov_chi_0.005.arrow,REBUILT,0.128,75352,"dVx:1.285e-02,dVy:1.473e-02,dpsidot:5.107e-02,dw1:2.145e+01,dw2:1.680e+01,dw3:1.777e+01,dw4:2.226e+01",
C:\Users\vishv\OneDrive\Desktop\Vishvesh_Data\VNIT\mecanum_pinn_head\data\Simulation_Data_MecanumSlipSpin_LugreAdamov\lemniscate_flat_c018_mu_0.8_case1_lugre_adamov_chi_0.005.arrow,REBUILT,0.113,75352,"dVx:1.530e-02,dVy:1.811e-02,dpsidot:5.283e-02,dw1:3.541e+01,dw2:3.411e+01,dw3:3.265e+01,dw4:3.247e+01",
C:\Users\vishv\OneDrive\Desktop\Vishvesh_Data\VNIT\mecanum_pinn_head\data\Simulation_Data_MecanumSlipSpin_LugreAdamov\lemniscate_flat_c019_mu_0.3_case1_lugre_adamov_chi_0.005.arrow,REBUILT,0.141,75352,"dVx:7.531e-03,dVy:7.047e-03,dpsidot:2.386e-02,dw1:8.994e+00,dw2:1.702e+01,dw3:2.392e+01,dw4:9.505e+00",
C:\Users\vishv\OneDrive\Desktop\Vishvesh_Data\VNIT\mecanum_pinn_head\data\Simulation_Data_MecanumSlipSpin_LugreAdamov\lemniscate_flat_c019_mu_0.8_case1_lugre_adamov_chi_0.005.arrow,REBUILT,0.121,75352,"dVx:1.358e-02,dVy:1.326e-02,dpsidot:5.045e-02,dw1:2.632e+01,dw2:2.777e+01,dw3:2.552e+01,dw4:2.491e+01",
C:\Users\vishv\OneDrive\Desktop\Vishvesh_Data\VNIT\mecanum_pinn_head\data\Simulation_Data_MecanumSlipSpin_LugreAdamov\lemniscate_flat_c019_mu_0.5_case1_lugre_adamov_chi_0.005.arrow,REBUILT,0.136,75352,"dVx:1.067e-02,dVy:1.045e-02,dpsidot:4.290e-02,dw1:1.645e+01,dw2:1.718e+01,dw3:1.649e+01,dw4:1.651e+01",
C:\Users\vishv\OneDrive\Desktop\Vishvesh_Data\VNIT\mecanum_pinn_head\data\Simulation_Data_MecanumSlipSpin_LugreAdamov\lemniscate_flat_c020_mu_0.3_case1_lugre_adamov_chi_0.005.arrow,REBUILT,0.131,75352,"dVx:7.997e-03,dVy:9.263e-03,dpsidot:2.897e-02,dw1:5.073e+01,dw2:5.600e+01,dw3:6.485e+01,dw4:5.734e+01",
C:\Users\vishv\OneDrive\Desktop\Vishvesh_Data\VNIT\mecanum_pinn_head\data\Simulation_Data_MecanumSlipSpin_LugreAdamov\lemniscate_flat_c020_mu_0.8_case1_lugre_adamov_chi_0.005.arrow,REBUILT,0.120,75352,"dVx:1.518e-02,dVy:1.494e-02,dpsidot:6.174e-02,dw1:4.036e+01,dw2:3.239e+01,dw3:3.259e+01,dw4:4.488e+01",
C:\Users\vishv\OneDrive\Desktop\Vishvesh_Data\VNIT\mecanum_pinn_head\data\Simulation_Data_MecanumSlipSpin_LugreAdamov\lemniscate_flat_c020_mu_0.5_case1_lugre_adamov_chi_0.005.arrow,REBUILT,0.136,75352,"dVx:1.139e-02,dVy:1.330e-02,dpsidot:4.810e-02,dw1:2.981e+01,dw2:1.812e+01,dw3:1.652e+01,dw4:3.110e+01",
C:\Users\vishv\OneDrive\Desktop\Vishvesh_Data\VNIT\mecanum_pinn_head\data\Simulation_Data_MecanumSlipSpin_LugreAdamov\lemniscate_flat_c021_mu_0.5_case1_lugre_adamov_chi_0.005.arrow,REBUILT,0.131,70488,"dVx:8.372e-03,dVy:1.089e-02,dpsidot:4.507e-02,dw1:1.689e+01,dw2:1.886e+01,dw3:1.924e+01,dw4:1.752e+01",
C:\Users\vishv\OneDrive\Desktop\Vishvesh_Data\VNIT\mecanum_pinn_head\data\Simulation_Data_MecanumSlipSpin_LugreAdamov\lemniscate_flat_c021_mu_0.3_case1_lugre_adamov_chi_0.005.arrow,REBUILT,0.135,70488,"dVx:6.837e-03,dVy:8.787e-03,dpsidot:3.620e-02,dw1:1.031e+01,dw2:5.048e+01,dw3:6.013e+01,dw4:1.298e+01",
C:\Users\vishv\OneDrive\Desktop\Vishvesh_Data\VNIT\mecanum_pinn_head\data\Simulation_Data_MecanumSlipSpin_LugreAdamov\lemniscate_flat_c021_mu_0.8_case1_lugre_adamov_chi_0.005.arrow,REBUILT,0.111,70488,"dVx:1.150e-02,dVy:1.128e-02,dpsidot:6.267e-02,dw1:2.777e+01,dw2:2.687e+01,dw3:2.471e+01,dw4:2.726e+01",
C:\Users\vishv\OneDrive\Desktop\Vishvesh_Data\VNIT\mecanum_pinn_head\data\Simulation_Data_MecanumSlipSpin_LugreAdamov\lemniscate_flat_c022_mu_0.8_case1_lugre_adamov_chi_0.005.arrow,REBUILT,0.106,70488,"dVx:1.150e-02,dVy:1.128e-02,dpsidot:6.267e-02,dw1:2.777e+01,dw2:2.687e+01,dw3:2.471e+01,dw4:2.726e+01",
C:\Users\vishv\OneDrive\Desktop\Vishvesh_Data\VNIT\mecanum_pinn_head\data\Simulation_Data_MecanumSlipSpin_LugreAdamov\lemniscate_flat_c022_mu_0.3_case1_lugre_adamov_chi_0.005.arrow,REBUILT,0.125,70488,"dVx:6.837e-03,dVy:8.787e-03,dpsidot:3.620e-02,dw1:1.031e+01,dw2:5.048e+01,dw3:6.013e+01,dw4:1.298e+01",
C:\Users\vishv\OneDrive\Desktop\Vishvesh_Data\VNIT\mecanum_pinn_head\data\Simulation_Data_MecanumSlipSpin_LugreAdamov\lemniscate_flat_c022_mu_0.5_case1_lugre_adamov_chi_0.005.arrow,REBUILT,0.118,70488,"dVx:8.372e-03,dVy:1.089e-02,dpsidot:4.507e-02,dw1:1.689e+01,dw2:1.886e+01,dw3:1.924e+01,dw4:1.752e+01",
C:\Users\vishv\OneDrive\Desktop\Vishvesh_Data\VNIT\mecanum_pinn_head\data\Simulation_Data_MecanumSlipSpin_LugreAdamov\lemniscate_flat_c023_mu_0.3_case1_lugre_adamov_chi_0.005.arrow,REBUILT,0.140,70488,"dVx:6.837e-03,dVy:8.787e-03,dpsidot:3.620e-02,dw1:1.031e+01,dw2:5.048e+01,dw3:6.013e+01,dw4:1.298e+01",
C:\Users\vishv\OneDrive\Desktop\Vishvesh_Data\VNIT\mecanum_pinn_head\data\Simulation_Data_MecanumSlipSpin_LugreAdamov\lemniscate_flat_c023_mu_0.8_case1_lugre_adamov_chi_0.005.arrow,REBUILT,0.118,70488,"dVx:1.150e-02,dVy:1.128e-02,dpsidot:6.267e-02,dw1:2.777e+01,dw2:2.687e+01,dw3:2.471e+01,dw4:2.726e+01",
C:\Users\vishv\OneDrive\Desktop\Vishvesh_Data\VNIT\mecanum_pinn_head\data\Simulation_Data_MecanumSlipSpin_LugreAdamov\lemniscate_flat_c023_mu_0.5_case1_lugre_adamov_chi_0.005.arrow,REBUILT,0.129,70488,"dVx:8.372e-03,dVy:1.089e-02,dpsidot:4.507e-02,dw1:1.689e+01,dw2:1.886e+01,dw3:1.924e+01,dw4:1.752e+01",
C:\Users\vishv\OneDrive\Desktop\Vishvesh_Data\VNIT\mecanum_pinn_head\data\Simulation_Data_MecanumSlipSpin_LugreAdamov\lemniscate_flat_c024_mu_0.3_case1_lugre_adamov_chi_0.005.arrow,REBUILT,0.127,70488,"dVx:9.924e-03,dVy:1.116e-02,dpsidot:3.074e-02,dw1:5.645e+01,dw2:6.559e+01,dw3:8.791e+01,dw4:5.980e+01",
C:\Users\vishv\OneDrive\Desktop\Vishvesh_Data\VNIT\mecanum_pinn_head\data\Simulation_Data_MecanumSlipSpin_LugreAdamov\lemniscate_flat_c024_mu_0.8_case1_lugre_adamov_chi_0.005.arrow,REBUILT,0.112,70488,"dVx:1.236e-02,dVy:1.410e-02,dpsidot:6.884e-02,dw1:3.472e+01,dw2:2.777e+01,dw3:2.689e+01,dw4:3.748e+01",
C:\Users\vishv\OneDrive\Desktop\Vishvesh_Data\VNIT\mecanum_pinn_head\data\Simulation_Data_MecanumSlipSpin_LugreAdamov\lemniscate_flat_c024_mu_0.5_case1_lugre_adamov_chi_0.005.arrow,REBUILT,0.146,70488,"dVx:9.310e-03,dVy:1.004e-02,dpsidot:4.918e-02,dw1:2.548e+01,dw2:2.119e+01,dw3:2.302e+01,dw4:2.513e+01",
C:\Users\vishv\OneDrive\Desktop\Vishvesh_Data\VNIT\mecanum_pinn_head\data\Simulation_Data_MecanumSlipSpin_LugreAdamov\lemniscate_flat_c025_mu_0.3_case1_lugre_adamov_chi_0.005.arrow,REBUILT,0.189,98720,"dVx:7.532e-03,dVy:7.050e-03,dpsidot:3.129e-02,dw1:1.078e+01,dw2:1.573e+01,dw3:2.294e+01,dw4:1.438e+01",
C:\Users\vishv\OneDrive\Desktop\Vishvesh_Data\VNIT\mecanum_pinn_head\data\Simulation_Data_MecanumSlipSpin_LugreAdamov\lemniscate_flat_c025_mu_0.5_case1_lugre_adamov_chi_0.005.arrow,REBUILT,0.189,98720,"dVx:1.066e-02,dVy:1.045e-02,dpsidot:4.243e-02,dw1:1.884e+01,dw2:1.718e+01,dw3:1.713e+01,dw4:1.910e+01",
C:\Users\vishv\OneDrive\Desktop\Vishvesh_Data\VNIT\mecanum_pinn_head\data\Simulation_Data_MecanumSlipSpin_LugreAdamov\lemniscate_flat_c025_mu_0.8_case1_lugre_adamov_chi_0.005.arrow,REBUILT,0.174,98720,"dVx:1.413e-02,dVy:1.325e-02,dpsidot:5.402e-02,dw1:2.828e+01,dw2:2.952e+01,dw3:2.788e+01,dw4:2.707e+01",
C:\Users\vishv\OneDrive\Desktop\Vishvesh_Data\VNIT\mecanum_pinn_head\data\Simulation_Data_MecanumSlipSpin_LugreAdamov\lemniscate_flat_c026_mu_0.3_case1_lugre_adamov_chi_0.005.arrow,REBUILT,0.196,98720,"dVx:7.139e-03,dVy:8.745e-03,dpsidot:3.027e-02,dw1:1.177e+01,dw2:1.996e+01,dw3:4.614e+01,dw4:2.474e+01",
C:\Users\vishv\OneDrive\Desktop\Vishvesh_Data\VNIT\mecanum_pinn_head\data\Simulation_Data_MecanumSlipSpin_LugreAdamov\lemniscate_flat_c026_mu_0.8_case1_lugre_adamov_chi_0.005.arrow,REBUILT,0.161,98720,"dVx:1.530e-02,dVy:1.811e-02,dpsidot:5.361e-02,dw1:3.541e+01,dw2:3.411e+01,dw3:3.265e+01,dw4:3.247e+01",
C:\Users\vishv\OneDrive\Desktop\Vishvesh_Data\VNIT\mecanum_pinn_head\data\Simulation_Data_MecanumSlipSpin_LugreAdamov\lemniscate_flat_c026_mu_0.5_case1_lugre_adamov_chi_0.005.arrow,REBUILT,0.173,98720,"dVx:1.072e-02,dVy:1.473e-02,dpsidot:4.884e-02,dw1:2.145e+01,dw2:1.790e+01,dw3:1.777e+01,dw4:2.226e+01",
C:\Users\vishv\OneDrive\Desktop\Vishvesh_Data\VNIT\mecanum_pinn_head\data\Simulation_Data_MecanumSlipSpin_LugreAdamov\lemniscate_flat_c027_mu_0.3_case1_lugre_adamov_chi_0.005.arrow,REBUILT,0.165,98720,"dVx:7.139e-03,dVy:8.745e-03,dpsidot:3.027e-02,dw1:1.177e+01,dw2:1.996e+01,dw3:4.614e+01,dw4:2.474e+01",
C:\Users\vishv\OneDrive\Desktop\Vishvesh_Data\VNIT\mecanum_pinn_head\data\Simulation_Data_MecanumSlipSpin_LugreAdamov\lemniscate_flat_c027_mu_0.5_case1_lugre_adamov_chi_0.005.arrow,REBUILT,0.159,98720,"dVx:1.072e-02,dVy:1.473e-02,dpsidot:4.884e-02,dw1:2.145e+01,dw2:1.790e+01,dw3:1.777e+01,dw4:2.226e+01",
C:\Users\vishv\OneDrive\Desktop\Vishvesh_Data\VNIT\mecanum_pinn_head\data\Simulation_Data_MecanumSlipSpin_LugreAdamov\lemniscate_flat_c027_mu_0.8_case1_lugre_adamov_chi_0.005.arrow,REBUILT,0.152,98720,"dVx:1.530e-02,dVy:1.811e-02,dpsidot:5.361e-02,dw1:3.541e+01,dw2:3.411e+01,dw3:3.265e+01,dw4:3.247e+01",
C:\Users\vishv\OneDrive\Desktop\Vishvesh_Data\VNIT\mecanum_pinn_head\data\Simulation_Data_MecanumSlipSpin_LugreAdamov\lemniscate_flat_c028_mu_0.3_case1_lugre_adamov_chi_0.005.arrow,REBUILT,0.171,98720,"dVx:8.606e-03,dVy:9.595e-03,dpsidot:2.947e-02,dw1:1.252e+01,dw2:1.900e+01,dw3:3.633e+01,dw4:3.160e+01",
C:\Users\vishv\OneDrive\Desktop\Vishvesh_Data\VNIT\mecanum_pinn_head\data\Simulation_Data_MecanumSlipSpin_LugreAdamov\lemniscate_flat_c028_mu_0.5_case1_lugre_adamov_chi_0.005.arrow,REBUILT,0.166,98720,"dVx:1.287e-02,dVy:1.376e-02,dpsidot:5.350e-02,dw1:2.303e+01,dw2:1.635e+01,dw3:1.632e+01,dw4:2.420e+01",
C:\Users\vishv\OneDrive\Desktop\Vishvesh_Data\VNIT\mecanum_pinn_head\data\Simulation_Data_MecanumSlipSpin_LugreAdamov\lemniscate_flat_c028_mu_0.8_case1_lugre_adamov_chi_0.005.arrow,REBUILT,0.154,98720,"dVx:1.490e-02,dVy:1.552e-02,dpsidot:6.793e-02,dw1:3.549e+01,dw2:2.975e+01,dw3:2.936e+01,dw4:4.029e+01",
C:\Users\vishv\OneDrive\Desktop\Vishvesh_Data\VNIT\mecanum_pinn_head\data\Simulation_Data_MecanumSlipSpin_LugreAdamov\lemniscate_flat_c029_mu_0.3_case1_lugre_adamov_chi_0.005.arrow,REBUILT,0.160,89243,"dVx:1.349e-02,dVy:1.232e-02,dpsidot:3.269e-02,dw1:2.625e+01,dw2:8.279e+01,dw3:9.143e+01,dw4:7.029e+01",
C:\Users\vishv\OneDrive\Desktop\Vishvesh_Data\VNIT\mecanum_pinn_head\data\Simulation_Data_MecanumSlipSpin_LugreAdamov\lemniscate_flat_c029_mu_0.5_case1_lugre_adamov_chi_0.005.arrow,REBUILT,0.148,89243,"dVx:9.772e-03,dVy:1.074e-02,dpsidot:4.765e-02,dw1:2.734e+01,dw2:2.304e+01,dw3:2.245e+01,dw4:2.537e+01",
C:\Users\vishv\OneDrive\Desktop\Vishvesh_Data\VNIT\mecanum_pinn_head\data\Simulation_Data_MecanumSlipSpin_LugreAdamov\lemniscate_flat_c029_mu_0.8_case1_lugre_adamov_chi_0.005.arrow,REBUILT,0.140,89243,"dVx:1.495e-02,dVy:1.349e-02,dpsidot:8.031e-02,dw1:3.465e+01,dw2:2.746e+01,dw3:2.815e+01,dw4:3.798e+01",
C:\Users\vishv\OneDrive\Desktop\Vishvesh_Data\VNIT\mecanum_pinn_head\data\Simulation_Data_MecanumSlipSpin_LugreAdamov\lemniscate_flat_c030_mu_0.3_case1_lugre_adamov_chi_0.005.arrow,REBUILT,0.160,89243,"dVx:6.259e-03,dVy:9.637e-03,dpsidot:3.285e-02,dw1:1.159e+01,dw2:6.207e+01,dw3:7.296e+01,dw4:1.535e+01",
C:\Users\vishv\OneDrive\Desktop\Vishvesh_Data\VNIT\mecanum_pinn_head\data\Simulation_Data_MecanumSlipSpin_LugreAdamov\lemniscate_flat_c030_mu_0.8_case1_lugre_adamov_chi_0.005.arrow,REBUILT,0.135,89243,"dVx:1.136e-02,dVy:1.130e-02,dpsidot:6.243e-02,dw1:2.998e+01,dw2:3.006e+01,dw3:2.792e+01,dw4:2.879e+01",
C:\Users\vishv\OneDrive\Desktop\Vishvesh_Data\VNIT\mecanum_pinn_head\data\Simulation_Data_MecanumSlipSpin_LugreAdamov\lemniscate_flat_c030_mu_0.5_case1_lugre_adamov_chi_0.005.arrow,REBUILT,0.152,89243,"dVx:8.536e-03,dVy:1.087e-02,dpsidot:4.478e-02,dw1:2.023e+01,dw2:2.220e+01,dw3:2.231e+01,dw4:2.064e+01",
C:\Users\vishv\OneDrive\Desktop\Vishvesh_Data\VNIT\mecanum_pinn_head\data\Simulation_Data_MecanumSlipSpin_LugreAdamov\lemniscate_flat_c031_mu_0.3_case1_lugre_adamov_chi_0.005.arrow,REBUILT,0.144,89243,"dVx:6.259e-03,dVy:9.637e-03,dpsidot:3.285e-02,dw1:1.159e+01,dw2:6.207e+01,dw3:7.296e+01,dw4:1.535e+01",
C:\Users\vishv\OneDrive\Desktop\Vishvesh_Data\VNIT\mecanum_pinn_head\data\Simulation_Data_MecanumSlipSpin_LugreAdamov\lemniscate_flat_c031_mu_0.8_case1_lugre_adamov_chi_0.005.arrow,REBUILT,0.121,89243,"dVx:1.136e-02,dVy:1.130e-02,dpsidot:6.243e-02,dw1:2.998e+01,dw2:3.006e+01,dw3:2.792e+01,dw4:2.879e+01",
C:\Users\vishv\OneDrive\Desktop\Vishvesh_Data\VNIT\mecanum_pinn_head\data\Simulation_Data_MecanumSlipSpin_LugreAdamov\lemniscate_flat_c031_mu_0.5_case1_lugre_adamov_chi_0.005.arrow,REBUILT,0.130,89243,"dVx:8.536e-03,dVy:1.087e-02,dpsidot:4.478e-02,dw1:2.023e+01,dw2:2.220e+01,dw3:2.231e+01,dw4:2.064e+01",
C:\Users\vishv\OneDrive\Desktop\Vishvesh_Data\VNIT\mecanum_pinn_head\data\Simulation_Data_MecanumSlipSpin_LugreAdamov\lemniscate_flat_c032_mu_0.3_case1_lugre_adamov_chi_0.005.arrow,REBUILT,0.210,89243,"dVx:6.370e-03,dVy:1.229e-02,dpsidot:3.390e-02,dw1:1.178e+01,dw2:6.207e+01,dw3:7.348e+01,dw4:1.481e+01",
C:\Users\vishv\OneDrive\Desktop\Vishvesh_Data\VNIT\mecanum_pinn_head\data\Simulation_Data_MecanumSlipSpin_LugreAdamov\lemniscate_flat_c032_mu_0.5_case1_lugre_adamov_chi_0.005.arrow,REBUILT,0.159,89243,"dVx:7.976e-03,dVy:1.321e-02,dpsidot:4.596e-02,dw1:1.900e+01,dw2:2.204e+01,dw3:2.141e+01,dw4:1.876e+01",
C:\Users\vishv\OneDrive\Desktop\Vishvesh_Data\VNIT\mecanum_pinn_head\data\Simulation_Data_MecanumSlipSpin_LugreAdamov\lemniscate_flat_c032_mu_0.8_case1_lugre_adamov_chi_0.005.arrow,REBUILT,0.145,89243,"dVx:1.121e-02,dVy:1.107e-02,dpsidot:6.535e-02,dw1:2.895e+01,dw2:2.835e+01,dw3:2.601e+01,dw4:2.758e+01",
C:\Users\vishv\OneDrive\Desktop\Vishvesh_Data\VNIT\mecanum_pinn_head\data\Simulation_Data_MecanumSlipSpin_LugreAdamov\lemniscate_flat_c033_mu_0.3_case1_lugre_adamov_chi_0.005.arrow,REBUILT,0.172,95131,"dVx:7.021e-03,dVy:1.044e-02,dpsidot:3.138e-02,dw1:1.177e+01,dw2:1.838e+01,dw3:4.616e+01,dw4:2.474e+01",
C:\Users\vishv\OneDrive\Desktop\Vishvesh_Data\VNIT\mecanum_pinn_head\data\Simulation_Data_MecanumSlipSpin_LugreAdamov\lemniscate_flat_c033_mu_0.8_case1_lugre_adamov_chi_0.005.arrow,REBUILT,0.155,95131,"dVx:1.530e-02,dVy:1.813e-02,dpsidot:5.662e-02,dw1:3.541e+01,dw2:3.411e+01,dw3:3.265e+01,dw4:3.247e+01",
C:\Users\vishv\OneDrive\Desktop\Vishvesh_Data\VNIT\mecanum_pinn_head\data\Simulation_Data_MecanumSlipSpin_LugreAdamov\lemniscate_flat_c033_mu_0.5_case1_lugre_adamov_chi_0.005.arrow,REBUILT,0.195,95131,"dVx:1.034e-02,dVy:1.474e-02,dpsidot:4.843e-02,dw1:2.145e+01,dw2:1.647e+01,dw3:1.777e+01,dw4:2.226e+01",
C:\Users\vishv\OneDrive\Desktop\Vishvesh_Data\VNIT\mecanum_pinn_head\data\Simulation_Data_MecanumSlipSpin_LugreAdamov\lemniscate_flat_c034_mu_0.3_case1_lugre_adamov_chi_0.005.arrow,REBUILT,0.186,95131,"dVx:7.021e-03,dVy:1.044e-02,dpsidot:3.138e-02,dw1:1.177e+01,dw2:1.838e+01,dw3:4.616e+01,dw4:2.474e+01",
C:\Users\vishv\OneDrive\Desktop\Vishvesh_Data\VNIT\mecanum_pinn_head\data\Simulation_Data_MecanumSlipSpin_LugreAdamov\lemniscate_flat_c034_mu_0.5_case1_lugre_adamov_chi_0.005.arrow,REBUILT,0.190,95131,"dVx:1.034e-02,dVy:1.474e-02,dpsidot:4.843e-02,dw1:2.145e+01,dw2:1.647e+01,dw3:1.777e+01,dw4:2.226e+01",
C:\Users\vishv\OneDrive\Desktop\Vishvesh_Data\VNIT\mecanum_pinn_head\data\Simulation_Data_MecanumSlipSpin_LugreAdamov\lemniscate_flat_c034_mu_0.8_case1_lugre_adamov_chi_0.005.arrow,REBUILT,0.184,95131,"dVx:1.530e-02,dVy:1.813e-02,dpsidot:5.662e-02,dw1:3.541e+01,dw2:3.411e+01,dw3:3.265e+01,dw4:3.247e+01",
C:\Users\vishv\OneDrive\Desktop\Vishvesh_Data\VNIT\mecanum_pinn_head\data\Simulation_Data_MecanumSlipSpin_LugreAdamov\lemniscate_flat_c035_mu_0.3_case1_lugre_adamov_chi_0.005.arrow,REBUILT,0.206,95131,"dVx:7.521e-03,dVy:8.895e-03,dpsidot:3.082e-02,dw1:8.278e+00,dw2:1.044e+01,dw3:1.299e+01,dw4:1.050e+01",
C:\Users\vishv\OneDrive\Desktop\Vishvesh_Data\VNIT\mecanum_pinn_head\data\Simulation_Data_MecanumSlipSpin_LugreAdamov\lemniscate_flat_c035_mu_0.5_case1_lugre_adamov_chi_0.005.arrow,REBUILT,0.175,95131,"dVx:1.067e-02,dVy:1.044e-02,dpsidot:3.933e-02,dw1:1.637e+01,dw2:1.681e+01,dw3:1.575e+01,dw4:1.681e+01",
C:\Users\vishv\OneDrive\Desktop\Vishvesh_Data\VNIT\mecanum_pinn_head\data\Simulation_Data_MecanumSlipSpin_LugreAdamov\lemniscate_flat_c035_mu_0.8_case1_lugre_adamov_chi_0.005.arrow,REBUILT,0.159,95131,"dVx:1.356e-02,dVy:1.327e-02,dpsidot:5.291e-02,dw1:2.567e+01,dw2:2.714e+01,dw3:2.541e+01,dw4:2.425e+01",
C:\Users\vishv\OneDrive\Desktop\Vishvesh_Data\VNIT\mecanum_pinn_head\data\Simulation_Data_MecanumSlipSpin_LugreAdamov\lemniscate_flat_c036_mu_0.3_case1_lugre_adamov_chi_0.005.arrow,REBUILT,0.187,95131,"dVx:7.038e-03,dVy:9.207e-03,dpsidot:3.073e-02,dw1:8.220e+00,dw2:1.016e+01,dw3:1.268e+01,dw4:1.029e+01",
C:\Users\vishv\OneDrive\Desktop\Vishvesh_Data\VNIT\mecanum_pinn_head\data\Simulation_Data_MecanumSlipSpin_LugreAdamov\lemniscate_flat_c036_mu_0.8_case1_lugre_adamov_chi_0.005.arrow,REBUILT,0.159,95131,"dVx:1.337e-02,dVy:1.300e-02,dpsidot:5.545e-02,dw1:2.420e+01,dw2:2.556e+01,dw3:2.387e+01,dw4:2.362e+01",
C:\Users\vishv\OneDrive\Desktop\Vishvesh_Data\VNIT\mecanum_pinn_head\data\Simulation_Data_MecanumSlipSpin_LugreAdamov\lemniscate_flat_c036_mu_0.5_case1_lugre_adamov_chi_0.005.arrow,REBUILT,0.188,95131,"dVx:1.050e-02,dVy:1.019e-02,dpsidot:4.147e-02,dw1:1.549e+01,dw2:1.540e+01,dw3:1.456e+01,dw4:1.608e+01",
C:\Users\vishv\OneDrive\Desktop\Vishvesh_Data\VNIT\mecanum_pinn_head\data\Simulation_Data_MecanumSlipSpin_LugreAdamov\lemniscate_flat_c037_mu_0.3_case1_lugre_adamov_chi_0.005.arrow,REBUILT,0.173,86373,"dVx:7.684e-03,dVy:1.234e-02,dpsidot:2.997e-02,dw1:2.866e+01,dw2:6.369e+01,dw3:8.048e+01,dw4:6.010e+01",
