controller,finalized,trajectory,mode,seed,sensor_noise,ok,tracking,ce,chatter,est_rmse_vx,est_rmse_vy,est_rmse_psidot,est_rmse_psi,est_rmse_X,est_rmse_Y,est_rmse_pos,est_rmse_heading,ctrl_rmse_vx,ctrl_rmse_vy,ctrl_rmse_psidot,ctrl_rmse_psi,ctrl_rmse_pos,ctrl_rmse_heading,ctrl_pos_final,ctrl_head_final
pid,true,octagon,pose,42,realistic,true,4.708379695706176,53.60709570847662,0.7571962094330396,0.038606305135277456,0.047454204967185415,0.025071405846481393,0.01303070689305822,0.02586925932091175,0.023364665099109803,0.03485865965590386,0.01303070689305822,0.1895593436903809,0.11066689381920106,0.1908292198265178,0.06912913303979189,0.1957423445272262,0.06912913303979189,0.11950920430948352,0.013763044492961733
pid,true,octagon,pose,43,realistic,true,3.5336782799964306,53.669412013209076,0.7534967304673561,0.04476004890633259,0.04870808490010903,0.057578658584681246,0.013104508449561179,0.023404268104862923,0.021623954157854515,0.03186463806393064,0.013104508449561179,0.1836561840222985,0.1075974605407725,0.17128097640532014,0.06539320607383048,0.20153663833515503,0.06539320607383048,0.05557992864473338,0.028615028841907836
pid,true,octagon,pose,44,realistic,true,2.915846965694097,53.41229668431348,0.7488162064853686,0.046371951077520276,0.051347752013120446,0.04464736274410774,0.011254562360495613,0.03151832847787262,0.024405582114974136,0.03986273282666181,0.011254562360495613,0.1680023336802476,0.11687323552853568,0.17456523790304995,0.06958644987668872,0.20785576287453403,0.06958644987668872,0.018796653278324783,0.043299273519194305
pid,true,octagon,pose,45,realistic,true,3.165239340106703,52.89315053967125,0.7539551982249623,0.03463169049937626,0.043076486383813596,0.0624188202805333,0.012462798967137484,0.022974145525727664,0.02249613164972033,0.0321541179608283,0.012462798967137484,0.17459961870844123,0.10730511826749625,0.20113547594542122,0.07700269726742627,0.19527731869473042,0.07700269726742627,0.046982745086609594,0.017400351761550293
pid,true,octagon,pose,46,realistic,true,8.84567344592537,53.78333672002152,0.7450702065270225,0.044199378761881146,0.04931596798311767,0.029369867366473058,0.01328908091944273,0.022586673617081127,0.02676275845008461,0.035020038048838895,0.01328908091944273,0.1860296569854043,0.12738222524543716,0.1997535659750814,0.06951245282463639,0.22843846917221966,0.06951245282463639,0.17825769000711755,0.10797291947733334
pid,true,spin_creep,pose,42,realistic,true,2.4541919770580947,51.15586779514311,0.7638211064167717,0.02137140979454693,0.026806073817054424,0.01706030524928222,0.013517938968762884,0.024907424588711143,0.024591278202074286,0.03500158229643549,0.013517938968762884,0.07141438984742586,0.04991764643064211,0.1884368065905095,0.09264379029189551,0.04716407770349938,0.09264379029189551,0.017027353343658548,0.0424361879635953
pid,true,spin_creep,pose,43,realistic,true,4.7771064079577386,51.33868841462786,0.7659323871499979,0.017772893620219183,0.021133132719711793,0.043482743447643614,0.01321931317603544,0.024041594353372192,0.021327076426673617,0.03213786626335475,0.01321931317603544,0.08521187909005248,0.05286885393066294,0.202119446251444,0.10708597528473142,0.04818694358003266,0.10708597528473142,0.112281795849689,0.03515807547507604
pid,true,spin_creep,pose,44,realistic,true,8.701398056453826,54.069256291725914,0.7648120174497504,0.047498036062704946,0.054444809573777966,0.019357329252197224,0.010663801068572194,0.030489945479136325,0.023825143561263057,0.03869462806431275,0.010663801068572194,0.09224018078902894,0.0624860336128478,0.19837605594321922,0.10418028550005762,0.07968594373227049,0.10418028550005762,0.10878817635408007,0.19789548812014676
pid,true,spin_creep,pose,45,realistic,true,3.8531817166980744,51.60389780659475,0.7601250723433457,0.015337632936181195,0.022775632448629353,0.06037647577264129,0.011530489790338829,0.02320935669988972,0.022795864836975713,0.032531918051175245,0.011530489790338829,0.08574899755619965,0.05523924832932835,0.24159966793362173,0.11295138818069154,0.060859290535998777,0.11295138818069154,0.08012777811164656,0.024023931692036368
pid,true,spin_creep,pose,46,realistic,true,4.364691676365389,50.9717980765883,0.7649938623528263,0.01667409889578549,0.0220250268779658,0.021924396852342168,0.012809161188115122,0.022569275834180603,0.02653472652869276,0.03483480907988215,0.012809161188115122,0.07118028806230431,0.05187111574881266,0.2203526493898538,0.10889207542744703,0.06348756811190069,0.10889207542744703,0.11456432925651994,0.016617103120354686
