controller,finalized,trajectory,mode,seed,sensor_noise,ok,tracking,ce,chatter,est_rmse_vx,est_rmse_vy,est_rmse_psidot,est_rmse_psi,est_rmse_X,est_rmse_Y,est_rmse_pos,est_rmse_heading,ctrl_rmse_vx,ctrl_rmse_vy,ctrl_rmse_psidot,ctrl_rmse_psi,ctrl_rmse_pos,ctrl_rmse_heading,ctrl_pos_final,ctrl_head_final
asmc,true,octagon,pose,42,default,true,0.7137853115004561,48.584244839660315,0.5640673690387695,0.019022274374880244,0.02914337020923631,0.024978226174347792,0.01111498626637305,0.01236047901876789,0.013541778136678144,0.018334699252412497,0.01111498626637305,0.020266465240424792,0.019771694455830012,0.022523862774717414,0.005401438770706384,0.021110986214812305,0.005401438770706384,0.004118514993410712,0.01676711525386592
asmc,true,spin_creep,pose,42,default,true,0.15696731504577333,45.42295756845256,0.6395755218484388,0.00433362852827524,0.011331594038239698,0.017005464159002778,0.011666333623308649,0.012080393703194324,0.013266492019375997,0.017942567333699602,0.011666333623308649,0.007750550088264444,0.009143111064464445,0.023605213204818117,0.004339981984300131,0.003172406206224139,0.004339981984300131,0.0019190001160833989,0.0022689120401195146
asmc,true,coupled_vomega,pose,42,default,true,2.9906421042456484,45.03298742854778,0.4604180952163189,0.04941830941813972,0.02227911681463911,0.01771704543060737,0.011905236486077343,0.012354878830961605,0.013036878050119157,0.017961158654758936,0.011905236486077343,0.11891365242857797,0.13151531646765552,0.02372993116252224,0.01636491026619329,0.38044417193458097,0.01636491026619329,0.024631459221221102,0.00743635445989721
asmc,true,spiral_orbit,pose,42,default,true,5.321265484980174,52.42471687467942,0.41700204902943905,0.014567887704354713,0.019205569358321208,0.009017771383125308,0.010371723957480542,0.011413836585496023,0.012959702462891494,0.017269324061094094,0.010371723957480542,0.14804019636102025,0.15260475141241345,0.06534173200454882,0.08198596941536322,0.12169893835835491,0.08198596941536322,0.14785004141451638,0.015039553197061295
pid,true,octagon,pose,42,default,true,4.223785384267698,52.26690991209757,0.7540154820856094,0.03512307149167964,0.03836218710481789,0.02511508481140961,0.011114912713422234,0.012364748016795527,0.013541470270322556,0.018337350152104272,0.011114912713422234,0.15293051257166795,0.09112147645732298,0.1550231751779669,0.055726944443611384,0.1541026271801307,0.055726944443611384,0.06797056234263356,0.05282322828161276
pid,true,spin_creep,pose,42,default,true,2.7059434185784905,49.511027103563414,0.7672933480028228,0.013051339273268275,0.0179198292113339,0.01701253742548111,0.011666292831460642,0.012081456566649874,0.013266148691138128,0.01794302911626778,0.011666292831460642,0.060276836748742395,0.04313570080127364,0.1820775597751421,0.0779722319127031,0.036185676716365286,0.0779722319127031,0.062135459597301206,0.015400252121078555
pid,true,coupled_vomega,pose,42,default,true,5.8383554880330095,47.875841786350016,0.6609222360118108,0.0639773342459207,0.038681486402373975,0.017496276575836408,0.01190501358435771,0.01235436094337625,0.01303712125921901,0.017960978955691716,0.01190501358435771,0.14509207864971638,0.13800918367522094,0.20760326238537533,0.14618418386332033,0.32889590921204853,0.14618418386332033,0.015532464688564548,0.103871460003365
pid,true,spiral_orbit,pose,42,default,true,7.033443155771134,53.68298936709771,0.7368923081817592,0.019836428150089125,0.02349170640025933,0.008998537406980495,0.010371762261036255,0.01141158157976947,0.0129634861564051,0.017270673625514453,0.010371762261036255,0.13888975291563743,0.14733607903190224,0.183214602518416,0.06580308867531069,0.10822475410412206,0.06580308867531069,0.18454254980997503,0.057576591682630955
