iter,tier,score,best_so_far
1,full,40.23435593887504,40.23435593887504
1,full,40.23435593887504,40.23435593887504
2,full,57.51137563265421,40.23435593887504
3,full,42.84427202102277,40.23435593887504
4,full,1.909381102148856,1.909381102148856
5,full,39.25135417528331,1.909381102148856
6,full,43.683707134187415,1.909381102148856
7,full,87.02067015890324,1.909381102148856
8,full,1.5435263227383962,1.5435263227383962
9,full,1.5421667763965272,1.5421667763965272
10,full,1.5671779326021174,1.5421667763965272
11,full,1.540784325293284,1.540784325293284
12,full,1.539227194724951,1.539227194724951
13,full,1.5368895847209887,1.5368895847209887
14,full,1.538824989618259,1.5368895847209887
15,full,1.5412448952914581,1.5368895847209887
16,full,1.5386646400112016,1.5368895847209887
17,full,1.5380991435517486,1.5368895847209887
18,full,1.5369173930997537,1.5368895847209887
19,full,1.537287070060046,1.5368895847209887
20,full,1.5365768775561182,1.5365768775561182
21,full,1.5378474074967228,1.5365768775561182
22,full,1.537032806713939,1.5365768775561182
23,full,1.5375024749024897,1.5365768775561182
24,full,1.5366300518120473,1.5365768775561182
25,full,1.5372492194568563,1.5365768775561182
26,full,1.536792545508783,1.5365768775561182
27,full,1.536785364081505,1.5365768775561182
28,full,1.53656610206748,1.53656610206748
29,full,1.5368179033789373,1.53656610206748
30,full,1.5365145738830979,1.5365145738830979
31,full,1.5363476291573224,1.5363476291573224
32,full,1.536485857269554,1.5363476291573224
33,full,1.5363406982515426,1.5363406982515426
