file,profile,combo_idx,mu,friction_case,friction_model,chi,error,util_viol_frac,util_budget_frac,msat_rail_frac,track_kind,track_err_V,track_err_w,track_err,track_viol_frac,track_flag
long_circle_c160_mu_0.8_case1_lugre_adamov_chi_0.005.arrow,long_circle,160,0.8,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,0.0023523376618487,0.0003658442775276,0.0023806164140305,0.0,tracked
long_circle_c161_mu_0.3_case1_lugre_adamov_chi_0.005.arrow,long_circle,161,0.3,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,0.000180267218512,7.9618493893871e-05,0.0001970669293412,0.0,tracked
long_circle_c161_mu_0.5_case1_lugre_adamov_chi_0.005.arrow,long_circle,161,0.5,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,0.0001814374323032,8.541275440127475e-05,0.0002005364816067,0.0,tracked
long_circle_c161_mu_0.8_case1_lugre_adamov_chi_0.005.arrow,long_circle,161,0.8,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,0.0001999110742649,9.924392744561544e-05,0.0002231900417774,0.0,tracked
long_circle_c162_mu_0.3_case1_lugre_adamov_chi_0.005.arrow,long_circle,162,0.3,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,2.591229452787353e-05,7.931041105197273e-06,2.709886382695026e-05,0.0,tracked
long_circle_c162_mu_0.5_case1_lugre_adamov_chi_0.005.arrow,long_circle,162,0.5,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,2.7838102846797315e-05,7.679664424226215e-06,2.887797111601836e-05,0.0,tracked
long_circle_c162_mu_0.8_case1_lugre_adamov_chi_0.005.arrow,long_circle,162,0.8,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,2.954388915885748e-05,7.551158407058613e-06,3.0493628513500133e-05,0.0,tracked
long_circle_c163_mu_0.3_case1_lugre_adamov_chi_0.005.arrow,long_circle,163,0.3,1,lugre_adamov,0.005,,0.0,0.0132656845228061,0.0,vel,0.009460611188325,0.0014413216193655,0.0095697738775329,0.0,tracked
long_circle_c163_mu_0.5_case1_lugre_adamov_chi_0.005.arrow,long_circle,163,0.5,1,lugre_adamov,0.005,,0.0,0.0002359842227691,0.0,vel,0.0149144173038655,0.0026815399960271,0.0151535639459546,0.0,tracked
long_circle_c163_mu_0.8_case1_lugre_adamov_chi_0.005.arrow,long_circle,163,0.8,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,0.022738204382287,0.0031837293570714,0.0229600102602271,0.0,tracked
long_circle_c164_mu_0.3_case1_lugre_adamov_chi_0.005.arrow,long_circle,164,0.3,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,0.000836652505535,0.00010539453431,0.0008432647406838,0.0,tracked
long_circle_c164_mu_0.5_case1_lugre_adamov_chi_0.005.arrow,long_circle,164,0.5,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,0.0014128947790688,0.000136346797209,0.0014194583846767,0.0,tracked
long_circle_c164_mu_0.8_case1_lugre_adamov_chi_0.005.arrow,long_circle,164,0.8,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,0.0022352095386917,0.0001874007895629,0.002243051657405,0.0,tracked
long_circle_c165_mu_0.3_case1_lugre_adamov_chi_0.005.arrow,long_circle,165,0.3,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,0.0007910147764311,0.0001020861884538,0.0007975750537757,0.0,tracked
long_circle_c165_mu_0.5_case1_lugre_adamov_chi_0.005.arrow,long_circle,165,0.5,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,0.0013557124146172,0.0001311834437536,0.0013620445099416,0.0,tracked
long_circle_c165_mu_0.8_case1_lugre_adamov_chi_0.005.arrow,long_circle,165,0.8,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,0.0021412456262211,0.0001832349756752,0.002149071401355,0.0,tracked
long_circle_c166_mu_0.3_case1_lugre_adamov_chi_0.005.arrow,long_circle,166,0.3,1,lugre_adamov,0.005,,0.0,0.0363308524514693,0.0,vel,0.0035709650326677,2.276777518838644e-05,0.0035710376133727,0.0,tracked
long_circle_c166_mu_0.5_case1_lugre_adamov_chi_0.005.arrow,long_circle,166,0.5,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,0.0035230589463297,2.2751268531949304e-05,0.0035231324073235,0.0,tracked
long_circle_c166_mu_0.8_case1_lugre_adamov_chi_0.005.arrow,long_circle,166,0.8,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,0.0035103956282349,2.291622136501572e-05,0.0035104704271554,0.0,tracked
long_circle_c167_mu_0.3_case1_lugre_adamov_chi_0.005.arrow,long_circle,167,0.3,1,lugre_adamov,0.005,,0.0,0.0111998316517998,0.0,vel,0.0001327694923863,6.711998342259631e-06,0.0001329390425355,0.0,tracked
long_circle_c167_mu_0.5_case1_lugre_adamov_chi_0.005.arrow,long_circle,167,0.5,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,0.0001315207367862,6.543238683260315e-06,0.0001316834012974,0.0,tracked
long_circle_c167_mu_0.8_case1_lugre_adamov_chi_0.005.arrow,long_circle,167,0.8,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,0.0001314221197551,6.306317137778224e-06,0.0001315733377124,0.0,tracked
long_circle_c168_mu_0.3_case1_lugre_adamov_chi_0.005.arrow,long_circle,168,0.3,1,lugre_adamov,0.005,,0.0,0.0145352490260964,0.0,vel,0.0016602806575556,0.0007996746434229,0.0018428270122795,0.0,tracked
long_circle_c168_mu_0.5_case1_lugre_adamov_chi_0.005.arrow,long_circle,168,0.5,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,0.0019609144247796,0.0012962301390402,0.0023506165052311,0.0,tracked
long_circle_c168_mu_0.8_case1_lugre_adamov_chi_0.005.arrow,long_circle,168,0.8,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,0.0022690494923619,0.0013498825113451,0.0026402212773219,0.0,tracked
long_circle_c169_mu_0.3_case1_lugre_adamov_chi_0.005.arrow,long_circle,169,0.3,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,3.946666899813172e-05,1.9050437229587133e-05,4.3823933192338295e-05,0.0,tracked
long_circle_c169_mu_0.5_case1_lugre_adamov_chi_0.005.arrow,long_circle,169,0.5,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,4.14647939921486e-05,1.7810485067392764e-05,4.5128067974899424e-05,0.0,tracked
long_circle_c169_mu_0.8_case1_lugre_adamov_chi_0.005.arrow,long_circle,169,0.8,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,4.343777518269296e-05,1.826277029563685e-05,4.712079256223703e-05,0.0,tracked
long_circle_c170_mu_0.3_case1_lugre_adamov_chi_0.005.arrow,long_circle,170,0.3,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,0.000741093648675,0.0001709904669561,0.0007605639591095,0.0,tracked
long_circle_c170_mu_0.5_case1_lugre_adamov_chi_0.005.arrow,long_circle,170,0.5,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,0.0013507403064009,0.0001998757201194,0.0013654485266129,0.0,tracked
long_circle_c170_mu_0.8_case1_lugre_adamov_chi_0.005.arrow,long_circle,170,0.8,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,0.0022152277620076,0.0002456220223022,0.0022288033146532,0.0,tracked
long_circle_c171_mu_0.3_case1_lugre_adamov_chi_0.005.arrow,long_circle,171,0.3,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,2.676913209789721e-05,9.082042339603976e-06,2.826782493105952e-05,0.0,tracked
long_circle_c171_mu_0.5_case1_lugre_adamov_chi_0.005.arrow,long_circle,171,0.5,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,2.875386609831349e-05,8.337120233208189e-06,2.993814271765553e-05,0.0,tracked
long_circle_c171_mu_0.8_case1_lugre_adamov_chi_0.005.arrow,long_circle,171,0.8,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,3.0402336723379595e-05,7.892695748138969e-06,3.1410137287418e-05,0.0,tracked
long_circle_c172_mu_0.3_case1_lugre_adamov_chi_0.005.arrow,long_circle,172,0.3,1,lugre_adamov,0.005,,0.0,0.0019530556443308,0.0,vel,0.0015764361246831,0.0005957254769229,0.0016852417331234,0.0,tracked
long_circle_c172_mu_0.5_case1_lugre_adamov_chi_0.005.arrow,long_circle,172,0.5,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,0.0022035126242965,0.0010011284346836,0.0024202739572548,0.0,tracked
long_circle_c172_mu_0.8_case1_lugre_adamov_chi_0.005.arrow,long_circle,172,0.8,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,0.0025326796760154,0.0015343055963456,0.0029611754430089,0.0,tracked
long_circle_c173_mu_0.3_case1_lugre_adamov_chi_0.005.arrow,long_circle,173,0.3,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,0.0035553292184156,2.064849537906561e-05,0.0035553891786527,0.0,tracked
long_circle_c173_mu_0.5_case1_lugre_adamov_chi_0.005.arrow,long_circle,173,0.5,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,0.003508398900583,2.0731885947536445e-05,0.0035084601546415,0.0,tracked
long_circle_c173_mu_0.8_case1_lugre_adamov_chi_0.005.arrow,long_circle,173,0.8,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,0.0034958095033525,2.0876051897884625e-05,0.0034958718359334,0.0,tracked
long_circle_c174_mu_0.3_case1_lugre_adamov_chi_0.005.arrow,long_circle,174,0.3,1,lugre_adamov,0.005,,0.0,0.010052627749618,0.0,vel,0.0094956569144726,0.0013982030235907,0.0095980452141334,0.0,tracked
long_circle_c174_mu_0.5_case1_lugre_adamov_chi_0.005.arrow,long_circle,174,0.5,1,lugre_adamov,0.005,,0.0,0.0006426891082385,0.0,vel,0.0147287794966817,0.0026695924570865,0.0149687564396246,0.0,tracked
long_circle_c174_mu_0.8_case1_lugre_adamov_chi_0.005.arrow,long_circle,174,0.8,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,0.0224097788315371,0.003144814315249,0.0226293624381201,0.0,tracked
long_circle_c175_mu_0.3_case1_lugre_adamov_chi_0.005.arrow,long_circle,175,0.3,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,0.0006670947446163,0.0001909953481016,0.0006938981346647,0.0,tracked
long_circle_c175_mu_0.5_case1_lugre_adamov_chi_0.005.arrow,long_circle,175,0.5,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,0.0014132001687516,0.0002153150111452,0.0014295087516291,0.0,tracked
long_circle_c175_mu_0.8_case1_lugre_adamov_chi_0.005.arrow,long_circle,175,0.8,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,0.0023348919833376,0.0002572234225117,0.0023490177655657,0.0,tracked
long_circle_c176_mu_0.3_case1_lugre_adamov_chi_0.005.arrow,long_circle,176,0.3,1,lugre_adamov,0.005,,0.0,0.2594895776329536,0.0,vel,0.0087396154875067,0.001528624662953,0.0088722923886477,0.0,tracked
long_circle_c176_mu_0.5_case1_lugre_adamov_chi_0.005.arrow,long_circle,176,0.5,1,lugre_adamov,0.005,,0.0,0.0375603203820705,0.0,vel,0.0147135646937172,0.0018960712519092,0.0148352307763822,0.0,tracked
long_circle_c176_mu_0.8_case1_lugre_adamov_chi_0.005.arrow,long_circle,176,0.8,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,0.0209509249806677,0.0027813491860348,0.0211347382486801,0.0,tracked
long_circle_c177_mu_0.3_case1_lugre_adamov_chi_0.005.arrow,long_circle,177,0.3,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,0.0001922236324506,1.2413146083608478e-05,0.0001926240147754,0.0,tracked
long_circle_c177_mu_0.5_case1_lugre_adamov_chi_0.005.arrow,long_circle,177,0.5,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,0.0001707050637579,1.3288351110828036e-05,0.0001712214912557,0.0,tracked
long_circle_c177_mu_0.8_case1_lugre_adamov_chi_0.005.arrow,long_circle,177,0.8,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,0.0001665260653909,1.3810322509919236e-05,0.0001670977422421,0.0,tracked
long_circle_c178_mu_0.3_case1_lugre_adamov_chi_0.005.arrow,long_circle,178,0.3,1,lugre_adamov,0.005,,0.0,0.0038502626190688,0.0,vel,0.0001103579864115,5.268880719857985e-05,0.0001222906193002,0.0,tracked
long_circle_c178_mu_0.5_case1_lugre_adamov_chi_0.005.arrow,long_circle,178,0.5,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,9.139942277995956e-05,4.976265837040178e-05,0.0001040681346647,0.0,tracked
long_circle_c178_mu_0.8_case1_lugre_adamov_chi_0.005.arrow,long_circle,178,0.8,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,9.570893549068904e-05,4.410768742109789e-05,0.0001053835301287,0.0,tracked
long_circle_c179_mu_0.3_case1_lugre_adamov_chi_0.005.arrow,long_circle,179,0.3,1,lugre_adamov,0.005,,0.0,0.0318358464169127,0.0,vel,0.0086340902922115,0.0014727422362142,0.0087587947155068,0.0,tracked
long_circle_c179_mu_0.5_case1_lugre_adamov_chi_0.005.arrow,long_circle,179,0.5,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,0.0146069082688173,0.0024291547668271,0.0148075170793365,0.0,tracked
long_circle_c179_mu_0.8_case1_lugre_adamov_chi_0.005.arrow,long_circle,179,0.8,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,0.0224076261142299,0.0031353675643562,0.0226259196020568,0.0,tracked
long_circle_c180_mu_0.3_case1_lugre_adamov_chi_0.005.arrow,long_circle,180,0.3,1,lugre_adamov,0.005,,0.0,0.0254276808286085,0.0,vel,0.0090826756213973,0.0013258042896684,0.0091789298645336,0.0,tracked
long_circle_c180_mu_0.5_case1_lugre_adamov_chi_0.005.arrow,long_circle,180,0.5,1,lugre_adamov,0.005,,0.0,0.0058905824313378,0.0,vel,0.0150544306077272,0.0017640902863217,0.0151574369687348,0.0,tracked
long_circle_c180_mu_0.8_case1_lugre_adamov_chi_0.005.arrow,long_circle,180,0.8,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,0.0218351478765501,0.0030529016029889,0.0220475370730688,0.0,tracked
long_circle_c181_mu_0.3_case1_lugre_adamov_chi_0.005.arrow,long_circle,181,0.3,1,lugre_adamov,0.005,,0.0,0.0092631358593259,0.0,vel,0.0008061513993593,9.79383739796254e-06,0.0008062108892467,0.0,tracked
long_circle_c181_mu_0.5_case1_lugre_adamov_chi_0.005.arrow,long_circle,181,0.5,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,0.0007913943636693,9.568842519199743e-06,0.0007914522105564,0.0,tracked
long_circle_c181_mu_0.8_case1_lugre_adamov_chi_0.005.arrow,long_circle,181,0.8,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,0.0007869808777406,9.874669405422458e-06,0.000787042826678,0.0,tracked
long_circle_c182_mu_0.3_case1_lugre_adamov_chi_0.005.arrow,long_circle,182,0.3,1,lugre_adamov,0.005,,0.0,0.0194632247490268,0.0,vel,0.0090970229687907,0.0014286005724234,0.0092085138046394,0.0,tracked
long_circle_c182_mu_0.5_case1_lugre_adamov_chi_0.005.arrow,long_circle,182,0.5,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,0.0149786949313454,0.0025805708798928,0.0151993634048425,0.0,tracked
long_circle_c182_mu_0.8_case1_lugre_adamov_chi_0.005.arrow,long_circle,182,0.8,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,0.022636370382147,0.0031495618239167,0.0228544307249254,0.0,tracked
long_circle_c183_mu_0.3_case1_lugre_adamov_chi_0.005.arrow,long_circle,183,0.3,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,2.629507834234484e-05,9.44527263000226e-06,2.794001288627337e-05,0.0,tracked
long_circle_c183_mu_0.5_case1_lugre_adamov_chi_0.005.arrow,long_circle,183,0.5,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,2.6562777337632265e-05,8.020843682525544e-06,2.7747343535339377e-05,0.0,tracked
long_circle_c183_mu_0.8_case1_lugre_adamov_chi_0.005.arrow,long_circle,183,0.8,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,2.794545793599769e-05,7.716143152258116e-06,2.899116217744221e-05,0.0,tracked
long_circle_c184_mu_0.3_case1_lugre_adamov_chi_0.005.arrow,long_circle,184,0.3,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,0.0012960915163344,0.0002493308438068,0.0013198557074117,0.0,tracked
long_circle_c184_mu_0.5_case1_lugre_adamov_chi_0.005.arrow,long_circle,184,0.5,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,0.0018986975913041,0.0003093203201942,0.0019237285680961,0.0,tracked
long_circle_c184_mu_0.8_case1_lugre_adamov_chi_0.005.arrow,long_circle,184,0.8,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,0.0025051527805656,0.0003763494258239,0.0025332645626333,0.0,tracked
long_circle_c185_mu_0.3_case1_lugre_adamov_chi_0.005.arrow,long_circle,185,0.3,1,lugre_adamov,0.005,,0.0,0.2232276161607021,0.0,vel,0.0089151091340086,0.0014974044629425,0.0090399884400879,0.0,tracked
long_circle_c185_mu_0.5_case1_lugre_adamov_chi_0.005.arrow,long_circle,185,0.5,1,lugre_adamov,0.005,,0.0,0.0257883545220105,0.0,vel,0.0151591993352251,0.001905975377315,0.0152785492316522,0.0,tracked
long_circle_c185_mu_0.8_case1_lugre_adamov_chi_0.005.arrow,long_circle,185,0.8,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,0.0214477905345548,0.0029217905757086,0.0216458905795636,0.0,tracked
long_circle_c186_mu_0.3_case1_lugre_adamov_chi_0.005.arrow,long_circle,186,0.3,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,0.0012914383649386,0.0002437384347286,0.0013142379826345,0.0,tracked
long_circle_c186_mu_0.5_case1_lugre_adamov_chi_0.005.arrow,long_circle,186,0.5,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,0.0018521865996985,0.0003171228702175,0.0018791386630362,0.0,tracked
long_circle_c186_mu_0.8_case1_lugre_adamov_chi_0.005.arrow,long_circle,186,0.8,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,0.0024823559158668,0.0003638691703139,0.0025088825532782,0.0,tracked
long_circle_c187_mu_0.3_case1_lugre_adamov_chi_0.005.arrow,long_circle,187,0.3,1,lugre_adamov,0.005,,0.0,0.0088021687472806,0.0,vel,0.0016733173186117,0.0007946613881826,0.0018524247813702,0.0,tracked
long_circle_c187_mu_0.5_case1_lugre_adamov_chi_0.005.arrow,long_circle,187,0.5,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,0.0020567460267002,0.001313119487307,0.002440181756815,0.0,tracked
long_circle_c187_mu_0.8_case1_lugre_adamov_chi_0.005.arrow,long_circle,187,0.8,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,0.0024763847678915,0.0013955232923762,0.0028425282370119,0.0,tracked
long_circle_c188_mu_0.3_case1_lugre_adamov_chi_0.005.arrow,long_circle,188,0.3,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,0.0001313138649374,5.691633675683251e-06,0.0001314371553963,0.0,tracked
long_circle_c188_mu_0.5_case1_lugre_adamov_chi_0.005.arrow,long_circle,188,0.5,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,0.0001307403587577,5.625360404714296e-06,0.0001308613238806,0.0,tracked
long_circle_c188_mu_0.8_case1_lugre_adamov_chi_0.005.arrow,long_circle,188,0.8,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,0.0001308106907437,5.505768956987539e-06,0.0001309265072652,0.0,tracked
long_circle_c189_mu_0.3_case1_lugre_adamov_chi_0.005.arrow,long_circle,189,0.3,1,lugre_adamov,0.005,,0.0,0.0056778818639115,0.0,vel,0.0097516088169047,0.0012320631869677,0.0098291329330015,0.0,tracked
long_circle_c189_mu_0.5_case1_lugre_adamov_chi_0.005.arrow,long_circle,189,0.5,1,lugre_adamov,0.005,,0.0,0.0002033193770896,0.0,vel,0.0148102807277284,0.0026863402014532,0.0150519380450514,0.0,tracked
long_circle_c189_mu_0.8_case1_lugre_adamov_chi_0.005.arrow,long_circle,189,0.8,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,0.0221330294727562,0.0031545340486363,0.0223567009799277,0.0,tracked
long_circle_c190_mu_0.3_case1_lugre_adamov_chi_0.005.arrow,long_circle,190,0.3,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,0.00112465911764,0.0003201503305962,0.0011693392856958,0.0,tracked
long_circle_c190_mu_0.5_case1_lugre_adamov_chi_0.005.arrow,long_circle,190,0.5,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,0.0016650559048785,0.0004238997945137,0.0017181682694543,0.0,tracked
long_circle_c190_mu_0.8_case1_lugre_adamov_chi_0.005.arrow,long_circle,190,0.8,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,0.0021262111870596,0.00051958845969,0.0021887773252254,0.0,tracked
long_circle_c191_mu_0.3_case1_lugre_adamov_chi_0.005.arrow,long_circle,191,0.3,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,0.0007562838916751,0.0001256451649371,0.0007666498759403,0.0,tracked
long_circle_c191_mu_0.5_case1_lugre_adamov_chi_0.005.arrow,long_circle,191,0.5,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,0.0013441332466503,0.0001567589210593,0.0013532433425229,0.0,tracked
long_circle_c191_mu_0.8_case1_lugre_adamov_chi_0.005.arrow,long_circle,191,0.8,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,0.0021577373541568,0.0002050815104454,0.0021674613988374,0.0,tracked
long_circle_c192_mu_0.3_case1_lugre_adamov_chi_0.005.arrow,long_circle,192,0.3,1,lugre_adamov,0.005,,0.0,0.0597769371249673,0.0,vel,0.0122574867381647,5.4556057726921365e-05,0.012257608147584,0.0,tracked
long_circle_c192_mu_0.5_case1_lugre_adamov_chi_0.005.arrow,long_circle,192,0.5,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,0.0121986392825703,5.437027696145719e-05,0.0121987604482294,0.0,tracked
long_circle_c192_mu_0.8_case1_lugre_adamov_chi_0.005.arrow,long_circle,192,0.8,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,0.0121877057217845,5.477290124961962e-05,0.0121878287989096,0.0,tracked
long_circle_c193_mu_0.3_case1_lugre_adamov_chi_0.005.arrow,long_circle,193,0.3,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,2.8547405856678475e-05,1.3414996544718135e-05,3.1542297212484696e-05,0.0,tracked
long_circle_c193_mu_0.5_case1_lugre_adamov_chi_0.005.arrow,long_circle,193,0.5,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,3.0538523793750084e-05,1.2393218436561504e-05,3.295744678699744e-05,0.0,tracked
long_circle_c193_mu_0.8_case1_lugre_adamov_chi_0.005.arrow,long_circle,193,0.8,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,3.3368252361618686e-05,1.1603211800365138e-05,3.532810198344661e-05,0.0,tracked
long_circle_c194_mu_0.3_case1_lugre_adamov_chi_0.005.arrow,long_circle,194,0.3,1,lugre_adamov,0.005,,0.0,0.0105264466096639,0.0,vel,0.0094302172292528,0.0013775885044676,0.0095303067672839,0.0,tracked
long_circle_c194_mu_0.5_case1_lugre_adamov_chi_0.005.arrow,long_circle,194,0.5,1,lugre_adamov,0.005,,0.0,1.2427918075164048e-05,0.0,vel,0.0154865146084066,0.0018219349578839,0.0155933184956619,0.0,tracked
long_circle_c194_mu_0.8_case1_lugre_adamov_chi_0.005.arrow,long_circle,194,0.8,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,0.0222539875975036,0.0031222359691368,0.0224719452081215,0.0,tracked
long_circle_c195_mu_0.3_case1_lugre_adamov_chi_0.005.arrow,long_circle,195,0.3,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,9.287678442246756e-05,4.916883060276907e-05,0.0001050888718537,0.0,tracked
long_circle_c195_mu_0.5_case1_lugre_adamov_chi_0.005.arrow,long_circle,195,0.5,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,9.480095280848378e-05,5.603493331913339e-05,0.0001101232691372,0.0,tracked
long_circle_c195_mu_0.8_case1_lugre_adamov_chi_0.005.arrow,long_circle,195,0.8,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,0.0001010349863536,5.832812585010723e-05,0.000116662927842,0.0,tracked
long_circle_c196_mu_0.3_case1_lugre_adamov_chi_0.005.arrow,long_circle,196,0.3,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,6.097738488078253e-05,3.450019707550653e-05,7.006072412663085e-05,0.0,tracked
long_circle_c196_mu_0.5_case1_lugre_adamov_chi_0.005.arrow,long_circle,196,0.5,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,6.849440420692994e-05,3.405229566945818e-05,7.649210578891459e-05,0.0,tracked
long_circle_c196_mu_0.8_case1_lugre_adamov_chi_0.005.arrow,long_circle,196,0.8,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,7.20941710870645e-05,3.331877544036244e-05,7.94210948147671e-05,0.0,tracked
long_circle_c197_mu_0.3_case1_lugre_adamov_chi_0.005.arrow,long_circle,197,0.3,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,0.0006467130129829,0.0001922712139518,0.0006746895144257,0.0,tracked
long_circle_c197_mu_0.5_case1_lugre_adamov_chi_0.005.arrow,long_circle,197,0.5,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,0.0013860583363307,0.000219456522045,0.0014033242236846,0.0,tracked
long_circle_c197_mu_0.8_case1_lugre_adamov_chi_0.005.arrow,long_circle,197,0.8,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,0.0023135231144345,0.000259455858205,0.0023280263193056,0.0,tracked
long_circle_c198_mu_0.3_case1_lugre_adamov_chi_0.005.arrow,long_circle,198,0.3,1,lugre_adamov,0.005,,0.0,0.0079973911423069,0.0,vel,0.0096771641246989,0.0012042465665467,0.0097518057450607,0.0,tracked
long_circle_c198_mu_0.5_case1_lugre_adamov_chi_0.005.arrow,long_circle,198,0.5,1,lugre_adamov,0.005,,0.0,0.0018324119510528,0.0,vel,0.0153278587800624,0.0018638406374553,0.0154407628277675,0.0,tracked
long_circle_c198_mu_0.8_case1_lugre_adamov_chi_0.005.arrow,long_circle,198,0.8,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,0.0219341960406262,0.0031259681525243,0.0221558261601597,0.0,tracked
long_circle_c199_mu_0.3_case1_lugre_adamov_chi_0.005.arrow,long_circle,199,0.3,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,0.0011685218523677,0.0003244805489947,0.001212736964942,0.0,tracked
long_circle_c199_mu_0.5_case1_lugre_adamov_chi_0.005.arrow,long_circle,199,0.5,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,0.0017036647925854,0.0004201635313795,0.001754711121124,0.0,tracked
long_circle_c199_mu_0.8_case1_lugre_adamov_chi_0.005.arrow,long_circle,199,0.8,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,0.0022731079802235,0.0005123858699917,0.0023301414483939,0.0,tracked
long_circle_c200_mu_0.3_case1_lugre_adamov_chi_0.005.arrow,long_circle,200,0.3,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,6.205546039272653e-05,3.1064570513497114e-05,6.939659722019002e-05,0.0,tracked
long_circle_c200_mu_0.5_case1_lugre_adamov_chi_0.005.arrow,long_circle,200,0.5,1,lugre_adamov,0.005,,0.0,0.0,0.0,vel,6.597616110806213e-05,2.94068396387742e-05,7.223306758055863e-05,0.0,tracked
