stratum,quantity,bin_center,n,meas_rms,roller_rms,total_rms,roller_mag_frac,body_mag_frac,yaw_mag_frac,wheel_mag_frac,roller_energy_frac,meas_energy_frac,roller_over_total_median,meas_roller_align
0.5<=psi<2,wz,3.125,23891767,1.1464786378121847,3.0435786221997367,3.0889598348072558,0.7244612769644997,0.0,0.27553872303550025,0.0,0.970832993795333,0.13775501278448773,0.755,-0.14846561973901565
0.5<=psi<2,wz,4.375,14186920,1.303170066797236,4.127250485487132,4.339544316921506,0.7603763300714528,0.0,0.23962366992854714,0.0,0.904551709626722,0.09018076933539018,0.775,0.009221522192428312
0.5<=psi<2,wz,5.625,8721092,1.403030742036157,5.13038586280419,5.5820239368012805,0.788077667761505,0.0,0.21192233223849502,0.0,0.8447275749753914,0.06317583417587212,0.795,0.19933324200118466
0.5<=psi<2,wz,6.875,5380413,1.4549612490732122,6.106005828841064,6.835492246480976,0.8129055736156054,0.0,0.18709442638439455,0.0,0.7979484566095626,0.04530678685500148,0.795,0.41218670047126577
0.5<=psi<2,wz,8.125,3249085,1.4545110490032425,7.088803733409221,8.079466212225736,0.8375749180266655,0.0,0.16242508197333455,0.0,0.7698047142276513,0.0324092298670642,0.815,0.6260961536999422
0.5<=psi<2,wz,9.375,1877705,1.416713782640152,8.420728133332588,9.327296976294608,0.8658776719601445,0.0,0.1341223280398556,0.0,0.8150564395569987,0.023070267415842047,0.885,0.5902351241900544
0.5<=psi<2,wz,10.625,1110434,1.2933763963989509,9.903592528546156,10.571602094001504,0.894684064057666,0.0,0.10531593594233399,0.0,0.8776147432513343,0.01496815409009993,0.925,0.4686054772320429
0.5<=psi<2,wz,11.875,601432,0.9450723898094285,11.609545239851458,11.831121572784946,0.9299628545422258,0.0,0.07003714545777422,0.0,0.9628942257276313,0.006380846788889298,0.935,0.19598932685246412
0.5<=psi<2,wz,13.125,436355,0.8009067629360256,13.050581389017749,13.108630697200475,0.9435866099326377,0.0,0.05641339006736237,0.0,0.9911629553306749,0.0037329250039395945,0.945,0.04195596251736704
0.5<=psi<2,wz,14.375,355483,0.8026770063994713,14.267347570228097,14.353945883699843,0.9480848296301007,0.0,0.051915170369899316,0.0,0.9879702644180235,0.0031270803136153793,0.945,0.08008443328011848
0.5<=psi<2,wz,15.625,257596,0.8170861090562649,15.460991030786166,15.586154391516141,0.9510827793766791,0.0,0.04891722062332091,0.0,0.9840036483096628,0.0027482593031948922,0.955,0.1273785042011675
0.5<=psi<2,wz,16.875,163611,0.8319397725470781,16.59663619615307,16.833980982217554,0.9534670211545894,0.0,0.04653297884541051,0.0,0.9720004903530132,0.002442362424751089,0.955,0.2622672618769722
0.5<=psi<2,wz,18.125,118905,0.8134430071153775,17.80185123506228,18.06254984690386,0.9576603326537211,0.0,0.04233966734627893,0.0,0.971342111795139,0.002028131651600276,0.955,0.29998740435731225
0.5<=psi<2,wz,19.375,151785,0.8512730257231739,20.24153963251227,20.516994161083556,0.9605290056836558,0.0,0.03947099431634423,0.0,0.9733288955767334,0.0017215128728104282,0.955,0.30475335746723503
psi>=2,wz,0.625,10272429,2.9346391115664456,3.0199078725481323,0.7222272182626908,0.4998146385950308,0.0,0.5001853614049692,0.0,17.483955223751142,16.510556044167437,0.495,-0.9709816252053721
psi>=2,wz,1.875,10356607,2.931056544069115,3.4793383404869918,1.9101804220677898,0.49880797136047544,0.0,0.5011920286395246,0.0,3.317756788684258,2.3545049845379653,0.395,-0.8358437339422381
psi>=2,wz,3.125,10425086,2.927817107611505,4.25139678383792,3.1463117307664157,0.5321291994906007,0.0,0.4678708005093993,0.0,1.8258276526299502,0.8659331965816638,0.395,-0.6727239505990618
psi>=2,wz,4.375,10465107,2.92520770805175,5.205140909975418,4.390220457281504,0.6000186681946655,0.0,0.39998133180533446,0.0,1.4056989602837213,0.4439568487172171,0.545,-0.5377699039747611
psi>=2,wz,5.625,10203430,2.9370002166756026,6.200451174770103,5.628484825071772,0.6549398230106639,0.0,0.34506017698933605,0.0,1.2135665154901472,0.27228577809912563,0.625,-0.4226004839759968
psi>=2,wz,6.875,9333251,2.985429376145052,7.102557791805173,6.874148061452293,0.6882010158943065,0.0,0.31179898410569346,0.0,1.0675587588211202,0.1886148313161733,0.675,-0.2854437546000766
psi>=2,wz,8.125,8369810,3.0519756285238526,7.94432713422357,8.124815216865569,0.7111718192425069,0.0,0.28882818075749306,0.0,0.9560646344405456,0.14110263933485748,0.705,-0.13227532179812823
psi>=2,wz,9.375,7556342,3.08804606570405,8.795506142980145,9.364121045469657,0.7328003164940872,0.0,0.26719968350591283,0.0,0.8822418082829822,0.10875106096561254,0.745,0.01453938052125162
psi>=2,wz,10.625,5967650,3.1847545049724646,9.572650801184341,10.600708370323321,0.745419135461042,0.0,0.254580864538958,0.0,0.8154449719423608,0.09025726039231181,0.765,0.17379329326474957
psi>=2,wz,11.875,4485139,3.3518626187465337,10.657204625493533,11.851077503185984,0.7562945172949469,0.0,0.24370548270505316,0.0,0.8086692563162817,0.07999387656827656,0.745,0.21887449793520344
psi>=2,wz,13.125,3310863,3.4493607765370786,11.298620927195081,13.099968188775422,0.762683373604513,0.0,0.23731662639548698,0.0,0.7438928667108304,0.06933248384175819,0.765,0.4112106534575608
psi>=2,wz,14.375,2506664,3.4593270261260973,11.405541065857337,14.349734472685748,0.766968661869364,0.0,0.23303133813063598,0.0,0.6317482610333652,0.05811597251461281,0.775,0.8092860905705092
psi>=2,wz,15.625,1797424,3.5610779994439223,12.075016035671235,15.586155319466197,0.7732059813874405,0.0,0.22679401861255954,0.0,0.6002019924759632,0.05220173925101442,0.755,0.981869809871247
psi>=2,wz,16.875,1216229,3.7504697048964815,13.10935008809498,16.84211885048299,0.7781068736671563,0.0,0.22189312633284375,0.0,0.6058552388941342,0.049588145630882846,0.775,0.9939332729460543
psi>=2,wz,18.125,947843,3.880974159342755,14.237407072664864,18.114465987384254,0.7858538486966614,0.0,0.2141461513033385,0.0,0.6177471262134143,0.045901875529945596,0.785,0.9987163113084876
psi>=2,wz,19.375,1513326,3.9089861660652363,16.16993604376451,20.073771953581446,0.8050898988853338,0.0,0.19491010111466633,0.0,0.6488713996868958,0.037920171669321226,0.805,0.9983641589687913
