stratum,quantity,bin_center,n,meas_rms,roller_rms,total_rms,roller_mag_frac,body_mag_frac,yaw_mag_frac,wheel_mag_frac,roller_energy_frac,meas_energy_frac,roller_over_total_median,meas_roller_align
psi<0.5,wz,1.875,126271741,0.1751609563863742,1.7702260738063704,1.8024252071026472,0.9465534025178286,0.0,0.05344659748217135,0.0,0.9645904583794207,0.009444089861061461,0.995,0.13602362709591587
psi<0.5,wz,3.125,58924461,0.11012328811262982,3.089161075239466,3.095158241338878,0.9846724205154683,0.0,0.01532757948453169,0.0,0.9961285623610496,0.0012658802545926905,0.995,0.036687374877521745
psi<0.5,wz,4.375,38532559,0.09910876639609739,4.348815682348851,4.3496240372684705,0.9902355734421661,0.0,0.009764426557833859,0.0,0.9996283449795095,0.0005191832837728009,0.995,-0.0032379161847435564
psi<0.5,wz,5.625,27232151,0.1025690091971784,5.60738856776204,5.608269773603779,0.9917773082063207,0.0,0.008222691793679229,0.0,0.9996857723871824,0.00033448336840781294,0.995,-0.00055385927485773
psi<0.5,wz,6.875,19066178,0.10236052355106096,6.839131858814123,6.841401252303695,0.992938848382929,0.0,0.007061151617071023,0.0,0.9993366805979412,0.0002238591608615206,0.995,0.014690826987174974
psi<0.5,wz,8.125,13005065,0.10148104378019762,8.088043825346492,8.089485178415249,0.9938299042999252,0.0,0.006170095700074842,0.0,0.9996436795099756,0.0001573722244992245,0.995,0.007930918874367093
psi<0.5,wz,9.375,9745947,0.10196396267194337,9.361468895988718,9.36260637758275,0.9945409131146202,0.0,0.005459086885379828,0.0,0.9997570307987506,0.00011860414859774758,0.995,0.005710461248889395
psi<0.5,wz,10.625,7942309,0.09775345352018248,10.601893322468433,10.603742653555354,0.9951251722449883,0.0,0.004874827755011755,0.0,0.9996512231799056,8.498570093921879e-05,0.995,0.014309781206307328
psi<0.5,wz,11.875,5696666,0.09843413857712818,11.8452644392883,11.847050736893468,0.9953809722309486,0.0,0.004619027769051378,0.0,0.9996984628535973,6.903526451817206e-05,0.995,0.013993503733128127
psi<0.5,wz,13.125,3910429,0.10401470351639126,13.087921259208146,13.089927532263953,0.9952725443825525,0.0,0.004727455617447518,0.0,0.9996934865679479,6.314151332688717e-05,0.995,0.01531614770396957
psi<0.5,wz,14.375,2810509,0.10507151361845816,14.3544704519444,14.357235977749559,0.9956291892186914,0.0,0.004370810781308545,0.0,0.9996147922262637,5.355848701138518e-05,0.995,0.022663061893513286
psi<0.5,wz,15.625,2398379,0.10157373956715457,15.610872908442166,15.614066632409529,0.9960684553277064,0.0,0.003931544672293736,0.0,0.9995909589195355,4.2318554709145984e-05,0.995,0.028192333113396726
psi<0.5,wz,16.875,1981103,0.1009989909079874,16.850268263589218,16.852381000584057,0.9961588165333898,0.0,0.003841183466610233,0.0,0.9997492811774511,3.59179491397703e-05,0.995,0.017922753485288014
psi<0.5,wz,18.125,1346958,0.11038589269980398,18.067481705145628,18.07218843363801,0.9958298967227639,0.0,0.0041701032772361365,0.0,0.9994791869730141,3.730831680520675e-05,0.995,0.039589590369871606
psi<0.5,wz,19.375,1729328,0.11811014775690797,20.22070334242763,20.22737426163598,0.9955715429210269,0.0,0.004428457078973161,0.0,0.9993405155707462,3.409536980837312e-05,0.995,0.05356928300030931
0.5<=psi<2,wz,0.625,42981651,0.9783499915182584,1.189411590315647,0.7156136953737451,0.518060386675088,0.0,0.4819396133249119,0.0,2.762530270078502,1.8690942618699062,0.495,-0.7991012695597999
0.5<=psi<2,wz,1.875,36795642,1.0161871626329217,2.0283883609586306,1.8775242691475318,0.6516535983308304,0.0,0.3483464016691697,0.0,1.1671618959438574,0.29293838944593864,0.685,-0.3934312129755354
