dataset,scheme,channel,stratum,vcod_center,wz_center,n,channel_rms,N_bar,mu_bar,wz_bar,A_dF_dmu,abs_A,B_intercept,C_a,C_b,R2_form,R2_form_a,R2_form_b,partial_R2_chi_a,partial_R2_chi_b,chi_swing_a,chi_swing_b
full,binned,Fpar,gross,-0.20625,11.25,165559,40.69729109404754,86.7737058285966,0.6720878961578682,11.176240574946522,53.26849676640088,53.26849676640088,-10.217493659745019,-0.06665772605156325,-0.0059441480738961815,0.9552401236766884,0.989131985819644,0.9895790025838815,0.7571929354349939,0.7671799327405402,6.21991852815238,6.198970407712464
full,binned,Fpar,gross,-0.20625,13.75,108317,43.77358897284336,88.09563019576717,0.7493542103270917,13.64036156431647,51.42695018483994,51.42695018483994,-9.897922785622274,-0.07194847238534349,,0.9138014870930936,0.9867092916317172,,0.8458127881784152,,7.599466038250357,
full,binned,Fpar,gross,-0.20625,16.25,69243,43.19721332529131,86.03834100074924,0.7995017546900032,16.16752830498688,45.95616399476289,45.95616399476289,-7.996603692651858,-0.07604167845459336,,0.8350807746324789,0.978534453976832,,0.8698420637416158,,8.369184190472055,
full,binned,Fpar,gross,-0.16875,1.25,702159,33.5570579911983,82.03931020569908,0.47263639716929884,1.247320796544968,60.42162791605314,60.42162791605314,7.058179213336226,-0.023635960890822746,-0.012044781964166624,0.9873390077169978,0.9886542267082776,0.988776957248697,0.10387961400510035,0.11357320971039334,1.4663660887987604,0.9320651114674681
full,binned,Fpar,gross,-0.16875,3.75,672502,32.541099047762536,82.05704723991305,0.4789627391442702,3.7319635810747815,58.2499108487758,58.2499108487758,5.232610388809656,-0.04127334320850653,-0.010679426059220965,0.983622723047291,0.9878441293603007,0.9883094015794962,0.25775996371066184,0.28616958397530945,2.595417601062802,2.506241440857732
full,binned,Fpar,gross,-0.16875,6.25,546282,32.76851149292148,83.21799323192685,0.5080097824932875,6.171528546264104,55.3185708190313,55.3185708190313,-2.8389176919611785,-0.05615730946539342,-0.008995056725712084,0.9776800319019264,0.9869612320598831,0.9874659632937935,0.4158249741744797,0.4384384130330256,3.79853024769833,3.7549654504783243
full,binned,Fpar,gross,-0.16875,8.75,346912,36.20406885493236,84.03932156772322,0.6031595909048973,8.673973171281027,52.210758479396006,52.210758479396006,-13.988189737724639,-0.06819799986893436,-0.0078229395437613,0.963318845479503,0.9842091006461421,0.9847432485146478,0.5695092054685984,0.5840711208577991,5.5310348659369515,5.503295170824173
full,binned,Fpar,gross,-0.16875,11.25,233824,38.98039497917987,85.5219699204568,0.6832540714383464,11.142563382872517,48.775327296220375,48.775327296220375,-9.432702925095162,-0.07521284508811239,-0.006727840823398408,0.9353364255361419,0.9787415765088697,0.9795069412437988,0.6712457721771621,0.6830818752889196,7.031887660462241,7.008752560905939
full,binned,Fpar,gross,-0.16875,13.75,148731,39.92012459679472,85.28367203563465,0.7601280163516709,13.660650459660618,46.443796977728326,46.443796977728326,-30.15820124505018,-0.07966601334501353,,0.8631197226698905,0.9659939406479863,,0.751563482955236,,8.263151179869539,
full,binned,Fpar,gross,-0.16875,16.25,106356,39.47007193428417,84.47718491409415,0.7995571476926548,16.147230119434063,41.625048643094146,41.625048643094146,-9.166498205784752,-0.08232915492971941,,0.8176698268213901,0.9631777125905634,,0.7980461118008939,,8.89738909877537,
full,binned,Fpar,gross,-0.13124999999999998,1.25,2204778,38.145162367263694,86.69089019980011,0.5764586729366847,1.0680046001778285,47.75819890216476,47.75819890216476,-197.41049317238583,0.00460656535500287,0.020709433494505193,0.8352020775607292,0.8352592034275288,0.8394167498973154,0.00034664191122128025,0.025574790471884625,0.3683314985223608,1.7684914526032616
full,binned,Fpar,gross,-0.13124999999999998,3.75,1415327,34.00615330678854,83.7496257228219,0.5060965416472658,3.704612692427383,52.37823842117896,52.37823842117896,-69.29634506630292,-0.008991257567615022,-0.0037321419931072674,0.9323730875277295,0.9325496180652831,0.9328748501018249,0.00261035926526931,0.007419569454705696,0.6097568192400306,0.9376423097395706
full,binned,Fpar,gross,-0.13124999999999998,6.25,1015787,34.48273736598835,85.35404657011652,0.5426812904673906,6.155499766048375,51.217711914951465,51.217711914951465,-72.40039075829628,-0.030658316416448058,-0.005247331832649259,0.9182395305010682,0.9208328049198742,0.9213629685848264,0.03171794920820246,0.03820230122087283,2.272151311433644,2.393816165750483
