dataset,scheme,channel,stratum,vcod_center,wz_center,n,channel_rms,N_bar,mu_bar,wz_bar,A_dF_dmu,abs_A,B_intercept,C_a,C_b,R2_form,R2_form_a,R2_form_b,partial_R2_chi_a,partial_R2_chi_b,chi_swing_a,chi_swing_b
full,binned,Fpar,gross,0.16874999999999998,6.25,610345,32.122232817109825,85.01644559158477,0.4862133711261642,6.186007513891019,-57.43259033793199,57.43259033793199,7.037554382902498,0.055631800421160074,0.008885524623113003,0.9805256233740072,0.988549590577374,0.9888818075293115,0.41202690886942755,0.4290860917289241,3.6793655674675487,3.635325831033002
full,binned,Fpar,gross,0.16874999999999998,8.75,373149,36.1487378996954,85.96366567915352,0.5837855655515605,8.647573877722484,-54.07196070454684,54.07196070454684,14.672129515854646,0.06791175860805974,0.007822485441138984,0.967881073670704,0.9857719430001762,0.9862989667457842,0.5570195325350533,0.5734280432120512,5.45297163513162,5.431594078942678
full,binned,Fpar,gross,0.16874999999999998,11.25,271497,37.91718478136122,86.59096917915858,0.6505648312872658,11.182980965216304,-50.78653987782907,50.78653987782907,15.454605918398332,0.07508836401419489,0.006709141695221293,0.9489637401414015,0.9823406585983676,0.9828498217337618,0.6539844132277816,0.6639609110511893,6.7679292121734145,6.762506806204152
full,binned,Fpar,gross,0.16874999999999998,13.75,171228,40.88560426597061,87.76698445596303,0.7321203307870215,13.628122501669008,-47.718574898698684,47.718574898698684,18.313286949396154,0.08082492935119424,,0.8926137000294294,0.9706459704426053,,0.7266501447071068,,8.309577840884913,
full,binned,Fpar,gross,0.16874999999999998,16.25,112067,41.558363731283116,85.9666107174867,0.7981957222018977,16.15123180183334,-40.6967600071254,40.6967600071254,16.314910709940143,0.08224972453481025,,0.8121305828122426,0.9543643837427793,,0.7570886366693079,,9.030122366906843,
full,binned,Fpar,gross,0.20625000000000002,1.25,684442,33.234486772785914,86.3487267553312,0.4540476767936501,1.2486182289718815,-64.612226708669,64.612226708669,-8.170696844850891,0.013210534512622085,0.008754280862044838,0.9924011529020266,0.9928568071316399,0.993136877829734,0.05996360023283919,0.09682059899634692,0.8287008201362533,0.6856895417574093
full,binned,Fpar,gross,0.20625000000000002,3.75,665913,32.218557633398845,86.51614491331391,0.4560271386802773,3.7395132989488795,-62.72305259308501,62.72305259308501,-6.790164449066533,0.030063633818937584,0.007927140341289461,0.9895565428998913,0.9920314253381692,0.9923331056797013,0.23697923154702014,0.2658662503416773,1.8977950250775673,1.87128294690043
full,binned,Fpar,gross,0.20625000000000002,6.25,592790,31.836373061822783,87.49303750178107,0.4683579345130636,6.199822915630337,-60.442366611881354,60.442366611881354,-10.904362949335066,0.04405484246589568,0.007035990596272583,0.9855642741997658,0.9913378234813622,0.9915822125726252,0.39994866634989734,0.4168781297274217,2.88845104676019,2.8600649403975744
full,binned,Fpar,gross,0.20625000000000002,8.75,363937,36.25422383704961,89.15616935126533,0.5627910874684345,8.618620091197204,-58.4157520576396,58.4157520576396,-12.806232115135213,0.054531894987079735,0.006284205083240536,0.9769188350001539,0.9904754395069567,0.9908747686308144,0.5873448981840041,0.6046459799907657,4.3779337381012,4.348171663266178
full,binned,Fpar,gross,0.20625000000000002,11.25,257513,38.52099319560834,89.02167290558633,0.6349850298819842,11.200808450418496,-55.43513709583062,55.43513709583062,-25.31618813309357,0.0624405629384546,0.005572345560254358,0.9588790545594141,0.9885682188642925,0.9889922624762639,0.7219961503019214,0.7323082578526614,5.647367244107513,5.645034904407356
full,binned,Fpar,gross,0.20625000000000002,13.75,165626,41.250358218004216,90.54821997908198,0.7000247545675173,13.592553884285131,-52.13645512197836,52.13645512197836,-8.39353665566411,0.06970809335416554,,0.9340187297624652,0.987293472782157,,0.8074222097862145,,7.069627023019215,
full,binned,Fpar,gross,0.20625000000000002,16.25,101457,43.5489674409131,88.46578708682563,0.7940891214997489,16.196808321251066,-40.66706030821627,40.66706030821627,-49.67229515750013,0.07307958900408684,,0.8425329050259025,0.9754273700433859,,0.8439506999182512,,8.214112965080865,
full,binned,Fpar,gross,0.24375000000000002,1.25,534532,34.49265635891015,87.63114811891134,0.46367420472488124,1.2486889890522002,-65.94840386636444,65.94840386636444,-12.616356529552403,0.008656173273414067,0.006755318280109596,0.9930071113358145,0.9932205295707864,0.9934703916161226,0.030519324019116258,0.06625020110513175,0.5627524072227184,0.5483925145273101
full,binned,Fpar,gross,0.24375000000000002,3.75,522791,33.43402980260802,87.53747218018873,0.4649523423318317,3.7427603860724874,-63.8018037941444,63.8018037941444,-7.368579968650653,0.024005028967810316,0.006403666384174306,0.9909412495856914,0.9926634904620049,0.992906180354069,0.1901190338121062,0.21690969267392737,1.5632363973488255,1.5607852287368207
full,binned,Fpar,gross,0.24375000000000002,6.25,473677,32.94774244021214,88.09948078659747,0.47626082752593074,6.2065585523881595,-61.24281664486884,61.24281664486884,-11.5042139877908,0.03704703479916849,0.005953949583568345,0.9881228785952292,0.992518296545675,0.9927421070248554,0.370074347196645,0.3889181790943678,2.487090834864771,2.480813996625814
full,binned,Fpar,gross,0.24375000000000002,8.75,296710,36.96425977656361,89.15603350846874,0.5653041690539579,8.616600342852749,-58.93666585752171,58.93666585752171,-0.8097413307160635,0.04790289416382116,0.005516801823369237,0.981633834805971,0.9926057876695339,0.9929122451413623,0.5974003145267346,0.6140862948928519,3.862910649553532,3.8333303089163975
full,binned,Fpar,gross,0.24375000000000002,11.25,207040,39.33093978949592,88.6004954199417,0.6404887944358549,11.200735301714595,-55.887840027881005,55.887840027881005,-11.851869488117519,0.05594453211157,0.0049904328967883636,0.9660978023907477,0.9911539485176268,0.9915095197298933,0.7390714435586043,0.7495595899721411,5.079550881568329,5.075191375275168
full,binned,Fpar,gross,0.24375000000000002,13.75,128834,42.26186238923039,90.08069108491603,0.7072643867302109,13.589464375857013,-53.12324104150112,53.12324104150112,-29.237659556841333,0.06384672014358178,,0.9415353115681951,0.9910986383348086,,0.8477480697502687,,6.508367601489523,
full,binned,Fpar,gross,0.24375000000000002,16.25,77308,44.564818500014276,87.99491292690499,0.7974077715113571,16.186906162566764,-46.35472824900805,46.35472824900805,-25.17680156605525,0.06783439581211075,,0.8348951763521898,0.9833076877639685,,0.8988987004302285,,7.615667485724346,
full,binned,Fpar,gross,0.28125,1.25,4607338,31.50589956336925,82.60600047581818,0.4610243268455601,1.2505642893003552,-61.23696942294224,61.23696942294224,0.06840871610247062,-0.0007621705443485845,0.002031726944512183,0.9928293867958691,0.9928315182018443,0.9928790498232549,0.00029724179991500875,0.0069259107934070575,0.046441643577185034,0.15481990038444715
full,binned,Fpar,gross,0.28125,3.75,4605662,30.785436488449847,82.4973506574983,0.4605586341333718,3.7493883892201603,-59.81174637981576,59.81174637981576,0.2798635581309061,0.00846452322913505,0.002393080758192838,0.9922905906498036,0.9925614604975731,0.992632658762089,0.035134967604559426,0.044370210057222886,0.5145734967699502,0.5454597358282476
full,binned,Fpar,gross,0.28125,6.25,4155368,31.076726656568376,83.40957561458454,0.4763267176336703,6.17553328882166,-59.00726247294714,59.00726247294714,0.4167365489239529,0.01629213890901967,0.0026927031661793154,0.9912245243131176,0.9923016712222689,0.9924126703057371,0.12274513058721281,0.13539391310668109,1.0356641439493999,1.0570700898115175
full,binned,Fpar,gross,0.28125,8.75,2605611,35.62213689649432,83.7779072928188,0.5768156873762001,8.648146268435127,-57.9686813538633,57.9686813538633,0.5027254802834186,0.023289081171771288,0.002674334853049166,0.985895929179522,0.9895208778461873,0.9896170796773827,0.2570143551322884,0.263835210785943,1.8006898153547857,1.788238184801888
full,binned,Fpar,gross,0.28125,11.25,1857779,38.414644755572404,83.88616737741974,0.644770933464093,11.142959533495345,-56.52775103258873,56.52775103258873,0.9499853157887072,0.030219226164591134,0.0027290419008262744,0.9764874956882997,0.986252914366127,0.986574002705068,0.4153287352282519,0.42898480242910547,2.6151651813784262,2.6316403911529065
full,binned,Fpar,gross,0.28125,13.75,1149893,42.239100395421694,85.15342444550481,0.7292651577146657,13.624096509997614,-57.04303204862038,57.04303204862038,1.9579502097449943,0.035209835529934064,0.0025735540928229013,0.9550153412264704,0.9797375899434253,0.9799416749178764,0.5495706623321605,0.554107430644189,3.4984168938350972,3.483762801006119
full,binned,Fpar,gross,0.28125,16.25,832175,43.359988209516146,81.96019822329215,0.7990605341424494,16.225675780269633,-44.87289388743985,44.87289388743985,-4.074238967481759,0.038684951188801296,0.0023850841925650633,0.820736842898973,0.9342784242357719,0.9351083740929053,0.6333793467266143,0.6380091316224904,4.053635710445565,4.055170993864466
full,binned,Fperp,trans,-0.01874999999999999,1.25,113346022,7.085135666011002,87.39074782335167,0.47855716806718834,0.620414629480042,5.085026978133665,5.085026978133665,-0.6162726417701719,-0.030184712969470867,0.029059939345381633,0.5477877574881158,0.55338122956981,0.5668622526328331,0.012369130146995404,0.0421804041367058,2.0197904503952184,1.2064129699054775
full,binned,Fperp,trans,-0.01874999999999999,3.75,18344956,16.079126649017585,88.23364829577365,0.5292941449409818,3.5593809552535705,23.186225886569495,23.186225886569495,-5.468821007814978,-0.07533893596328213,-0.016720792265391266,0.5371760716549482,0.5669179827753004,0.5603647629789317,0.06426182679599589,0.05010261981678585,5.629512549165747,4.447158753948153
full,binned,Fperp,trans,-0.01874999999999999,6.25,8020498,21.542487416501327,89.29561232228957,0.602573119524492,6.091335433319984,23.944507009386026,23.944507009386026,-5.701701722766656,-0.07114434234945892,,0.31792926853791115,0.3503783882764745,,0.04757442042558438,,6.124917250304909,
full,binned,Fperp,trans,-0.01874999999999999,8.75,3613138,26.640272979998457,90.34196016399619,0.6883522024345526,8.590566819386375,18.564935870499355,18.564935870499355,-6.165571878997131,-0.03207006107131445,,0.15664717076733325,0.16236914717002449,,0.006784795407513409,,3.190949897586024,
full,binned,Fperp,trans,-0.01874999999999999,11.25,1689646,31.180782846631185,92.10153647775253,0.7438828606702251,11.05956419106693,11.996681577917988,11.996681577917988,-9.63177605020814,-0.020770213562890563,,0.1584207322939598,0.1602962676524683,,0.0022285902593831546,,2.2768392659755006,
full,binned,Fperp,trans,-0.01874999999999999,13.75,541999,36.72890610213615,94.08718486981671,0.7679993874527443,13.544614573951709,-6.4636979091740425,6.4636979091740425,-48.51190311429979,0.020215580924050614,,0.23296989892858788,0.23366680177267574,,0.0009085730053023269,,2.337209035921875,
full,binned,Fperp,trans,-0.01874999999999999,16.25,212909,42.089582037389,95.26972989219263,0.7848865008055087,16.062274743028926,23.287282734448798,23.287282734448798,-109.4875850253535,0.0042502928413115535,,0.32106427780047264,0.32107521765227176,,1.6113236410195493e-05,,0.5085113254767151,
full,binned,Fperp,trans,-0.01874999999999999,18.75,124738,47.44765228029023,94.3709732743662,0.799350638939223,19.365570329940354,75.96202619125437,75.96202619125437,-184.60923842639428,-0.010335386368804857,-0.0009230128178427431,0.3147877350569096,0.31479467013672424,0.31480705724357616,1.0121067834675748e-05,2.8198833638982928e-05,1.2474480248362125,2.1574153631578676
full,binned,Fperp,trans,0.01874999999999999,1.25,121029611,7.566968525015026,87.34636621144615,0.47982775967115693,0.6514312666808106,-6.391469238528027,6.391469238528027,1.0838241111752,0.032032930248993764,-0.029426325316737015,0.5617793414849734,0.5676673701861373,0.5806446194180788,0.013436218915640017,0.043049722934178795,2.1480622487838037,1.2854489267840339
full,binned,Fperp,trans,0.01874999999999999,3.75,22968108,16.360754741599386,87.8410656728384,0.5283086573783122,3.5796048511632637,-24.86118496833556,24.86118496833556,4.859253336665088,0.06966147193677158,0.015496309047205213,0.5834119489633373,0.6106513259024,0.6049174989539762,0.06538684168035695,0.05162306008807312,5.1724696716465175,4.118780643962541
full,binned,Fperp,trans,0.01874999999999999,6.25,10639795,21.71380244889023,89.18195018087052,0.6035884337997076,6.099939845425268,-26.814978560362604,26.814978560362604,4.99690014412489,0.07556174832857819,,0.4059533995612091,0.4465401191320525,,0.06832245069808336,,6.5078847712281895,
full,binned,Fperp,trans,0.01874999999999999,8.75,4935903,26.589028268279968,90.57085165620649,0.6896381067456077,8.587532129236001,-23.13416848249524,23.13416848249524,5.95348248048153,0.06291405953827342,,0.22510658290725294,0.24913409625173322,,0.03100750737388754,,6.287491256077905,
full,binned,Fperp,trans,0.01874999999999999,11.25,2258318,30.930755420294098,92.89693284015037,0.7383687771164217,11.065038897853489,-15.81008066053641,15.81008066053641,4.944007753861996,0.041100441026751505,,0.15713276142674104,0.16582387390662034,,0.010311365873694394,,4.5106711249978995,
full,binned,Fperp,trans,0.01874999999999999,13.75,773787,36.40042976253794,96.46964413330588,0.7599079591670543,13.5519400521795,-8.008650162233208,8.008650162233208,34.39336076080037,-0.008312940687978691,,0.1640257769418274,0.16420326032499988,,0.00021230724378451535,,0.9750487598148164,
full,binned,Fperp,trans,0.01874999999999999,16.25,327842,41.10849635483975,97.8209894945496,0.780229805821095,16.0855659299506,8.278146120620521,8.278146120620521,30.100477052357874,-0.047289822633340244,,0.19000856054860504,0.19293871517034034,,0.0036175130736193703,,5.774870586973177,
full,binned,Fperp,trans,0.01874999999999999,18.75,210596,45.34275610341599,98.20444376587957,0.7989657923227436,19.429976237573708,-0.34230206320123746,0.34230206320123746,62.06796370646969,0.053971005401451264,,0.1942755126899689,0.19775192004699782,,0.004314635352135265,,6.775476083369999,
full,binned,Fperp,gross,-0.28125,1.25,3497539,25.68797740862465,79.1045901867545,0.4462872036594802,1.2589294944188822,53.36595985758887,53.36595985758887,1.0897363191341347,-0.008847196039073274,-0.005018834207842387,0.9918691674349395,0.9922554412670952,0.9922743518432585,0.047507291420029206,0.04983307737268696,0.4997372847155052,0.3568949148015758
full,binned,Fperp,gross,-0.28125,3.75,3723028,25.501618379027953,78.94206098570595,0.4403859707743191,3.7673195862422912,53.29514011281177,53.29514011281177,0.6536663794813431,-0.016072748811463637,-0.004076067925266605,0.9908762817194386,0.9921959570822888,0.9922266285905326,0.14464227437423088,0.1480040077487807,0.8940299668643288,0.8541532441830537
full,binned,Fperp,gross,-0.28125,6.25,3444546,26.650809118091708,80.2729845705759,0.45582218962962995,6.156118351491799,54.318717232895246,54.318717232895246,0.0497762420733185,-0.02179655332826732,-0.003388173684050669,0.9900553049243228,0.9925810522179326,0.9925215613515069,0.25397936029101775,0.24799718929703726,1.276064657821144,1.2211175743224691
full,binned,Fperp,gross,-0.28125,8.75,2234249,31.398184632926384,80.34683591121126,0.548555062573595,8.676977674980973,54.17371909144159,54.17371909144159,-1.2740668622470344,-0.026500478394541466,-0.00300223290515303,0.9860092437044234,0.9915232864941614,0.9915492286618645,0.39412042303112516,0.39597465929647857,1.8687994728022441,1.8370536913401703
full,binned,Fperp,gross,-0.28125,11.25,1535886,35.73633795700779,81.45911832502203,0.6294917070667948,11.107123660146511,55.539980367601686,55.539980367601686,-1.9425481673080423,-0.03060969606841306,-0.0026999344945127777,0.9790680984129876,0.9901094069710323,0.9899391753110471,0.5274871235251493,0.5193544816207595,2.511358529003129,2.46039329866009
full,binned,Fperp,gross,-0.28125,13.75,930447,41.23861058137977,83.23841975089121,0.7327216918319821,13.640563066842619,52.984389992417995,52.984389992417995,0.31763083317257307,-0.034106663140325455,-0.0024713080972916896,0.9730685028174494,0.9929514480290275,0.9928439023603222,0.7382784951317383,0.7342851906386246,3.328297126099998,3.2895920859769086
full,binned,Fperp,gross,-0.28125,16.25,724869,44.475699123381425,79.55706683076976,0.7996006174908742,16.233330038997746,47.13452214471034,47.13452214471034,2.91223658985261,-0.03773177649418535,-0.002308858186390007,0.8690652645063238,0.9713855993655323,0.9709515412623859,0.7814605839574958,0.7781455117460633,3.8404235090718086,3.814843651342375
full,binned,Fperp,gross,-0.24375,1.25,578498,25.186367723316703,82.0413158355132,0.4140301262925731,1.252318148896885,50.56661789269272,50.56661789269272,6.907596722746308,-0.007204744230752165,-0.00526601108793817,0.9902483973392123,0.9906160884867904,0.990910185906907,0.037705714677701035,0.06786459525835258,0.3915643196603993,0.3584107165950601
full,binned,Fperp,gross,-0.24375,3.75,589268,25.28159677332048,81.7655370006844,0.41475695269385277,3.76015176516904,50.57962706177855,50.57962706177855,1.223564971276047,-0.018051696522711255,-0.004739352094604018,0.9881443521376,0.9904409038954914,0.9906639675861392,0.19370951166447137,0.21252448434556054,0.9794944391006166,0.9669595330742634
full,binned,Fperp,gross,-0.24375,6.25,544830,26.379426224037072,82.96358835475121,0.4282051282051288,6.160848973917688,52.159622785187715,52.159622785187715,1.9570218287366283,-0.028126763591236534,-0.004429949545933789,0.9841442814929358,0.989530013292655,0.9895853340837635,0.3396712547160615,0.3431602666510219,1.598744773201658,1.5513104477182469
full,binned,Fperp,gross,-0.24375,8.75,411839,29.450653631446542,82.8390877901936,0.48227219860188103,8.68524026737668,53.68421137112274,53.68421137112274,14.783133186137105,-0.03942721416226045,-0.004521641867248197,0.9716084635625077,0.9830593779140211,0.9832845905318082,0.40332140448700365,0.41125379019226077,2.5202499187965812,2.51029936481947
full,binned,Fperp,gross,-0.24375,11.25,224108,35.253802976507565,87.1025625057679,0.5916709800631843,11.100896427600507,55.5319153209251,55.5319153209251,11.783970045040334,-0.045172042560853165,-0.003991357762317783,0.9646369720276108,0.9857015439298601,0.9855614791083241,0.5956665226376022,0.5917057526027142,3.72478244648932,3.6535065573720638
full,binned,Fperp,gross,-0.24375,13.75,142415,40.90672224754176,87.64820385463251,0.7122002598040938,13.675454210407175,54.22854294982849,54.22854294982849,6.153120756833403,-0.05796109349952468,,0.942936841379913,0.9906516577256822,,0.8361755202414072,,5.788975364709796,
full,binned,Fperp,gross,-0.24375,16.25,103560,44.810388209343635,84.65397622100087,0.7893192352259571,16.1446807530597,54.32916331966182,54.32916331966182,-3.6649488523416522,-0.06943984558149606,,0.7935529329291213,0.9826967926519916,,0.9161857439124204,,7.423842974702349,
full,binned,Fperp,gross,-0.20625,1.25,644880,25.21094465227616,82.67362553270662,0.41682840218335343,1.2613075007323582,50.98933859884196,50.98933859884196,2.8388861256018227,-0.0047540089251530675,-0.0047086344063717814,0.9887418182101936,0.98889303570755,0.989253787598115,0.013431786782247403,0.045475317194206534,0.26212247645957043,0.3274614795806061
full,binned,Fperp,gross,-0.20625,3.75,709763,25.034237474352356,82.31174573922029,0.4103182329876324,3.7852376770508607,51.00066107031685,51.00066107031685,5.201121535522439,-0.017993989242224416,-0.0047500859155804485,0.9860048580082004,0.9881539510727381,0.9884221146257084,0.15355993285362332,0.17272112129511893,0.9723666780665261,0.9716217549696076
full,binned,Fperp,gross,-0.20625,6.25,711233,26.056909701463255,83.36175503769282,0.42298993438155985,6.204692383566398,53.16950021839834,53.16950021839834,-1.679905185982836,-0.03193464495729541,-0.004980698056609559,0.9785158042087893,0.984657401199809,0.9846507900828682,0.2858658080900744,0.28555808808020766,1.8016853907943386,1.7435216085477931
full,binned,Fperp,gross,-0.20625,8.75,567851,28.710006865003017,81.44534069789135,0.4737323699350711,8.66104452444382,53.4244153162367,53.4244153162367,-3.1464195250947418,-0.04557393867150425,-0.005276933978854647,0.9678910494752669,0.9802445000071075,0.9807489575208433,0.3847354189394899,0.4004462255990649,2.813428298814653,2.8214426028994444
full,binned,Fperp,gross,-0.20625,11.25,317485,34.15273793581998,84.22438141510473,0.5832499173189303,11.11095982320403,54.83340770699573,54.83340770699573,9.471609947037116,-0.05148606087030245,-0.004497788195381834,0.964984324964459,0.9849363104274756,0.9845634105130313,0.5698015372476858,0.5591520234494833,4.046710761872427,3.927923998722079
full,binned,Fperp,gross,-0.20625,13.75,208186,39.13843334607109,84.75503866550609,0.6836991920686316,13.628625578620358,53.23153283443702,53.23153283443702,27.281527870171296,-0.06602803990749255,,0.9336082090451929,0.9867380953807541,,0.800247825393454,,6.121797797561019,
full,binned,Fperp,gross,-0.20625,16.25,112487,44.14209257278273,85.36043981517288,0.7682123267577592,16.092967544248005,54.40608411619728,54.40608411619728,1.992362133116405,-0.07776799880054096,,0.7913274925279625,0.9761007286922254,,0.8854699567408171,,8.15941122766974,
full,binned,Fperp,gross,-0.16875,1.25,853220,25.236484315856323,83.74160506880811,0.42105459318815885,1.273604340320923,51.86869740615822,51.86869740615822,0.7484115552820263,-0.004926194868820382,-0.005293752613151503,0.9870512795150916,0.9871868084927964,0.9876309016353689,0.010466592267759709,0.04476288765000458,0.2779145344597728,0.38036263311233287
full,binned,Fperp,gross,-0.16875,3.75,973836,25.256868820104614,82.36611379451092,0.4217215218989648,3.772889655466695,51.647336707737544,51.647336707737544,-2.357155955405486,-0.0224510366381256,-0.005838385067589073,0.981329335257561,0.9841383670867846,0.9844695787834628,0.15045162386953273,0.16819130808791397,1.2477590311487385,1.2242247696244224
full,binned,Fperp,gross,-0.16875,6.25,1009551,26.290849469648954,82.90871450356384,0.4299850131395043,6.229702721124992,53.360538255666185,53.360538255666185,2.7786129039642793,-0.0394016041153644,-0.006259691064188344,0.9721886453917017,0.980908626818045,0.9813018048623796,0.31354033448415775,0.3276776553688147,2.247436273454193,2.224301760707487
full,binned,Fperp,gross,-0.16875,8.75,726453,29.534053433806932,81.6997436802446,0.4945617954637122,8.717272080195453,53.767408324396335,53.767408324396335,3.27650565786203,-0.0527031674792311,-0.006037885561920379,0.9589394515734597,0.9774142431871816,0.9779479324196201,0.44994020590772993,0.4629378216944086,3.4072025986791727,3.402723964477266
full,binned,Fperp,gross,-0.16875,11.25,491605,33.49940209462499,82.65421851966845,0.5731125598803902,11.124337790100418,54.5036273524205,54.5036273524205,-4.31436979245241,-0.06440360014465742,-0.005749412328799808,0.9536604566534174,0.9808902405648108,0.9810014116413205,0.587614420533593,0.590013474742612,4.881295258332121,4.847552894176912
full,binned,Fperp,gross,-0.16875,13.75,273784,37.88052449558268,81.95791265423681,0.6629561990474233,13.623502574892887,50.94822721374298,50.94822721374298,-10.516048777721664,-0.07933045992680894,-0.005831745571726802,0.8979456075107647,0.9790312001723536,0.9801982104484842,0.7945330983195239,0.8059682776162286,6.896610193782777,6.906898183536386
full,binned,Fperp,gross,-0.16875,16.25,132797,43.0697368806178,85.58919016050585,0.7424113496539844,16.06584226870945,52.82160570124766,52.82160570124766,-7.476728352970609,-0.0902951778980347,,0.7540177687920281,0.9656300581874955,,0.8602746969009902,,9.180113703114086,
full,binned,Fperp,gross,-0.13124999999999998,1.25,1186893,25.53324843493882,80.83402914579142,0.43559714312916203,1.2700609952028612,50.87701054955756,50.87701054955756,3.48507620758875,-0.00888601667729882,-0.007815157995583827,0.9766377707771161,0.9771070566448306,0.9780274489679925,0.020087375362912507,0.05948397208239373,0.5006178791530651,0.5591928027174514
full,binned,Fperp,gross,-0.13124999999999998,3.75,1322834,25.29263294359805,80.60763177570537,0.4297802294165411,3.7766119792346555,51.44929957875079,51.44929957875079,1.8784240200522895,-0.029462182952435183,-0.007954348798897785,0.9724250287171782,0.977301212286622,0.9782783418176785,0.17683367715713577,0.21226905516839648,1.6330801498858751,1.6651354821249809
full,binned,Fperp,gross,-0.13124999999999998,6.25,1497055,26.321947123700227,83.44841686124636,0.4293891673986607,6.2359340555259175,54.922077298756015,54.922077298756015,0.12367367567739751,-0.04691496759338097,-0.007427776585488815,0.9688845692981823,0.9798160524025777,0.9802241738550594,0.35132032107004774,0.364436689485217,2.6896798480157904,2.6555196217832644
full,binned,Fperp,gross,-0.13124999999999998,8.75,1040294,30.102369050530182,80.92877114681427,0.5114656049155338,8.68156183122535,53.689361054507046,53.689361054507046,-7.8607460300751235,-0.06377780181861602,-0.007360712459078002,0.9518447784429566,0.9760102696412674,0.9770896620323597,0.501824940618019,0.5242397973291159,4.223854103932571,4.23211126942887
full,binned,Fperp,gross,-0.13124999999999998,11.25,849296,32.626983585872,83.88982188937871,0.5499805721444591,11.214603911826764,54.155450115408975,54.155450115408975,4.379756680973291,-0.07330639552276015,-0.006595704783724477,0.9365032330177234,0.9628631577996707,0.9637549906902245,0.41513806190014235,0.4291833894489111,5.41151004856171,5.460365973841692
full,binned,Fperp,gross,-0.13124999999999998,13.75,453818,37.046750118126205,81.39527529088184,0.6550590765461043,13.6093614308653,47.82584458552094,47.82584458552094,-12.210229725709349,-0.08968770726338114,-0.006501267496478593,0.844201810838648,0.9426407429729023,0.9422662481498355,0.6318361764288951,0.6294324589975008,7.651253121579017,7.5480615206536665
full,binned,Fperp,gross,-0.13124999999999998,16.25,220764,40.671614439576366,83.02937545957418,0.7256318965048664,16.07514309300175,50.95990362202509,50.95990362202509,-9.189813165114625,-0.09927466280933236,,0.7643097249298065,0.9507554187919394,,0.7910623117844188,,9.569881039052978,
full,binned,Fperp,gross,-0.13124999999999998,18.75,178468,46.4598016927884,85.65474059525086,0.7996385906717188,19.409628233552677,56.02634863399524,56.02634863399524,-25.645708590224586,-0.1143935882848215,,0.4160484070929724,0.8952648693613955,,0.8206441562780706,,12.53622606082235,
full,binned,Fperp,gross,-0.09375,1.25,1914348,25.652409183718287,79.79442005448763,0.45806723751376477,1.2811263137877338,49.99993342579731,49.99993342579731,-2.0503477313761325,-0.01500260689953919,-0.011043200710143112,0.9784005427178775,0.9794278155025236,0.9806065328487429,0.047560120202482965,0.1021317388697227,0.8773814860511187,0.8273869239958762
full,binned,Fperp,gross,-0.09375,3.75,2323070,25.28942284239674,81.78803370911675,0.4404732530659878,3.787483379023756,51.811110958408534,51.811110958408534,-1.840142030387255,-0.038867440277898214,-0.010347585990197816,0.9728221177936801,0.9791778790400184,0.9803530983495445,0.23385785537257034,0.2770996098479356,2.240346699257566,2.2590147758712127
full,binned,Fperp,gross,-0.09375,6.25,2257641,26.636514977000925,83.08664027685367,0.4584254981194988,6.202253490478372,53.08955200875554,53.08955200875554,-6.302700668751939,-0.061262233863688606,-0.00980978385755367,0.9617150710293363,0.9779008275530727,0.9787946959183951,0.4227709691230974,0.4461187560814405,3.7334709383761457,3.7079075473575274
full,binned,Fperp,gross,-0.09375,8.75,1890959,29.944274015112413,84.23012270948018,0.5226998047022711,8.773937457094576,53.04932992179659,53.04932992179659,-4.655896074715532,-0.07884456276350474,-0.009026420927061992,0.9372659456581962,0.9685384883451106,0.9698366709973317,0.49849388844736997,0.5191873166952566,5.554071969031984,5.578916613799434
full,binned,Fperp,gross,-0.09375,11.25,1577794,32.38914016202153,86.31403648608901,0.5684578595177835,11.155138702722589,52.499534379194,52.499534379194,-8.169279261499101,-0.0864749092140271,-0.007734696739876258,0.9182446084555053,0.9556195348328922,0.9566755353757926,0.45715549361715047,0.4700720795810959,6.788749749038792,6.773575100668989
full,binned,Fperp,gross,-0.09375,13.75,1044428,35.48564676732183,85.8658320635896,0.6582961199814643,13.689389702288194,48.15565913412136,48.15565913412136,-4.5723075291295014,-0.09753293900150921,-0.007014208192257974,0.8291430827221016,0.917392787489211,0.9163367714848089,0.5165123319155498,0.5103316280773517,8.820901488374997,8.68409168298775
full,binned,Fperp,gross,-0.09375,16.25,661294,37.30779811156057,85.42139597091682,0.718502965398144,16.10199597974772,50.47487075978489,50.47487075978489,-1.0568044954302207,-0.11716077540648502,,0.760223094009604,0.9124877254666282,,0.6350262583800415,,11.505286806203154,
full,binned,Fperp,gross,-0.09375,18.75,517243,41.916507179317676,87.23614580965109,0.7991178227641557,19.261540257399908,45.06045697826106,45.06045697826106,12.974720680514537,-0.12501509347758677,,0.4609324158989707,0.7665981325822966,,0.5670267062952159,,13.944075294571798,
full,binned,Fperp,gross,-0.056249999999999994,1.25,5456372,24.318312611473672,83.40654636853944,0.4752658726347823,1.2919407549236666,45.80791195410532,45.80791195410532,0.9341298624755203,-0.02201879701492417,-0.013879335782179253,0.9630171625425491,0.9650215327581598,0.9664747914695682,0.05419730754615198,0.09349279732787277,1.3965302239713575,1.1372816519750084
