stratum,channel,wz_center,n,F,partial_R2_chi,slope_dF_dchi,chi_swing_abs,channel_rms,rel_swing
0.5<=psi<2,Fperp,4.375,716875,197.62055148335574,0.00027559695655926406,67.87742508730265,0.5430194006984213,14.725367214201844,0.036876459024716715
0.5<=psi<2,Fperp,5.625,484314,452.5180419339855,0.0009334936026610327,125.69226737429322,1.0055381389943459,16.225554254589948,0.06197249864114166
0.5<=psi<2,Fperp,6.875,307867,728.6006968334029,0.0023610898697095616,189.11628814318385,1.5129303051454708,17.17491034505552,0.08808956057118679
0.5<=psi<2,Fperp,8.125,151998,786.6752993530233,0.005149218275825581,287.95919337120796,2.3036735469696636,18.318601358180626,0.1257559735007226
0.5<=psi<2,Fperp,9.375,51506,524.0650606532975,0.010074093255150976,461.0533922038043,3.688427137630435,19.986774657819602,0.18454338935508932
0.5<=psi<2,Fperp,10.625,8766,149.52196262784403,0.016787918253078446,710.7246168675849,5.685796934940679,21.697287585102146,0.2620510472859602
psi>=2,Fpar,0.625,1835092,156.4280683116074,8.523578227406349e-05,30.175585866526166,0.24140468693220934,13.502059908109013,0.01787910056503508
psi>=2,Fpar,1.875,1866581,82.73292620240714,4.4321493816220355e-05,20.460779635813466,0.16368623708650776,12.671322678029963,0.012917849323679002
psi>=2,Fpar,3.125,1906257,43.41949631474706,2.2776945786295083e-05,13.617292905559019,0.10893834324447216,11.609835819453702,0.009383280258100861
psi>=2,Fpar,4.375,1943458,90.90170879696704,4.677120789598636e-05,18.718025011097367,0.14974420008877895,10.65658415921815,0.014051801013483982
psi>=2,Fpar,5.625,1852252,150.92801815420998,8.147727968191162e-05,24.93132999278272,0.19945063994226178,9.97300661037896,0.019999048204248904
psi>=2,Fpar,6.875,1476335,343.49602246749083,0.00023261537086851595,44.12824416704908,0.3530259533363927,9.669595363434889,0.03650886516630711
psi>=2,Fpar,8.125,1102972,1534.914033813077,0.0013896939182142152,110.45216711050108,0.8836173368840087,9.262334312916291,0.0953989898261184
psi>=2,Fpar,9.375,999135,3304.200225761583,0.0032961898245059164,174.4637186147535,1.3957097489180281,8.744125372750771,0.15961685010458154
psi>=2,Fpar,10.625,725908,1798.711148985483,0.0024717834362093013,161.46357496554904,1.2917085997243924,8.605474723212973,0.15010311938283344
psi>=2,Fpar,11.875,290544,263.5977241763216,0.0009064614693443093,117.71058253938185,0.9416846603150548,8.908663994924801,0.10570436384754499
psi>=2,Fpar,13.125,41557,772.6463193302736,0.018256527959720933,-667.8228825357639,5.3425830602861115,9.231565722895413,0.5787298948688467
psi>=2,Fpar,14.375,581,40.51831497549219,0.06593508116533209,-4348.4012254228455,34.78720980338277,8.759786383076868,3.9712395122543835
psi>=2,Fperp,0.625,1835092,635.6812565760206,0.00034628468025443176,86.00414958466337,0.688033196677307,20.615287970861697,0.03337490107583241
psi>=2,Fperp,1.875,1866581,786.4704610066083,0.0004211673727607573,90.59266612794436,0.7247413290235549,20.481038661420218,0.03538596557550266
psi>=2,Fperp,3.125,1906257,528.919993936761,0.0002773895511271674,70.38495220713737,0.563079617657099,20.465429053006034,0.027513697181657276
psi>=2,Fperp,4.375,1943458,48.87953560720238,2.5150290165936273e-05,20.606321782944,0.164850574263552,20.584677327652134,0.008008411870615156
psi>=2,Fperp,5.625,1852252,656.9495206637409,0.0003545520743490174,-77.17262798077886,0.6173810238462308,20.991013194519226,0.029411682900920173
psi>=2,Fperp,6.875,1476335,6899.76027239804,0.0046518611375323485,-276.1802540776733,2.2094420326213866,21.601692497785315,0.1022809686253939
psi>=2,Fperp,8.125,1102972,3399.2190649193076,0.0030724287275394097,-210.48098870687366,1.6838479096549894,21.071169615468897,0.07991240829929216
psi>=2,Fperp,9.375,999135,0.3923719716938439,3.927150505576526e-07,-2.2510256777547215,0.018008205422037776,20.88863073254577,0.0008621055947903701
psi>=2,Fperp,10.625,725908,4.715620795455798,6.496206995473197e-06,-9.969507324504715,0.07975605859603772,21.604987938443834,0.0036915576543377787
psi>=2,Fperp,11.875,290544,49.02092563554704,0.00016869793968503233,-61.786347736301884,0.4942907818904151,23.154045290860385,0.021347923254064243
psi>=2,Fperp,13.125,41557,1012.1181037756331,0.023780345744390752,1246.001537868885,9.968012302951081,25.437522413244277,0.391862546242363
psi>=2,Fperp,14.375,581,61.59231409835805,0.09690537901757357,6561.615500133081,52.49292400106465,27.95869233580959,1.8775171374460717
