controller,trajectory,tracking_mean,tracking_std,ce_mean,ce_std,chatter_mean,chatter_std,est_rmse_vx_mean,est_rmse_vy_mean,est_rmse_psidot_mean,est_rmse_psi_mean,est_rmse_X_mean,est_rmse_Y_mean,n
asmc,octagon,49.92787845363558,NaN,47.45211523772215,NaN,0.320287795378895,NaN,0.023771374556752795,0.03246322609981432,0.025446315117994507,1.6795001746686604,1.981004779395181,3.7177356102750543,1
asmc,spin_creep,44.82900596568228,NaN,45.72323448071239,NaN,0.32736798856228577,NaN,0.018663233212668582,0.0232859015241101,0.01542140952643559,1.308624345453611,1.357599048459686,0.25202799042814683,1
asmc,spiral_orbit,79.36088789781704,NaN,51.68357896028142,NaN,0.180437510634839,NaN,0.016510651894241835,0.02152327025700972,0.010554416760833282,1.3073923479288752,1.6726236196825892,0.6650244256354514,1
pid,octagon,34.56460106757775,NaN,45.28918809824857,NaN,0.7176048403665594,NaN,0.020918774878292766,0.0289375304311411,0.025371203897036256,1.6688002567032978,1.9920992629189067,4.098506632577887,1
pid,spin_creep,30.839365784755127,NaN,44.51073400639039,NaN,0.7326408430074033,NaN,0.020108386357886983,0.024395880542557792,0.015328613113612884,1.3183251001479674,1.3540155997241736,0.2798835041563294,1
pid,spiral_orbit,81.48737293719329,NaN,47.900502406597134,NaN,0.5887378870630982,NaN,0.015735714057037876,0.021552242712605186,0.010576377636021308,1.2733783357949746,1.6135585513657331,0.67816774344051,1
