t,Xo,Yo,Vx,Vy,Vx_des,Vy_des
34.980000000000004,-2.7207328997683056,0.44432557308943416,-0.008763280550664526,0.0037031022934392375,3.260075548516852e-65,1.2166767583577827e-64
35.0,-2.720929709573277,0.44421397470558194,-0.008615921552522415,-0.00967166773372187,3.260075548516852e-65,1.2166767583577827e-64
35.02,-2.7210731859670245,0.44423854701218585,-0.004461470190243092,0.009649008925964842,3.0896684160302694e-5,-8.278741569552565e-6
35.04,-2.7211329255192687,0.4443049945440086,-0.0024801601204521846,-0.008687748507217007,0.00024121307337976908,-6.463284821593824e-5
35.06,-2.721174557477866,0.444104081751133,-0.0012252835204730884,-0.002444948177896416,0.0007942403028347343,-0.00021281604774081732
35.08,-2.721198535920916,0.44429143652253805,-0.0021446645522929034,0.01297993292417828,0.0018362050675232251,-0.0004920096649807832
35.1,-2.721248961946703,0.4443213074016526,-0.0023269184966000058,-0.011245694118286126,0.0034968530219309677,-0.0009369789432767335
35.12,-2.7212992997742607,0.44413109057121414,-0.0019404035568722125,-0.0010841771405984643,0.005890032179692405,-0.0015782293659419048
35.14,-2.721324830914598,0.4441566657404663,-0.0011139048179172957,-0.006337744853340929,0.009114276313259808,-0.0024421629777320753
35.160000000000004,-2.7213554825162527,0.4437714361546372,0.0001542565221295463,-0.022208074039474706,0.013253388353562127,-0.0035512347063130175
35.18,-2.7213324070561673,0.4435303278044298,0.00486395443781375,-0.007306383045703796,0.018377023789670318,-0.00492410868372969
35.2,-2.7211949420824335,0.4431564134744251,0.010236582592379107,-0.027479537227082938,0.02454127406846841,-0.006575814567876962
35.22,-2.7210300158258525,0.4427611497810292,0.008096037194968314,-0.0063403557564425585,0.03178924999430405,-0.00851790386396484
35.24,-2.720816246111253,0.44261075015026097,0.014984045401530066,-0.016828990221726358,0.040151665128670314,-0.010758606245992078
35.26,-2.72044540467034,0.44208748424943667,0.022940490790897886,-0.022777717541942015,0.049647419189849225,-0.013302985878209519
35.28,-2.71995766798312,0.44183743386702595,0.02826227660135996,-0.008637801482723528,0.060284181452599776,-0.01615309773659537
35.300000000000004,-2.719301475536719,0.4413905050064855,0.041669123389990154,-0.028070468390343512,0.07205897414779945,-0.019308143930318003
35.32,-2.7183617598598184,0.4410198076005062,0.05404289112304727,-0.0013934052750558792,0.08495875586211678,-0.022764630023207093
35.34,-2.7171653513423935,0.4408416114453779,0.0659773852573278,-0.0178679759542125,0.09896100493769108,-0.026516521355226662
35.36,-2.7157252561703706,0.440353672724549,0.0795314443143334,-0.013678919505192238,0.11403430287176354,-0.030555399363935087
35.38,-2.7140173631707745,0.4400356329314649,0.09190574129726349,-0.0191825722419276,0.1301389177163814,-0.034870617905964706
35.4,-2.7121254743472223,0.4392389568752413,0.10114695637937172,-0.04048332286150976,0.14722738747801886,-0.03944945957847913
35.42,-2.710016222131468,0.4385251151122919,0.11708441961236514,-0.024818754965377877,0.16524510351728774,-0.04427729204065451
35.44,-2.707546380361082,0.43762248257650366,0.13407907011908635,-0.05581914777858256,0.18413089394855237,-0.04933772433513529
35.46,-2.7047576805580498,0.43634923235924494,0.1504213278145682,-0.04677439490802867,0.20381760703964527,-0.05461276320951684
35.480000000000004,-2.7015811633089544,0.43528072860721995,0.17094374366297335,-0.05273953217610307,0.22423269461148573,-0.06008296943780214
35.5,-2.6980815456846012,0.4337487856176362,0.18719171951713037,-0.07210930683428846,0.24529879543776154,-0.06572761414187535
35.52,-2.694237313481244,0.432318857526472,0.20729260335280508,-0.0547733889077805,0.2669343186446182,-0.0715248351129774
35.54,-2.6899820017690956,0.4307543811010441,0.22523378199379487,-0.08292776416954199,0.2890540271102698,-0.07745179313316061
35.56,-2.685389644746434,0.4288361381796264,0.24281678510639434,-0.07383891714931369,0.31156962086472395,-0.08348482829677382
35.58,-2.6803593766389584,0.42718224693611,0.2667313135553473,-0.07416168414566306,0.3343903204893842,-0.08959961633191477
35.6,-2.674963452737081,0.42513852804776886,0.28361048787475995,-0.09256172026507704,0.3574234505167776,-0.09577132492191587
