iter,tier,score,best_so_far
1,screen,0.40909532686876005,0.40909532686876005
2,screen,0.4529753163580535,0.40909532686876005
3,screen,0.4906039907824889,0.40909532686876005
4,screen,0.5092968651684918,0.40909532686876005
5,screen,0.560096816935799,0.40909532686876005
6,screen,0.5581389570762174,0.40909532686876005
7,screen,0.43892104812694643,0.40909532686876005
8,screen,0.2870032341174654,0.2870032341174654
9,screen,0.22828107838968248,0.22828107838968248
10,screen,0.29662334642317356,0.22828107838968248
11,screen,0.18632696282957023,0.18632696282957023
12,screen,0.28149766283137884,0.18632696282957023
13,screen,0.19197377177070213,0.18632696282957023
14,screen,0.32828511839418684,0.18632696282957023
15,screen,0.6635311484876907,0.18632696282957023
16,screen,0.3995534563778941,0.18632696282957023
17,screen,0.7126094669363432,0.18632696282957023
18,screen,0.18050301292922394,0.18050301292922394
19,screen,0.21777638693837892,0.18050301292922394
20,screen,0.26907542337332874,0.18050301292922394
21,screen,0.18366582868730938,0.18050301292922394
22,screen,0.2613880743354735,0.18050301292922394
23,screen,0.22535932737088182,0.18050301292922394
24,screen,0.21446353017896339,0.18050301292922394
25,screen,0.21259609376876826,0.18050301292922394
26,screen,0.2033808575903009,0.18050301292922394
27,screen,0.22791868331532905,0.18050301292922394
28,screen,0.15172916341880419,0.15172916341880419
29,screen,0.25034476098285413,0.15172916341880419
30,screen,0.26126402645775415,0.15172916341880419
31,screen,0.1659178148613291,0.15172916341880419
32,screen,0.2564114581677901,0.15172916341880419
33,screen,0.1866727541056979,0.15172916341880419
34,screen,0.1638056293608615,0.15172916341880419
35,screen,0.16866228127586677,0.15172916341880419
36,screen,0.17943399499672627,0.15172916341880419
37,screen,0.24494150942221743,0.15172916341880419
38,screen,0.1663980688784474,0.15172916341880419
39,screen,0.17219849523435127,0.15172916341880419
40,screen,0.17489262335403094,0.15172916341880419
41,screen,0.26815574771092054,0.15172916341880419
42,screen,0.16074485312625664,0.15172916341880419
43,screen,0.16280958511124943,0.15172916341880419
44,screen,0.15637449115271415,0.15172916341880419
45,screen,0.16897902782209584,0.15172916341880419
46,screen,0.1635772983225482,0.15172916341880419
47,screen,0.17186646439347691,0.15172916341880419
48,screen,0.16306911955890258,0.15172916341880419
49,screen,0.15803316855913657,0.15172916341880419
1,full,0.15172916341880419,0.15172916341880419
1,full,0.15172916341880419,0.15172916341880419
2,full,0.1572732181562467,0.15172916341880419
3,full,0.16192799120760418,0.15172916341880419
4,full,0.15928772599897006,0.15172916341880419
5,full,0.15812365008697823,0.15172916341880419
6,full,0.15155792586216388,0.15155792586216388
7,full,0.15531927377332844,0.15155792586216388
8,full,0.14938961926663405,0.14938961926663405
9,full,0.14952834984929675,0.14938961926663405
10,full,0.14959656009382774,0.14938961926663405
11,full,0.1491158214082378,0.1491158214082378
12,full,0.1501161130440143,0.1491158214082378
13,full,0.1496068435650732,0.1491158214082378
14,full,0.14925510616707877,0.1491158214082378
15,full,0.14921500719175784,0.1491158214082378
16,full,0.14912118548414327,0.1491158214082378
17,full,0.14917788644825364,0.1491158214082378
18,full,0.14911393380291388,0.14911393380291388
19,full,0.14912227988992688,0.14911393380291388
20,full,0.14916777894165228,0.14911393380291388
21,full,0.1490969579533507,0.1490969579533507
22,full,0.1492846755970674,0.1490969579533507
23,full,0.14906431383231356,0.14906431383231356
24,full,0.1491567588981822,0.14906431383231356
25,full,0.1490575896061456,0.1490575896061456
26,full,0.14906340605873653,0.1490575896061456
27,full,0.14903682798371948,0.14903682798371948
28,full,0.14901574293704806,0.14901574293704806
29,full,0.14902103632191688,0.14901574293704806
30,full,0.14901229692109833,0.14901229692109833
31,full,0.14901706830037648,0.14901229692109833
