controller,trajectory,mode,noise_seed,ok,tracking,ce,chatter,score,est_vel,est_rate,est_pos,est_heading,ctrl_pos,ctrl_heading,ctrl_pos_final,ctrl_head_final
asmc_v2,octagon_easy,pose,101,true,0.31367510230433077,25.73163326628433,0.6394781894024909,0.3672826716090898,0.002100030179641288,0.0021181741455855285,0.00312774386647017,0.0012589409603853204,0.016290410386365306,0.0059959757203854845,0.0007742480216552064,0.0008247598528235282
asmc_v2,octagon_mid,pose,101,true,0.9128725500106712,37.42130669766254,0.6260674771491289,0.9908336056308016,0.0022852024100611656,0.002040954593106652,0.0031268293779279136,0.0012635127475743744,0.07224383693251042,0.006266465075974478,0.004733593991290879,0.0009710688032810681
asmc_v2,octagon_stress,pose,101,true,1.0995878376670252,46.45488738224407,0.6007262879635169,1.1963688530467003,0.0023921877701337008,0.001927527636624214,0.003131484934302902,0.0012698925548610873,0.12910532533136734,0.0053725079725963215,0.0008977881567162943,0.001284893367334506
asmc_v2,octagon_stress_hdg30,pose,101,true,0.9507300542923252,46.6359920258773,0.6114250404085407,1.0478883710129028,0.002407271008616875,0.001975675469801319,0.0031353699120518987,0.0012732017122572702,0.13469985726920797,0.004283123128852793,0.0009249062876996103,0.0007269942129189875
asmc_v2,spin_creep_easy,pose,101,true,0.10460748586918811,29.463247610533696,0.6461147982721787,0.16598925172446666,0.0015377649562664634,0.003019198994750361,0.002968260910403141,0.0012687214417829132,0.0028961666374710685,0.006661939664326372,0.001007493595561919,0.0009918036167997357
asmc_v2,spin_creep_stress_yaw,pose,101,true,0.25382518044427604,45.48650420034578,0.663572962893564,0.3485887308616631,0.0015463481354556342,0.004368216544027702,0.0030170798578717543,0.0012959791808151684,0.003025010312023999,0.020206082527387655,0.0021390835011804105,0.0022864948087675356
asmc_v2,coupled_vomega_easy,pose,101,true,0.04821447106152439,30.329737800613447,0.6596111231636813,0.11140142481280241,0.0021511264338544265,0.0023212949413699054,0.002972810601333862,0.001352018284471913,0.0021171224164812617,0.0019364163822043568,0.00041110823035998167,0.0006781941592910457
asmc_v2,coupled_vomega_stress,pose,101,true,4.524140704782106,39.901883351920326,0.6095585944400713,4.60726962843194,0.0029795783586639858,0.0023802637712893983,0.003012936041229818,0.0013530643417750733,0.7484436697023479,0.05715257673397788,0.012594037920715105,0.0004994326234895042
asmc_v2,spiral_orbit_stress,pose,101,true,25.753302908474804,50.03140588569918,0.5795428060200668,25.857535004070012,0.0025914484582781117,0.003931264667171729,0.0030804747916005305,0.001303965239892493,0.15701971090002223,0.2635142983625072,0.24399523438162107,0.6813482475106483
asmc_v2,ellipse_stress_tangent,pose,101,true,0.5649315370497603,69.88471072409925,0.5785655939015947,0.7105246843916337,0.002476906404082864,0.0022719586788566303,0.003190978079501811,0.02323173061188016,0.04500639891194699,0.028385968484635437,0.0036792909900428225,0.0010720391881662292
asmc_v2,ellipse_stress_crab,pose,101,true,0.5006988971009987,25.125122885951342,0.5884895672665833,0.5530429031133973,0.0028815817097105115,0.001989595108246385,0.003105507930031083,0.042659536135697264,0.04002372262526048,0.012811207820773824,0.002815686944666723,0.00014067482291313382
asmc_v2,multisine75_broadband,pose,101,true,0.0676914646806819,13.487999674732718,0.6508200325508632,0.09579146400304174,0.0017083116623022947,0.002408267143750037,0.003158944742722472,0.0012086833284363086,0.0016727718201829157,0.0010609031337821533,0.001294862193743296,0.0006772157872156695
pid_fb,octagon_easy,pose,101,true,0.4485010477288454,29.626158564259974,0.7569542596125421,0.5102222114043871,0.0022170831771820693,0.0034138532020911686,0.003126386757295805,0.0012689411281142688,0.016895149896009636,0.003138699110844587,0.010635184944006558,0.0012765689199466775
pid_fb,octagon_mid,pose,101,true,1.1232271749884444,40.857928478989756,0.6524024818773378,1.208347859319673,0.0026012349410110924,0.003135922008732389,0.003121343541566769,0.0012799589625934978,0.08515367325168959,0.002915802204014088,0.009403821603744532,0.005861992389924832
pid_fb,octagon_stress,pose,101,true,1.447837208140667,49.72760829623857,0.637255309645808,1.551436392091164,0.002534348662434949,0.0029694059955024396,0.0031307046528259693,0.0012909438911599704,0.10930106117791405,0.0018910728418978875,0.02347582579564195,0.001984787131650482
pid_fb,octagon_stress_hdg30,pose,101,true,1.6278053241919912,49.53013662374153,0.6464279077693905,1.730993108824786,0.00269471831379657,0.0029944789434587825,0.003132929991255118,0.0012914813953405172,0.12182276999953796,0.0021812360416472204,0.02512001846817916,0.007014415775713216
pid_fb,spin_creep_easy,pose,101,true,0.07775647952771164,30.534097675384224,0.7465876865569951,0.14136918301809545,0.0017112102292760006,0.005920360414445557,0.0029690653631715613,0.0012751249693389664,0.0025540326551161813,0.0038977522166672336,0.0011221943300194987,2.345690163618741e-5
pid_fb,spin_creep_stress_yaw,pose,101,true,0.2591985504491165,48.533711999700984,0.738568491383369,0.3603104504484935,0.001389817362411951,0.008238229386103288,0.0030147410115011256,0.00130201299326119,0.0028080610369708423,0.0036540049227712507,0.0026496230007516503,0.005624183550126883
pid_fb,coupled_vomega_easy,pose,101,true,0.14197928541130533,33.91984703342162,0.7863211009812839,0.2126456333976004,0.0018988830189095648,0.0039635800362610675,0.002974335432493845,0.0013490638295519854,0.011855656382551998,0.004811581306925293,0.0009659323922252045,9.977606168032338e-5
pid_fb,coupled_vomega_stress,pose,101,true,1.268740188410907,42.80762827103376,0.696588430520949,1.3579227473088942,0.003399797526067512,0.003547300199829794,0.0030312693844980858,0.0013708891329177973,0.24298879794059547,0.003722980097658497,0.0016598937038972694,0.00012031506151188864
pid_fb,spiral_orbit_stress,pose,101,true,14.179936343900723,52.330636030672416,0.5514750643674274,14.288958502297957,0.002239416620197203,0.004741852022785785,0.0030771474822809063,0.0012842731092271127,0.07771873087346744,0.10855582129659719,0.14047694109666953,0.3701529422855394
pid_fb,ellipse_stress_tangent,pose,101,true,0.6715121041631713,69.87701825332846,0.6361860137166767,0.8170892255242723,0.002393292679542701,0.0037125416517266776,0.0031841423867388944,0.023231341794868365,0.06537565992040237,0.003196307081590734,0.005260079458702197,0.006401922424052131
pid_fb,ellipse_stress_crab,pose,101,true,0.47233713020389967,30.56054095684382,0.7846996067101638,0.536004923863991,0.0023678886455713536,0.0033762881986575495,0.0030855434014617246,0.04265994987852119,0.009461854799773245,0.0050961390399841015,0.011230256418321977,0.004526231846863738
pid_fb,multisine75_broadband,pose,101,true,0.25701806019712664,19.84208629747022,0.7824738037978443,0.29835573998352294,0.0016428935956293537,0.0036099280138216132,0.003158873020638716,0.0012101633874629298,0.01204048697556121,0.004463858281409268,0.0029364247115242392,0.0030759852396437734
pid_ct,octagon_easy,pose,101,true,0.1008325225758254,26.01424348893487,0.6524780076614571,0.15502886317777304,0.002158370804905838,0.0028337515852034415,0.003123994210556629,0.001261468127847888,0.0018641958913419576,0.001214446755954819,0.0019281685662981614,0.0008830248917365297
pid_ct,octagon_mid,pose,101,true,0.15108249560357617,38.6174776382281,0.6204426225181003,0.2315355740165514,0.0030821018499784863,0.002667666757415476,0.0031276286904703683,0.0012821681976421984,0.005655047004895898,0.0012360881986172392,0.0018430073823332293,0.001016148451689865
pid_ct,octagon_stress,pose,101,true,0.1996479366035898,48.772578779652676,0.5597031304365041,0.3012574757278662,0.0035825026608790416,0.0027274719321481312,0.003137076974668397,0.001314337973874303,0.015368686415073286,0.0014728659225462964,0.001005084181667307,0.0011227637742926837
pid_ct,octagon_stress_hdg30,pose,101,true,0.1860782939080541,48.867243713841916,0.5450459750193997,0.28788505164522477,0.0037108167608907775,0.0027718909887141084,0.0031405806873248225,0.0013270990752029849,0.013950297952681625,0.003022773962797529,0.0007238629665359105,0.0011442745849255245
pid_ct,spin_creep_easy,pose,101,true,0.08307371812097161,29.551759418323396,0.6966515530588739,0.14463988357581203,0.0017604738347792909,0.006157644192953125,0.0029674944876726273,0.0012749762205071004,0.002148398146270771,0.0024460081447650866,0.0009250203354391666,0.0006563137161674782
pid_ct,spin_creep_stress_yaw,pose,101,true,0.14578459476101652,46.46357174318185,0.7040816551289866,0.24258370255931205,0.0015355403713948222,0.008033355189569163,0.0030165673748845743,0.0013007000157291718,0.002010995455227346,0.0020655043187538247,0.002725535593078095,0.0015616621997396863
pid_ct,coupled_vomega_easy,pose,101,true,0.048963589885267444,30.4645202041975,0.697717937518723,0.1124313403106789,0.0019584928780368026,0.003901312496247052,0.002978513219419495,0.0013442522653064383,0.0016646490743599883,0.0013227883894158206,0.0007943736957737079,1.5193139470959238e-6
pid_ct,coupled_vomega_stress,pose,101,true,0.714748349346095,42.3681156198453,0.5409908421375899,0.8030152568874394,0.0032043376396513304,0.0035975369279870033,0.003014184100307965,0.001359655865077505,0.10704797393760429,0.013446659711494871,0.0028841793831159337,0.0002125445915552859
