controller,score_mean,score_std,tracking_mean,tracking_std,ce_mean,chatter_mean,est_vel_mean,est_rate_mean,est_pos_mean,est_heading_mean,n_ok,n
asmc_v2,8.429653516959148,29.695310625461776,8.349661828025978,29.686241350644913,38.39601068792082,0.6165886074976219,0.002225533955219694,0.002534401324712138,0.003241623229021903,0.006540456865983012,60,60
pid_fb,1.8874195873832171,3.763163128907812,1.801001041759582,3.7543964280358426,41.48090189934495,0.7008167391764087,0.0022635704799128112,0.004154846950529435,0.0032408353273360798,0.006545939640370983,60,60
pid_ct,0.6588821255597107,1.3167151084026143,0.5768008815970321,1.3064617245882664,39.398997102085815,0.6237952320917015,0.0024234857083215993,0.003991355373060893,0.0032442413925218186,0.0065465744715555675,60,60
