iteration,score,best_so_far
1,288.16389556116553,288.16389556116553
2,629.7889668665099,288.16389556116553
3,200.2394753911135,200.2394753911135
4,166.16737656828565,166.16737656828565
5,240.03539586331706,166.16737656828565
6,582.1016799873856,166.16737656828565
7,352.0775678016928,166.16737656828565
8,119.6019578835394,119.6019578835394
9,136.89127957820895,119.6019578835394
10,577.577053031398,119.6019578835394
11,362.92540254612646,119.6019578835394
12,540.5752507362778,119.6019578835394
13,167.96302470398157,119.6019578835394
14,197.12895762124094,119.6019578835394
15,593.2819806288651,119.6019578835394
16,131.6003665258088,119.6019578835394
17,123.53564073825204,119.6019578835394
18,248.06212808719795,119.6019578835394
19,143.7071289928856,119.6019578835394
20,146.56911229028307,119.6019578835394
21,425.59852260742593,119.6019578835394
22,133.7293576031003,119.6019578835394
