iteration,score,best_so_far
1,48.33920426163205,48.33920426163205
2,860.0364660449294,48.33920426163205
3,914.6001107337329,48.33920426163205
4,531.459297076359,48.33920426163205
5,221.8334787537101,48.33920426163205
6,771.9454294812522,48.33920426163205
7,1896.1935222843133,48.33920426163205
8,533.8702700568538,48.33920426163205
9,379.7488056685896,48.33920426163205
10,1374.02674018266,48.33920426163205
11,969.057158279899,48.33920426163205
12,2199.7054620358776,48.33920426163205
13,288.02898101288326,48.33920426163205
14,703.4775926059281,48.33920426163205
15,575.7473259772884,48.33920426163205
16,590.1399990367892,48.33920426163205
17,182.85322712749223,48.33920426163205
18,280.4908861291268,48.33920426163205
19,374.39611330764114,48.33920426163205
20,592.891672371462,48.33920426163205
21,165.5921640800372,48.33920426163205
22,545.192604291768,48.33920426163205
23,431.5697209179359,48.33920426163205
24,290.1841433873334,48.33920426163205
25,194.1932889173656,48.33920426163205
26,422.2583060519142,48.33920426163205
27,587.309401195105,48.33920426163205
28,154.83034851517002,48.33920426163205
29,451.517820114828,48.33920426163205
30,590.3196501215008,48.33920426163205
31,278.7172975862188,48.33920426163205
32,341.09716285962327,48.33920426163205
33,1513.936663276416,48.33920426163205
34,320.3866453628657,48.33920426163205
35,193.92804748979717,48.33920426163205
36,359.26545715003016,48.33920426163205
37,427.82483011449364,48.33920426163205
38,98.3485999239021,48.33920426163205
39,220.40370575508288,48.33920426163205
40,496.2330191508016,48.33920426163205
41,67.30566122204681,48.33920426163205
42,120.07648127136217,48.33920426163205
43,91.11143192704772,48.33920426163205
44,202.2440440082157,48.33920426163205
45,319.0554600213574,48.33920426163205
46,270.54053151012755,48.33920426163205
47,114.11139593823125,48.33920426163205
48,223.8805917863311,48.33920426163205
49,64.21669133961161,48.33920426163205
50,572.5069242970432,48.33920426163205
51,74.15121643240671,48.33920426163205
52,406.96409774349974,48.33920426163205
53,97.16123520355826,48.33920426163205
54,45.24169970578287,45.24169970578287
55,46.72673707152278,45.24169970578287
56,227.55073957408118,45.24169970578287
57,319.40262839912657,45.24169970578287
