iter,tier,score,best_so_far
1,full,0.8663838231192856,0.8663838231192856
1,full,0.8663838231192856,0.8663838231192856
2,full,1.4789482437079313,0.8663838231192856
3,full,1.3460025756597105,0.8663838231192856
4,full,0.8232699985319856,0.8232699985319856
5,full,0.8635966159607498,0.8232699985319856
6,full,0.9225026335256535,0.8232699985319856
7,full,1.0376060892070185,0.8232699985319856
8,full,0.9556465867784916,0.8232699985319856
9,full,0.8772579701370566,0.8232699985319856
10,full,0.8586699904149158,0.8232699985319856
11,full,0.8512281626220098,0.8232699985319856
12,full,0.8190838882317194,0.8190838882317194
13,full,0.8211102464779418,0.8190838882317194
14,full,0.8226636663353116,0.8190838882317194
15,full,0.8182818669352597,0.8182818669352597
16,full,0.8206907007573152,0.8182818669352597
17,full,0.8184514436035963,0.8182818669352597
18,full,0.8213899812064362,0.8182818669352597
19,full,0.81811335107204,0.81811335107204
20,full,0.8167902813151664,0.8167902813151664
21,full,0.8157475182310953,0.8157475182310953
22,full,0.8148541558450281,0.8148541558450281
23,full,0.8146797195471199,0.8146797195471199
24,full,0.8191859159185851,0.8146797195471199
25,full,0.8136921361954452,0.8136921361954452
26,full,0.8134262362771346,0.8134262362771346
27,full,0.8132330074160812,0.8132330074160812
28,full,0.8132100488855831,0.8132100488855831
29,full,0.8113741298849457,0.8113741298849457
30,full,0.8100109220703582,0.8100109220703582
