iteration,score,best_so_far
1,77.84337764124764,77.84337764124764
2,618.712503275424,77.84337764124764
3,434.39261110208656,77.84337764124764
4,450.5130555885816,77.84337764124764
5,670.9058937063553,77.84337764124764
6,589.0193043033339,77.84337764124764
7,433.65062864379036,77.84337764124764
8,577.673012417778,77.84337764124764
9,633.2553795436926,77.84337764124764
10,692.4442720301631,77.84337764124764
11,723.6947414752552,77.84337764124764
12,479.7611003416574,77.84337764124764
13,514.4027594810119,77.84337764124764
14,997.9053028989351,77.84337764124764
15,574.1178848728848,77.84337764124764
16,377.45326244600744,77.84337764124764
17,446.3232636975026,77.84337764124764
18,439.48004414706793,77.84337764124764
19,294.17538218445515,77.84337764124764
20,944.016098429119,77.84337764124764
21,667.6071852004752,77.84337764124764
22,1063.675435560731,77.84337764124764
23,547.434826075998,77.84337764124764
24,451.68854480484816,77.84337764124764
25,523.0409984696032,77.84337764124764
26,644.1217952154273,77.84337764124764
27,249.93671141845388,77.84337764124764
28,1.0e6,77.84337764124764
29,259.8532494952386,77.84337764124764
30,331.11248664617284,77.84337764124764
31,549.0017665185811,77.84337764124764
32,197.79069208582547,77.84337764124764
33,222.34248039391113,77.84337764124764
34,406.66037249183535,77.84337764124764
35,406.6935760954865,77.84337764124764
36,284.9538417547976,77.84337764124764
37,415.975107461429,77.84337764124764
38,126.28993764459301,77.84337764124764
39,365.81475919493744,77.84337764124764
40,385.2313148034499,77.84337764124764
41,243.1024309351044,77.84337764124764
42,245.8380249200613,77.84337764124764
43,484.7098322966137,77.84337764124764
44,134.0339660977435,77.84337764124764
45,174.73286214549512,77.84337764124764
46,169.86569183883967,77.84337764124764
47,112.22737286760332,77.84337764124764
48,213.07081081665615,77.84337764124764
49,131.69404190870924,77.84337764124764
50,125.10768866454045,77.84337764124764
51,258.98501795249365,77.84337764124764
52,260.2849935904629,77.84337764124764
53,365.44754108980425,77.84337764124764
54,303.9964916047787,77.84337764124764
55,195.62620679078378,77.84337764124764
56,269.39003090047964,77.84337764124764
57,197.27175549545788,77.84337764124764
