estimator,score,overall_nrmse,inslip_nrmse,pose_drift,smoothness,velref_overall,velref_inslip,posref_overall,posref_pose_rmse,posref_pose_drift
kalman_imm,0.8650131811394144,0.27416928272935975,0.2804713856910629,0.4364763629893884,0.9213433122429759,0.2709663525890876,0.26956295253531903,0.2869810032904484,4.351451837168971,0.4364763629893884
kalman,1846.1874203409602,534.0599864033305,526.3900853692777,1571.129192083067,1.72752526818464,0.29149733715313325,0.29023838056052115,2669.13394266804,4.298931581971313,1571.129192083067
