iter,tier,score,best_so_far
1,screen,0.17100627233887644,0.17100627233887644
2,screen,0.1623581914201434,0.1623581914201434
3,screen,0.16180712324863258,0.16180712324863258
4,screen,0.1685193563624334,0.16180712324863258
5,screen,0.16581829037331453,0.16180712324863258
6,screen,0.16517235231218388,0.16180712324863258
7,screen,0.16785859249668947,0.16180712324863258
8,screen,0.16170747773452865,0.16170747773452865
9,screen,0.1628382352012413,0.16170747773452865
10,screen,0.1546798522214565,0.1546798522214565
11,screen,0.16720077355621363,0.1546798522214565
12,screen,0.16158943472859982,0.1546798522214565
13,screen,0.16343036606505912,0.1546798522214565
14,screen,0.16220907259942677,0.1546798522214565
15,screen,0.17155905148701564,0.1546798522214565
16,screen,0.16149142462891658,0.1546798522214565
17,screen,0.15998408295317246,0.1546798522214565
18,screen,0.15587333638463538,0.1546798522214565
19,screen,0.15684081444885228,0.1546798522214565
20,screen,0.1592356306102209,0.1546798522214565
21,screen,0.1583972833427561,0.1546798522214565
22,screen,0.16614817604108414,0.1546798522214565
23,screen,0.1581597949281524,0.1546798522214565
24,screen,0.1618866450722241,0.1546798522214565
25,screen,0.1567535730742931,0.1546798522214565
26,screen,0.15429669739907137,0.15429669739907137
27,screen,0.15509440249218778,0.15429669739907137
28,screen,0.15403636082740566,0.15403636082740566
29,screen,0.15845598754976647,0.15403636082740566
30,screen,0.16019619682968256,0.15403636082740566
31,screen,0.15960898598965434,0.15403636082740566
32,screen,0.16122068907242038,0.15403636082740566
33,screen,0.1540374766998631,0.15403636082740566
34,screen,0.15613359906960275,0.15403636082740566
35,screen,0.16286504461125825,0.15403636082740566
36,screen,0.15646904786344618,0.15403636082740566
37,screen,0.16708176946930098,0.15403636082740566
38,screen,0.15530794250130495,0.15403636082740566
39,screen,0.15901258579098992,0.15403636082740566
40,screen,0.1544494727755614,0.15403636082740566
41,screen,0.15726152881174982,0.15403636082740566
42,screen,0.15680014669160225,0.15403636082740566
43,screen,0.15608272514158034,0.15403636082740566
44,screen,0.15495009388288605,0.15403636082740566
45,screen,0.15665052012573724,0.15403636082740566
46,screen,0.1545782233677925,0.15403636082740566
47,screen,0.15574605438618228,0.15403636082740566
48,screen,0.15393576426517408,0.15393576426517408
49,screen,0.15563647331320407,0.15393576426517408
1,full,0.15393576426517408,0.15393576426517408
1,full,0.15393576426517408,0.15393576426517408
2,full,0.15403488200167376,0.15393576426517408
3,full,0.15438673729576965,0.15393576426517408
4,full,0.1577075661115248,0.15393576426517408
5,full,0.1541102845924141,0.15393576426517408
6,full,0.15460826347637602,0.15393576426517408
7,full,0.15594695531887764,0.15393576426517408
8,full,0.15340608027998676,0.15340608027998676
9,full,0.1540797906450082,0.15340608027998676
10,full,0.1531970285506382,0.1531970285506382
11,full,0.15327098727793653,0.1531970285506382
12,full,0.15314126973126116,0.15314126973126116
13,full,0.1534035743235968,0.15314126973126116
14,full,0.15323827125225697,0.15314126973126116
15,full,0.15337769246994826,0.15314126973126116
16,full,0.1534382966855901,0.15314126973126116
17,full,0.15340789909834862,0.15314126973126116
18,full,0.1532537551784276,0.15314126973126116
19,full,0.15329782847687815,0.15314126973126116
20,full,0.15333068575259134,0.15314126973126116
21,full,0.15329435581016082,0.15314126973126116
22,full,0.15331451941589364,0.15314126973126116
23,full,0.1532528514088309,0.15314126973126116
24,full,0.15335221871721572,0.15314126973126116
25,full,0.1533440594515025,0.15314126973126116
26,full,0.1533845039779717,0.15314126973126116
27,full,0.15331827145891103,0.15314126973126116
28,full,0.15329930670056824,0.15314126973126116
29,full,0.15332599991695867,0.15314126973126116
30,full,0.15325466397530124,0.15314126973126116
