iter,tier,score,best_so_far
1,screen,5.880301948734283,5.880301948734283
2,screen,7.781336181236954,5.880301948734283
3,screen,5.2377145203661915,5.2377145203661915
4,screen,5.648540160365807,5.2377145203661915
5,screen,5.049625139793375,5.049625139793375
6,screen,4.510742677835002,4.510742677835002
7,screen,5.36613906515318,4.510742677835002
8,screen,5.727034294296365,4.510742677835002
9,screen,6.360932291970382,4.510742677835002
10,screen,6.045883478865617,4.510742677835002
11,screen,2.3057551856825276,2.3057551856825276
12,screen,5.0593608331149715,2.3057551856825276
13,screen,3.241326091677992,2.3057551856825276
14,screen,4.895097659173881,2.3057551856825276
15,screen,8.136981090344314,2.3057551856825276
16,screen,3.9061637321467106,2.3057551856825276
17,screen,6.099208138345552,2.3057551856825276
18,screen,0.6110297999600429,0.6110297999600429
