iter,tier,score,best_so_far
1,screen,12.689617010409863,12.689617010409863
2,screen,5.061165456248677,5.061165456248677
3,screen,3.0080320794677893,3.0080320794677893
4,screen,2.467853627858398,2.467853627858398
5,screen,2.3396141855921826,2.3396141855921826
6,screen,3.5009456862651667,2.3396141855921826
7,screen,3.381159871230427,2.3396141855921826
8,screen,3.1316952331484273,2.3396141855921826
9,screen,5.79673770153817,2.3396141855921826
10,screen,15.800580126277739,2.3396141855921826
11,screen,1.5152279257115047,1.5152279257115047
12,screen,2.227335610604187,1.5152279257115047
13,screen,2.702970786972445,1.5152279257115047
14,screen,1.8199124802606106,1.5152279257115047
15,screen,3.7186889582515366,1.5152279257115047
16,screen,3.7630238778555003,1.5152279257115047
17,screen,2.8787954198860137,1.5152279257115047
18,screen,1.4453675098366587,1.4453675098366587
19,screen,1.6882522999589256,1.4453675098366587
20,screen,3.064675731251046,1.4453675098366587
21,screen,2.2509861414530117,1.4453675098366587
22,screen,3.9411501114746406,1.4453675098366587
23,screen,3.7972838684171246,1.4453675098366587
24,screen,1.9772898873123839,1.4453675098366587
25,screen,3.5081274392849013,1.4453675098366587
26,screen,2.47835024521477,1.4453675098366587
27,screen,2.149227767245258,1.4453675098366587
28,screen,2.5670986661993243,1.4453675098366587
29,screen,1.6345781021021002,1.4453675098366587
30,screen,4.8454908850721665,1.4453675098366587
31,screen,2.2164871359395732,1.4453675098366587
32,screen,5.618895647609747,1.4453675098366587
33,screen,5.5219120816477005,1.4453675098366587
34,screen,1.5114562748933777,1.4453675098366587
35,screen,2.267269161682879,1.4453675098366587
36,screen,2.135445145428328,1.4453675098366587
37,screen,1.7308337757892147,1.4453675098366587
38,screen,3.7967311456230495,1.4453675098366587
39,screen,1.4971686486677664,1.4453675098366587
40,screen,1.9755928252410233,1.4453675098366587
41,screen,2.402935126254718,1.4453675098366587
42,screen,1.554521837987463,1.4453675098366587
43,screen,1.8024073103392881,1.4453675098366587
44,screen,1.7700042350424074,1.4453675098366587
45,screen,8.291667132254043,1.4453675098366587
46,screen,1.9986979488277792,1.4453675098366587
47,screen,1.9353551081550264,1.4453675098366587
48,screen,1.687614198245572,1.4453675098366587
49,screen,2.4704922815940744,1.4453675098366587
1,full,1.4453675098366587,1.4453675098366587
1,full,1.4453675098366587,1.4453675098366587
2,full,1.7720925048903164,1.4453675098366587
3,full,1.5964659571849393,1.4453675098366587
4,full,1.5061487445804658,1.4453675098366587
5,full,1.44544973515093,1.4453675098366587
6,full,1.584353739843209,1.4453675098366587
7,full,1.6923506495220484,1.4453675098366587
8,full,1.4291411529027933,1.4291411529027933
9,full,1.4457114045224269,1.4291411529027933
10,full,1.42877480980573,1.42877480980573
11,full,1.4161086780847176,1.4161086780847176
12,full,1.40315298745392,1.40315298745392
13,full,1.3982062224292973,1.3982062224292973
14,full,1.3960738077586066,1.3960738077586066
15,full,1.3921110607539076,1.3921110607539076
16,full,1.3961807971070528,1.3921110607539076
17,full,1.3911999956875016,1.3911999956875016
18,full,1.3915174001295236,1.3911999956875016
19,full,1.3942513922663609,1.3911999956875016
20,full,1.393323885528324,1.3911999956875016
21,full,1.3927578832441574,1.3911999956875016
22,full,1.391391289530916,1.3911999956875016
23,full,1.3918543091221818,1.3911999956875016
24,full,1.3914259767209818,1.3911999956875016
25,full,1.3921165567659037,1.3911999956875016
26,full,1.3918591148177912,1.3911999956875016
27,full,1.3919866445403946,1.3911999956875016
28,full,1.3912284578189829,1.3911999956875016
29,full,1.3915237723766867,1.3911999956875016
30,full,1.3915042200869263,1.3911999956875016
31,full,1.390930978874881,1.390930978874881
32,full,1.3913360925062572,1.390930978874881
33,full,1.3912916074750905,1.390930978874881
34,full,1.3912473679454476,1.390930978874881
35,full,1.3911544635017523,1.390930978874881
