iter,tier,score,best_so_far
1,screen,7.7259132546171925,7.7259132546171925
2,screen,2.7523778970656245,2.7523778970656245
3,screen,7.5163815321806675,2.7523778970656245
4,screen,7.151356420423617,2.7523778970656245
5,screen,2.760747742481659,2.7523778970656245
6,screen,6.966888407415146,2.7523778970656245
7,screen,2.0350609773933646,2.0350609773933646
8,screen,8.018565814254885,2.0350609773933646
9,screen,8.13588130265963,2.0350609773933646
10,screen,7.239691348316759,2.0350609773933646
11,screen,7.888735068033488,2.0350609773933646
12,screen,6.392290663242113,2.0350609773933646
13,screen,6.989292982515773,2.0350609773933646
14,screen,2.1215734766914682,2.0350609773933646
15,screen,7.055785842597971,2.0350609773933646
16,screen,3.069880708757898,2.0350609773933646
17,screen,2.2991999018871407,2.0350609773933646
18,screen,2.4571452409041106,2.0350609773933646
19,screen,8.168259867162401,2.0350609773933646
20,screen,7.097101841316557,2.0350609773933646
21,screen,7.246321830113062,2.0350609773933646
22,screen,4.691964581877694,2.0350609773933646
23,screen,1.905707579385249,1.905707579385249
24,screen,6.347851547689817,1.905707579385249
25,screen,2.2026771861229553,1.905707579385249
26,screen,2.3892483188763807,1.905707579385249
27,screen,4.2737503376112125,1.905707579385249
28,screen,7.1861852004222655,1.905707579385249
29,screen,1.965423697560422,1.905707579385249
30,screen,4.569999023718865,1.905707579385249
31,screen,2.493694402373385,1.905707579385249
32,screen,2.242119136560005,1.905707579385249
33,screen,6.2475780014879145,1.905707579385249
34,screen,1.98524980910243,1.905707579385249
35,screen,7.6045086004548565,1.905707579385249
36,screen,2.2082766063035897,1.905707579385249
37,screen,2.256901856344334,1.905707579385249
38,screen,2.9221895146271306,1.905707579385249
39,screen,2.1129975769174307,1.905707579385249
40,screen,6.229721202893888,1.905707579385249
41,screen,5.49878766947693,1.905707579385249
42,screen,2.0724747214782098,1.905707579385249
43,screen,1.9707833673375783,1.905707579385249
44,screen,2.347355602442913,1.905707579385249
45,screen,2.1266937299415303,1.905707579385249
46,screen,7.045499116924511,1.905707579385249
47,screen,1.9569215913251696,1.905707579385249
48,screen,2.819532951460682,1.905707579385249
49,screen,1.8599818429161803,1.8599818429161803
50,screen,1.9790241762023306,1.8599818429161803
51,screen,2.4354704476336493,1.8599818429161803
52,screen,2.6122166744624327,1.8599818429161803
53,screen,2.321888988240272,1.8599818429161803
54,screen,2.5980871694302436,1.8599818429161803
55,screen,2.14263983188765,1.8599818429161803
56,screen,2.860863631866946,1.8599818429161803
57,screen,1.782302972925762,1.782302972925762
58,screen,1.997428530767075,1.782302972925762
59,screen,2.6782983560812763,1.782302972925762
60,screen,1.8148185081901038,1.782302972925762
61,screen,2.0828691935392003,1.782302972925762
62,screen,2.4057826924854617,1.782302972925762
63,screen,1.799684140322395,1.782302972925762
64,screen,1.9783432955613967,1.782302972925762
65,screen,1.8912793890873962,1.782302972925762
66,screen,2.311878288270949,1.782302972925762
67,screen,1.6860992366781775,1.6860992366781775
68,screen,1.6734819866006578,1.6734819866006578
69,screen,1.7123341328533055,1.6734819866006578
70,screen,1.6718194293265258,1.6718194293265258
71,screen,2.680806841446317,1.6718194293265258
72,screen,1.897436499164198,1.6718194293265258
73,screen,2.276152085446455,1.6718194293265258
74,screen,1.662526630806029,1.662526630806029
75,screen,1.7392112534006825,1.662526630806029
76,screen,2.062678104943929,1.662526630806029
77,screen,1.8337376666306566,1.662526630806029
78,screen,1.9249471380878977,1.662526630806029
79,screen,1.6782287342239655,1.662526630806029
80,screen,1.6839227980912714,1.662526630806029
81,screen,2.2489373414901843,1.662526630806029
82,screen,1.811552567010179,1.662526630806029
83,screen,1.6891057899992599,1.662526630806029
84,screen,1.9397837428060238,1.662526630806029
85,screen,1.6761359345265958,1.662526630806029
86,screen,2.1510033256410144,1.662526630806029
87,screen,1.8870842905510388,1.662526630806029
88,screen,1.7949765045636097,1.662526630806029
89,screen,2.1029730141544403,1.662526630806029
90,screen,1.649468070648025,1.649468070648025
91,screen,1.7742210562421068,1.649468070648025
92,screen,1.9294089334353963,1.649468070648025
93,screen,2.0608547039987237,1.649468070648025
94,screen,2.0472701571639176,1.649468070648025
95,screen,1.6772180170174995,1.649468070648025
96,screen,2.274731519962499,1.649468070648025
97,screen,1.6753046820430848,1.649468070648025
98,screen,1.6827976188915479,1.649468070648025
99,screen,1.7074762044819793,1.649468070648025
100,screen,1.654926865122863,1.649468070648025
101,screen,1.6769137024840384,1.649468070648025
102,screen,1.802061912821315,1.649468070648025
103,screen,1.913450228648289,1.649468070648025
104,screen,1.9931764574663338,1.649468070648025
105,screen,1.699856740460907,1.649468070648025
106,screen,1.7620884092303624,1.649468070648025
107,screen,1.722238807507476,1.649468070648025
108,screen,2.137913119582117,1.649468070648025
109,screen,1.6495229380028649,1.649468070648025
110,screen,1.6545897995570022,1.649468070648025
111,screen,1.801336997711314,1.649468070648025
112,screen,1.665266590860878,1.649468070648025
113,screen,2.3188780218159653,1.649468070648025
1,full,1.649468070648025,1.649468070648025
1,full,1.649468070648025,1.649468070648025
2,full,1.680202428885876,1.649468070648025
3,full,1.6592144962953428,1.649468070648025
4,full,1.650368446516707,1.649468070648025
5,full,1.6912776872484399,1.649468070648025
6,full,1.6476929065447306,1.6476929065447306
7,full,1.6486770883092907,1.6476929065447306
8,full,1.6468763285690322,1.6468763285690322
9,full,1.6471988510745086,1.6468763285690322
10,full,1.6469324074090483,1.6468763285690322
11,full,1.647713064756762,1.6468763285690322
12,full,1.6473459148547387,1.6468763285690322
13,full,1.6466722727288037,1.6466722727288037
14,full,1.6470976254190792,1.6466722727288037
15,full,1.6466517472502844,1.6466517472502844
16,full,1.6479865690444995,1.6466517472502844
17,full,1.6468700193077694,1.6466517472502844
18,full,1.6472082654810496,1.6466517472502844
19,full,1.6467897316148026,1.6466517472502844
20,full,1.6466752463026766,1.6466517472502844
21,full,1.646496208510562,1.646496208510562
22,full,1.6466159103728937,1.646496208510562
23,full,1.6464876051164037,1.6464876051164037
24,full,1.6465840063899801,1.6464876051164037
25,full,1.64662408245876,1.6464876051164037
26,full,1.6464415534680699,1.6464415534680699
