time,Vx_true,Vy_true,Vpsi_true,Vx_hat,Vy_hat,Vpsi_hat,Xo_true,Yo_true,psi_true,Xo_hat,Yo_hat,psi_hat,dx_hat,dy_hat,dpsi_hat,slip
0.0,0.0,0.0,0.0,-2.3386153163822126e-5,-1.539860489606192e-5,0.012366212572556967,0.0,0.0,0.0,0.0038505258809614965,-0.0009651252451646589,-0.001679538976733673,-7.518969194019868e-7,-8.04575416196046e-6,0.0,0.0
0.001,3.3303404461235424e-12,-3.564675168322272e-14,-3.1080680000320494e-12,-8.899565938422375e-5,-7.066802401606405e-5,0.00011663658771976851,1.4862437313037325e-15,-1.598831865150732e-17,-1.3886782599146354e-15,0.0038504818280760424,-0.0009651464480090408,-0.0016671835304079062,-3.7815382116685126e-6,-1.264332536920714e-5,0.0,8.045094581043925e-10
0.002,3.789937054516484e-11,-5.710710456758819e-13,-3.8243619081202424e-11,2.2297339293467244e-5,1.141095808319467e-5,3.3931818922841036e-5,2.4442209440453893e-14,-3.5434397648071147e-16,-2.4415939141461236e-14,0.003850438321702287,-0.00096520936366381,-0.0016670669696679152,-2.4062712689437646e-6,-1.1517142446776339e-5,0.0,5.499694826350278e-9
0.003,1.5835709621211355e-10,-2.7347939311907677e-12,-1.6674625518758746e-10,-0.00017376316511644464,7.125393517483234e-5,-0.0013156343244306588,1.24669593049537e-13,-2.043765467015872e-15,-1.2912038767761579e-13,0.0038503973396844947,-0.0009651786717176611,-0.0016670344096824477,-9.91042024853548e-6,2.2126030094759826e-6,0.0,1.6932851150057014e-8
0.004,4.641536803808569e-10,-8.743739122173171e-12,-5.054270710758837e-10,0.00011535996765427452,0.0003238480685774911,0.0018183718762429097,4.309634170917766e-13,-7.688085203029192e-15,-4.598023647369257e-13,0.0038503008577126883,-0.0009650355445472044,-0.0016683472790902803,-1.8654368090533478e-6,4.759035290971274e-5,0.0,3.825016404853839e-8
0.005,1.1185521510275602e-9,-2.2346056484187173e-11,-1.2525451476269397e-9,0.0004236040973731286,0.00018097523779890502,0.005754203253395876,1.2026187625328464e-12,-2.2824372448799345e-14,-1.316468104432175e-12,0.0038505082544704494,-0.0009647515668423502,-0.001666525363022768,7.040533295319277e-6,2.394019443864472e-5,0.0,7.260054353219534e-8
0.006,2.362855359246962e-9,-4.906584864097715e-11,-2.708639636279356e-9,8.860167573648404e-5,0.0008150014730959108,0.0005675373418007349,2.9014666790408446e-12,-5.761379169912269e-14,-3.2479205583988386e-12,0.0029179212965392953,0.021522946229549176,-0.001075953374393501,1.7309667354348618e-5,-0.0003394419116993691,0.0,1.227839700487537e-7
0.007,4.523925538345922e-9,-9.618764425391308e-11,-5.2892895044605755e-9,1.2774567018469839e-5,0.0005820515670158313,-0.0020467271452339476,6.2734435991781335e-12,-1.2863943367970708e-13,-7.160674435719454e-12,0.0029180263357158538,0.02152370081814623,-0.0010753875444157487,1.9188210026793788e-5,-0.00038266316144438693,0.0,1.9093180389618217e-7
0.008,8.018740371768798e-9,-1.7257465796314982e-10,-9.533837119031147e-9,1.1280686289504196e-5,0.0004529995525448697,0.0011085003039329328,1.2436047721837058e-11,-2.6058438283024944e-13,-1.4438078709012577e-11,0.002918031878175082,0.021524264104960087,-0.0010774314187376247,1.8447234699871613e-5,-0.00039338184978337485,0.0,2.7849102239495405e-7
0.009000000000000001,1.3351941757718626e-8,-2.883004284924633e-10,-1.6105435917650442e-8,-0.0001677369739763196,0.00034884779778758025,-0.004244560915235776,2.294969546824491e-11,-4.872613300324245e-13,-2.704142388974483e-11,0.0029179882254220277,0.021524671075768765,-0.0010763277853826725,1.3257875148572539e-5,-0.00041998038500535667,0.0,3.8627764806165694e-7
